col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
1729,336788,Renee,Norma Fisher,Mover,,99,459834818.0,1,2018-12-23,1,0,0,0,0,1,8.0,0,2,0,2003-03-03,2015-05-08,,,,,20150805-062524.6696
1729,336823,Tommy,Jorge Sullivan,Mover,,99,106533370.0,1,1997-02-20,1,0,0,1,0,0,,1,1,0,2003-03-03,2015-05-08,,,,,20150805-062524.6696
1729,336825,David,Elizabeth Woods,Mover,,99,729049198.0,1,2018-05-02,1,0,0,1,0,0,,1,1,0,2003-03-03,2015-05-08,,,,,20150805-062524.6696
1729,432713,Marva,Susan Wagner,Mover,,99,547184647.0,99,2015-06-21,1,0,0,0,0,0,,0,2,1,2004-05-03,2015-05-08,,,,,20150805-062524.6696
1729,516827,Rachel,Peter Montgomery,Lion,,99,812406925.0,99,2012-07-20,1,0,0,0,0,1,8.0,0,2,0,2005-06-21,2015-05-08,,,,,20150805-062524.6696
1729,518207,Sheis,Theodore Mcgrath,Test,Ms,99,927754675.0,99,1970-01-29,1,0,0,0,0,1,8.0,0,2,0,2005-06-28,2015-05-08,,,,,20150805-062524.6696
1729,537807,Heis,Stephanie Collins,Test,Mr,99,923190875.0,1,2011-08-22,1,0,0,0,0,1,8.0,0,1,1,2005-10-03,2015-05-08,,,,,20150805-062524.6696
1729,538291,Sheisa,Stephanie Sutton,Test,,99,274840418.0,1,2003-08-03,1,0,0,0,0,1,8.0,0,2,0,2005-10-04,2015-05-08,,,,,20150805-062524.6696
1729,538293,Shealso,Brian Hamilton,Test,,99,368906403.0,1,1992-09-02,1,0,0,0,0,1,8.0,0,2,0,2005-10-04,2015-05-08,,,,,20150805-062524.6696
1729,538294,Shemust,Susan Levy,Test,,99,462238171.0,1,1986-08-07,1,0,0,0,0,1,8.0,0,2,0,2005-10-04,2015-05-08,,,,,20150805-062524.6696
1729,558360,Anonymous,Sean Green,Test,,99,,9,2019-09-12,1,99,99,99,99,99,99.0,99,99,9,2005-12-28,2015-05-08,,,,,20150805-062524.6696
1729,715839,Robert,Kimberly Smith,Mover,,1,711111114.0,1,1992-02-17,1,0,1,0,1,0,9.0,0,2,1,2008-02-06,2015-05-08,,,,,20150805-062524.6696
