col0,col1,col2,col3,col4,col5,col6,col7
1,1,1,2010-10-10 04:09:50,1,2010-10-10 04:09:50,2010-10-10 04:09:50,
2,2,2,2004-10-24 19:53:27,1,2004-10-24 19:53:27,2004-10-24 19:53:27,
3,3,3,2006-06-20 11:41:02,1,2006-06-20 11:41:02,2006-06-20 11:41:02,
4,4,4,2014-10-31 18:46:09,1,2014-10-31 18:46:09,2014-10-31 18:46:09,
5,5,5,2017-04-05 02:48:38,1,2017-04-05 02:48:38,2017-04-05 02:48:38,
6,6,6,2012-01-18 12:54:29,1,2012-01-18 12:54:29,2012-01-18 12:54:29,
7,7,7,2000-04-09 08:36:16,1,2000-04-09 08:36:16,2000-04-09 08:36:16,
8,8,8,2014-09-03 04:42:18,1,2014-09-03 04:42:18,2014-09-03 04:42:18,
9,9,9,2005-10-30 17:09:40,1,2005-10-30 17:09:40,2005-10-30 17:09:40,
10,10,10,2002-08-01 23:11:11,1,2002-08-01 23:11:11,2002-08-01 23:11:11,
11,11,11,2003-03-19 02:56:07,1,2003-03-19 02:56:07,2003-03-19 02:56:07,
12,12,12,2000-07-10 00:47:58,1,2000-07-10 00:47:58,2000-07-10 00:47:58,
13,13,13,2006-11-06 02:40:47,1,2006-11-06 02:40:47,2006-11-06 02:40:47,
14,14,14,2016-06-07 15:38:34,1,2016-06-07 15:38:34,2016-06-07 15:38:34,
15,15,15,2005-07-04 14:11:30,1,2005-07-04 14:11:30,2005-07-04 14:11:30,
16,16,16,2004-06-18 23:44:32,1,2004-06-18 23:44:32,2004-06-18 23:44:32,
17,17,17,2005-08-16 02:39:40,1,2005-08-16 02:39:40,2005-08-16 02:39:40,
18,18,18,2003-05-17 04:05:54,1,2003-05-17 04:05:54,2003-05-17 04:05:54,
19,19,19,2000-09-04 13:48:46,1,2000-09-04 13:48:46,2000-09-04 13:48:46,
20,20,20,2004-02-16 18:23:10,1,2004-02-16 18:23:10,2004-02-16 18:23:10,
21,21,21,2013-09-15 02:58:31,1,2013-09-15 02:58:31,2013-09-15 02:58:31,
22,22,22,1999-11-13 12:38:47,1,1999-11-13 12:38:47,1999-11-13 12:38:47,
23,23,23,2008-12-03 16:13:17,1,2008-12-03 16:13:17,2008-12-03 16:13:17,
24,24,24,2005-11-10 14:25:25,1,2005-11-10 14:25:25,2005-11-10 14:25:25,
25,25,25,2014-03-17 12:05:08,1,2014-03-17 12:05:08,2014-03-17 12:05:08,
26,26,26,2002-01-05 12:11:36,1,2002-01-05 12:11:36,2002-01-05 12:11:36,
27,27,27,2017-05-05 11:21:07,1,2017-05-05 11:21:07,2017-05-05 11:21:07,
28,28,28,2004-03-18 12:36:45,1,2004-03-18 12:36:45,2004-03-18 12:36:45,
29,29,29,2013-11-16 11:37:43,1,2013-11-16 11:37:43,2013-11-16 11:37:43,
30,30,30,2010-01-08 13:58:39,1,2010-01-08 13:58:39,2010-01-08 13:58:39,
31,31,31,2008-01-18 11:37:23,1,2008-01-18 11:37:23,2008-01-18 11:37:23,
32,32,32,2008-06-18 02:10:15,1,2008-06-18 02:10:15,2008-06-18 02:10:15,
33,33,33,2005-07-27 19:58:22,1,2005-07-27 19:58:22,2005-07-27 19:58:22,
34,34,34,2011-06-29 15:10:12,1,2011-06-29 15:10:12,2011-06-29 15:10:12,
35,35,35,2017-03-19 02:55:57,1,2017-03-19 02:55:57,2017-03-19 02:55:57,
36,36,36,2006-11-22 00:31:15,1,2006-11-22 00:31:15,2006-11-22 00:31:15,
37,37,37,2017-08-10 08:01:56,1,2017-08-10 08:01:56,2017-08-10 08:01:56,
38,38,38,2005-12-13 05:50:24,1,2005-12-13 05:50:24,2005-12-13 05:50:24,
39,39,39,2012-01-14 22:38:25,1,2012-01-14 22:38:25,2012-01-14 22:38:25,
40,40,40,2014-09-15 13:47:38,1,2014-09-15 13:47:38,2014-09-15 13:47:38,
41,41,41,2000-03-07 13:33:53,1,2000-03-07 13:33:53,2000-03-07 13:33:53,
42,42,42,2009-02-05 10:58:00,1,2009-02-05 10:58:00,2009-02-05 10:58:00,
43,43,43,2005-12-31 21:03:21,1,2005-12-31 21:03:21,2005-12-31 21:03:21,
44,44,44,2011-06-05 12:40:45,1,2011-06-05 12:40:45,2011-06-05 12:40:45,
45,45,45,2008-09-25 21:26:18,1,2008-09-25 21:26:18,2008-09-25 21:26:18,
46,46,46,2006-04-30 00:10:06,1,2006-04-30 00:10:06,2006-04-30 00:10:06,
47,47,47,2015-04-03 23:24:22,1,2015-04-03 23:24:22,2015-04-03 23:24:22,
48,48,48,2005-12-07 06:22:42,1,2005-12-07 06:22:42,2005-12-07 06:22:42,
49,49,49,2017-11-18 01:23:53,1,2017-11-18 01:23:53,2017-11-18 01:23:53,
50,50,50,2016-07-16 17:52:21,1,2016-07-16 17:52:21,2016-07-16 17:52:21,
