col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
3.0,6,25.0, 0.0," ""Hmm","  hallo!""", 8.0, Public Policy, 0.0, 4.0, 10.0, ?, 0,7.0,1.0,6.0,6.0
1.0,5,25.0, 0.0, top, 4.0, Evangelische Theologie, 0.0, 1.0, 5.0, 8.0, 2, 4.0,9.0,4.0,5.0,
4.0,5,26.0, 0.0, Performant, 35.0, Medizin, 2.0, 3.0, 10.0, 10.0, 3, 4.0,7.0,4.0,7.0,
1.0,3,25.0, 0.0, heiss, 10.0, Geschichte, 0.0, 3.0, 4.0, 0.0, 4, 5.0,3.0,5.0,6.0,
1.0,4,23.0, 0.0, anregend, 20.0, Medizin, 0.0, 2.0, 3.0, 7.0, 5, 5.0,9.0,6.0,4.0,
2.0,3,27.0, 8.0, nice, 3.0, Philosophie, ?, 0.0, 15.0, 7.0, 6, 4.0,8.0,7.0,3.0,
1.0,7,21.0, 0.0, Urlaub, 7.0, Wirtschaftsrecht, 0.0, 1.0, 15.0, 5.0, 7, 5.0,8.0,7.0,7.0,
4.0,4,27.0, 0.0, Sonne, 20.0, Erziehungswissenschaft, 4.0, 2.0, 4.0, ?, 8, 4.0,7.0,5.0,9.0,
2.0,3,22.0, 0.0, viel Spass =), 1.0, Antike Sprachen und Kulturen, 8.0, 2.0, 7.0, 6.0, 9, 1.0,3.0,5.5,8.0,
1.0,1,25.0, 0.0, gut, 7.0, Philosophie, 5.0, 2.0, 3.0, 5.0, 10, 2.0,7.0,7.0,7.0,
4.0,3,28.0, 0.0, heiss, 4.0, Philosophie, 0.0, 0.0, 3.0, 8.0, 11, 3.0,9.0,8.0,9.0,
1.0,4,23.0, 0.0, pornoes, 8.0, Medizin, 0.0, 1.0, 8.0, 7.0, 12, 8.0,4.0,7.0,8.0,
2.0,3,24.0, 0.0, klassisch, 5.0, Politikwissenschaft, 0.0, 1.0, 15.0, 5.0, 14, 2.0,7.0,6.0,8.0,
2.0,4,23.0, 0.0, super, 25.0, Elektrotechnik, 0.0, 1.0, 5.0, 7.0, 15, 4.0,7.0,6.0,8.0,
2.0,1,30.0, 6.0, Stress, 8.0, Biologie, 4.0, 2.0, 30.0, 2.0, 16, 1.0,2.0,5.0,12.0,
1.0,1,24.0, 0.0, warm, 20.0, Physik, 0.0, 3.0, 10.0, 7.0, 18, 6.0,6.0,5.0,7.0,
1.0,7,25.0, 1.0, schoen, 12.0, Jura, 0.0, 2.0, 4.0, 9.0, 19, 12.0,7.0,5.0,9.0,
3.0,6,25.0, 5.0, Geil, 20.0, Jura, 0.0, 2.0, 4.0, 10.0, 20, 5.0,6.0,5.0,5.0,
2.0,7,22.0, 0.0, performant, 25.0, Technische BWL, 2.0, 2.0, 5.0, 8.0, 21, 7.0,9.0,5.0,2.0,
1.0,5,24.0, 0.0, Super, 5.0, Public Policy, 3.0, 3.0, 5.0, 9.0, 23, 3.0,7.0,7.0,6.0,
3.0,4,28.0, 0.0, herrlich, 40.0, Physik + Philosophie, 0.0, 0.0, 12.0, 8.0, 24, 7.0,4.0,5.0,6.0,
3.0,6,25.0, 1.0, integrativ-aktivierend, 8.0, Jura, 0.0, 0.0, ?, 7.0, 25, 3.0,7.0,5.0,6.0,
1.0,5,24.0, 3.0, divers, 0.0, Medizin, 5.0, 1.0, ?, 5.0, 26, 3.0,7.0,5.0,7.0,
2.0,4,26.0, 3.0, genial, 2.0, Architektur, 1.0, 1.0, 40.0, 7.0, 27, 3.0,3.0,6.0,4.0,
1.0,7,23.0, 1.0, digital, 30.0, Maschinenbau, 3.0, 1.0, 5.0, 10.0, 28, ?,3.0,5.0,10.0,
1.0,5,24.0, 4.0, Heiss, 0.0, Interfacedesign, 0.0, 1.0, 10.0, 6.0, 29, 5.0,6.0,5.0,8.0,
1.0,5,20.0, 0.0, Performant, 0.0, Mathematik, 0.0, 0.0, 8.0, ?, 30, 5.0,3.0,6.0,1.0,
1.0,4,24.0, 2.0," ""wuerden-wir-alle-fachgespraeche-mitschneiden"," -koennten-wir-anschliessend-die-Welt-erklaeren-(Neologismus...)""", 10.0, Psychologie, 0.0, 1.0, ?, ?, 32,5.0,3.0,5.0,8.0
1.0,4,24.0, 0.0, performant, 5.0, Medizin, 0.0, 2.0, 15.0, 7.0, 33, 10.0,1.0,6.0,2.0,
5.0,4,27.0, 0.0, wohlige Blase, 1.0, Psychologie, 0.0, 1.0, 5.0, 6.0, 34, 8.0,7.0,6.0,7.0,
3.0,6,21.0, 0.0, Priviligiert, 10.0, Mathematik, 0.0, 3.0, 12.0, 7.0, 35, 2.0,7.0,5.0,10.0,
1.0,7,26.0, 0.0, Sommerurlaub, 25.0, Management, 5.0, 0.0, 3.0, 5.0, 37, 5.0,6.0,6.0,9.0,
3.0,4,24.0, 0.0, heiss, 10.0, Kognitionswissenschaft, 0.0, 2.0, 5.0, 7.0, 39, 7.0,7.0,6.0,6.0,
2.0,5,23.0, 1.0, , 1.0, Veterinaermedizin, 0.0, 0.0, 15.0, 7.0, 40, 5.0,4.0,6.0,4.0,
3.0,4,26.0, 1.0, Csaszarmorzsa, 4.0, Psychologie, 1.0, 2.0, 12.0, 9.0, 41, 5.0,7.0,5.0,6.0,
1.0,1,26.0, 0.0, Klischee, 50.0, VWL, 0.0, 0.0, 5.0, 8.0, 42, 8.0,2.0,5.0,8.0,
1.0,5,23.0, 0.0, versatil, 6.0, Statistik, 0.0, 0.0, 5.0, 7.0, 43, 7.0,3.0,6.5,7.0,
2.0,6,25.0, 0.0, Bombig, 5.0, Bildende Kunst, 0.0, 2.0, 3.0, 6.0, 44, 6.0,4.0,5.0,7.0,
2.0,5,22.0, 7.0, fan-fucking-tastic, 2.0, Kulturmanagement + Geige, 2.0, 0.0, 5.0, 6.0, 45, 3.0,1.0,5.0,9.0,
1.0,1,23.0, 0.0, , 5.0, Mathematik, 0.0, 5.0, 10.0, 2.0, 47, 5.0,7.0,6.0,9.0,
2.0,7,23.0, 5.0, heiss, 18.0, European Studies, 4.0, 3.0, 3.0, 7.0, 48, 8.0,8.0,5.0,5.0,
4.0,4,23.0, 0.0, warm, 16.0, Industrial Ecology, 2.0, 2.0, 10.0, 6.0, 49, 2.0,7.0,5.0,5.0,
2.0,1,27.0, 4.0, inspirierend, 20.0, Physik, 0.0, 1.0, 5.0, 9.0, 51, 2.0,6.0,6.0,30.0,
3.0,5,23.0, 0.0, Performant, 5.0, Medizin, 0.0, 9.0, 7.0, 6.0, 52, 4.0,8.0,5.0,7.0,
1.0,1,25.0, 0.0, supi, 6.0, Informatik, 4.0, 4.0, 4.0, 5.0, 53, 2.0,1.0,4.0,4.0,
4.0,7,26.0, 0.0, geil, 12.0, Medizin, 0.0, 0.0, 20.0, 10.0, 54, 7.0,5.0,7.0,100.0,
2.0,7,22.0, 0.0, edel, 20.0, VWL, 4.0, 2.0, 7.0, 7.0, 55, 3.0,10.0,6.0,8.0,
4.0,7,25.0, 0.0, schoen, 20.0, Public Policy, 0.0, 5.0, 3.0, 6.0, 56, 3.0,9.0,7.0,6.0,
2.0,1,24.0, 0.0, perfomant, 0.0, Mathematik, 0.0, 4.0, 8.0, 7.0, 58, 3.0,8.0,6.0,1.5,
1.0,4,23.0, 3.0, pornoes, 25.0, Elektrotechnik, 0.0, 1.0, 10.0, 10.0, 59, 7.0,4.0,6.0,7.0,
2.0,1,24.0, 3.0, Bar, 50.0, Wirtschaftsmathematik, 1.0, 3.0, 8.0, 9.0, 60, 3.0,8.0,5.0,7.0,
1.0,4,22.0, 0.0, YOLO, 30.0, Politikwissenschaft, 0.0, 0.0, 20.0, 10.0, 61, 7.0,6.0,4.0,1.0,
1.0,4,25.0, 0.0, sonnig, 5.0, Psychologie, 0.0, 4.0, 20.0, 10.0, 62, 2.0,8.0,5.0,6.0,
