col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
,21113,4439281358,Adult (23 and over),16,16.0,133,Norma Fisher,Norma Fisher,"9342 Lori Bypass Suite 711
East Sandra, CO 92162","October 27, 2017",Yes,No,–,,,No
12 kyu,20854,703-992-3188,Youth (22 and under),12,12.0,132,Jorge Sullivan,Jorge Sullivan,"PSC 8684, Box 8339
APO AA 76482","October 27, 2017",Yes,No,–,,,No
6 dan,20866,240-855-2074,Youth (22 and under),12,12.0,131,Elizabeth Woods,Elizabeth Woods,"515 Tom Roads Suite 330
Davebury, WY 22846","October 27, 2017",Yes,No,–,,,No
9 kyu,22193,703-254-6429,Adult (23 and over),16,16.0,130,Susan Wagner,Susan Wagner,"23098 Anthony Roads
New Maria, MO 12498","October 27, 2017",Yes,Yes,–,,,No
5 kyu,20036,6263729479,Adult (23 and over),16,16.0,129,Peter Montgomery,Peter Montgomery,"90321 Clark Union
Lake Andrewchester, CT 34569","October 26, 2017",Yes,No,–,,,No
2 dan,20901,2034480819,Adult (23 and over),16,16.0,128,Theodore Mcgrath,Theodore Mcgrath,"456 Bruce Mountain
New Craigfurt, KS 47497","October 25, 2017",Yes,No,–,,,No
19 kyu,22041,5712362430,Adult (23 and over),16,16.0,127,Stephanie Collins,Stephanie Collins,"PSC 7923, Box 0225
APO AP 33359","October 25, 2017",Yes,No,–,,,No
9 kyu,20008,,Youth (22 and under),12,12.0,126,Stephanie Sutton,Stephanie Sutton,"207 Mccullough Well Suite 564
New Hannah, WA 10865","October 24, 2017",Yes,No,–,,,No
5 kyu,22206,7034035289,Adult (23 and over),16,16.0,125,Brian Hamilton,Brian Hamilton,"423 Bell Heights
Brittanyberg, ME 51359","October 24, 2017",Yes,No,–,,,No
5 kyu,22554,,Adult (23 and over),16,16.0,124,Susan Levy,Susan Levy,"93523 Dana Lane
Johnsonshire, WI 87296","October 23, 2017",Yes,No,–,,,No
28 kyu,20874,2402712304,Youth (22 and under),12,12.0,123,Sean Green,Sean Green,"1427 Odonnell Rapids
North Troyport, NH 07035","October 23, 2017",No,No,–,,,No
17 kyu,22645,5403038736,Youth (22 and under),12,12.0,122,Kimberly Smith,Kimberly Smith,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198","October 23, 2017",Yes,No,–,,,No
20 kyu,20910,3345049445,Adult (23 and over),16,16.0,121,Jennifer Summers,Jennifer Summers,"76104 Marsh Crescent
Dennishaven, SD 85034","October 22, 2017",Yes,No,–,,,No
3 kyu,20016,2029040516,Adult (23 and over),16,16.0,120,April Snyder,April Snyder,"0003 Grant Lakes
Port Karafort, SD 60619","October 22, 2017",Yes,No,–,,,No
18 kyu,20910,301-801-3646,Adult (23 and over),16,16.0,119,Dana Nguyen,Dana Nguyen,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978","October 22, 2017",Yes,No,–,,,No
7 kyu,21114,,Youth (22 and under),12,12.0,118,Cheryl Bradley,Cheryl Bradley,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742","October 22, 2017",Yes,No,–,,,No
2 kyu,10583,12022859818,Youth (22 and under),12,12.0,117,Walter Pratt,Walter Pratt,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894","October 22, 2017",Yes,No,–,,,No
5 kyu,19520,4847985271,Youth (22 and under),12,12.0,116,Bobby Flores,Bobby Flores,"30601 Hawkins Highway
Morashire, TX 28976","October 15, 2017",Yes,No,–,,,No
17 kyu,20740,,Youth (22 and under),12,12.0,115,Tasha Rodriguez,Tasha Rodriguez,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798","October 13, 2017",No,No,–,,,No
10 kyu,20016,,Youth (22 and under),12,12.0,114,Michelle Kelley,Michelle Kelley,"76582 Vanessa Oval
New Richard, NE 68819","October 05, 2017",Yes,No,–,,,No
16 kyu,22314,4154076501,Youth (22 and under),12,12.0,113,Kimberly Maynard,Kimberly Maynard,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177","October 04, 2017",No,No,–,,,No
6 kyu,20815,,Adult (23 and over),16,16.0,112,Laurie Wallace,Laurie Wallace,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355","September 30, 2017",Yes,No,–,,,No
