col0,col1,col2,col3,col4,col5
Cross,Country,Men,SP,Senior,15-29
,,,,,
"1:17:37,Unattached",,,,,
"1:18:36,Unattached",,,,,
"1:22:46,University",Of,Idaho,,,
"1:25:35,Unattached",,,,,
"1:32:13,Vertical",Earth,,,,
"1:34:28,Unattached",,,,,
"1:34:40,Unattached",,,,,
Cross,Country,Men,SP,Master,30-99
,,,,,
"1:04:01,Spokane",Rocket,Velo,,,
"1:07:28,Unattached",,,,,
"1:10:03,Unattached",,,,,
"1:12:55,University",Of,Idaho,,,
"1:13:13,Broken",Spoke,Cycling,,,
"1:14:12,Mountain",View,Cycles,,,
"1:14:25,Wsu",Cycling,,,,
"1:16:53,Unattached",,,,,
"1:18:25,Unattached",,,,,
"1:19:55,Unattached",,,,,
"1:20:47,Oend",O'reille,Pedalers,,,
"1:21:38,Unattached",,,,,
"1:26:31,Unattached",,,,,
"1:34:31,Unattached",,,,,
"1:37:08,Unattached",,,,,
"(Bill),Dickerson,Moscow,ID,","1:39:29,Unattached",,,,
"1:52:50,Unattached",,,,,
"1:57:16,Unattached",,,,,
Cross,Country,Men,PR/SM,Senior,15-99
,,,,,
"1:51:30,Unattached",,,,,
"1:56:42,Unattached",,,,,
D,"Alene,ID,","2:00:15,Vertical",Earth,,
"Falls,ID,","2:03:25,Vertical",Earth,,,
"2:05:31,Red",Barn,Bicycles,,,
"2:05:40,Wenatchee",Area,Riders,,,
"2:11:21,Sobernots",,,,,
"2:11:39,Unattached",,,,,
"2:19:18,Unattached",,,,,
"2:26:39,Broken",Spoke,Cycling,,,
"2:28:32,Unattached",,,,,
Cross,Country,Men,Junior,JR,0-14
,,,,,
"0:43:36,Unattached",,,,,
Cross,Country,Men,EX,Senior,15-99
,,,,,
"1:31:46,Rar",,,,,
"1:34:38,Unattached",,,,,
"1:36:42,Unattached",,,,,
"1:38:04,Vertical",Earth,,,,
"1:38:11,Unattached",,,,,
"(Shawn),Letson,Spokane,WA,","1:43:34,Unattached",,,,
"1:46:30,Northern",Rockies,,,,
"1:51:23,Unattached",,,,,
"2:00:17,Unattached",,,,,
Cross,Country,Men,BG,Senior,15-29
,,,,,
"0:39:42,Unattached",,,,,
"0:42:22,Unattached",,,,,
"0:42:45,Unattached",,,,,
"0:44:19,Unattached",,,,,
"0:45:33,Unattached",,,,,
"0:51:35,Unattached",,,,,
"0:55:18,Unattached",,,,,
Cross,Country,Men,BG,Master,30-99
,,,,,
"0:42:42,Unattached",,,,,
"0:44:11,Unattached",,,,,
"0:47:00,Unattached",,,,,
"1:02:30,Unattached",,,,,
Cross,Country,Women,SP,Senior,15-29
,,,,,
"1:21:55,Ti",Cycles/Avanti,Racing,,,
"1:26:06,Unattached",,,,,
"1:30:36,University",Of,Idaho,,,
"1:36:58,Montana",Junior,Cycling,,,
Cross,Country,Women,SP,Master,30-99
,,,,,
"1:28:18,Unattached",,,,,
"1:29:38,Unattached",,,,,
"1:30:16,Unattached",,,,,
"1:31:26,Unattached",,,,,
"1:45:58,Unattached",,,,,
"Beth,Thoman,,,","2:06:04,Unattached",,,,
Cross,Country,Women,PR/SM,Senior,15-99
,,,,,
"2:27:44,Velo",Bella,Kona,,,
"2:52:57,Vertical",Earth,,,,
Cross,Country,Women,EX,Senior,15-99
,,,,,
"1:51:34,Unattached",,,,,
"2:03:08,Unattached",,,,,
Cross,Country,Women,BG,Junior,0-14
,,,,,
"1:04:18,Montana",Junior,Cycling,,,
Cross,Country,Women,BG,Senior,15-29
,,,,,
"0:48:03,Unattached",,,,,
"0:51:39,Unattached",,,,,
"0:54:30,Unattached",,,,,
"1:00:42,Unattached",,,,,
"1:10:46,Unattached",,,,,
