col0,col1,col2,col3,col4
7659,41625,en,7/05/2019 12:58,Tablet
7770,41736,en-GB,12/05/2019 16:42,Desktop
7881,41958,en,13/05/2019 15:26,Desktop
7992,42513,en,23/05/2019 15:15,Mobile
8103,42624,en,25/05/2019 3:31,Desktop
8214,43512,en-GB,25/05/2019 23:10,Desktop
8325,44622,en,30/05/2019 18:06,Desktop
8436,45732,en,3/06/2019 8:29,Desktop
8547,42291,en-GB,4/06/2019 2:19,Mobile
8658,46065,en-GB,4/06/2019 7:26,Desktop
8769,46176,en,4/06/2019 10:13,Desktop
8880,46842,en,6/06/2019 12:54,Mobile
8991,43290,en-US,6/06/2019 14:10,Desktop
9102,47175,en,9/06/2019 7:09,Mobile
9213,47508,en,10/06/2019 7:16,Mobile
9324,47841,en,11/06/2019 2:45,Desktop
9435,48618,en,16/06/2019 7:05,Desktop
9546,49062,en,16/06/2019 22:46,Tablet
9657,49728,en,25/06/2019 16:29,Mobile
9768,50172,en,29/06/2019 15:04,Mobile
9879,50505,en,5/07/2019 5:59,Mobile
9990,50616,en,5/07/2019 10:14,Tablet
10101,50727,en-GB,5/07/2019 12:00,Tablet
10212,50838,en-GB,5/07/2019 22:28,Desktop
10323,50949,en,5/07/2019 23:56,Desktop
10434,51060,en,5/07/2019 23:59,Mobile
10545,51282,en,6/07/2019 2:43,Tablet
10656,52170,en,6/07/2019 23:23,Mobile
10767,52392,en,7/07/2019 0:12,Desktop
10878,53280,ko,7/07/2019 1:25,Mobile
10989,53724,en,7/07/2019 2:09,Tablet
11100,53946,zh-CN,7/07/2019 2:21,Mobile
11211,54057,en-GB,7/07/2019 2:46,Desktop
11322,52503,en,7/07/2019 2:53,Desktop
11433,54279,en,7/07/2019 3:01,Desktop
11544,54723,en-GB,7/07/2019 4:15,Desktop
11655,54834,en,7/07/2019 4:37,Desktop
11766,55167,en,7/07/2019 6:55,Desktop
11877,55389,en,7/07/2019 11:15,Desktop
11988,55944,en,7/07/2019 16:12,Mobile
12099,56277,en,7/07/2019 18:31,Desktop
12210,56499,fr,7/07/2019 19:27,Desktop
