col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
0,,8,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1,,0,7,6,1,,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,,,,,,,,,,,,,,,,,
3,,0,7,6,0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
4,,0,16,14,0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
5,,0,7,7,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
6,,8,15,12,1,,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
7,,0,15,14,1,,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
8,,0,15,9,1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,,,,,,,,,
12,,1,16,11,3,,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
13,,0,15,9,2,,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,-1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,
14,,0,16,15,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
15,,0,16,11,2,,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,,,,,,,,
17,,0,16,10,3,,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,,,,,,,,
18,,0,24,20,3,,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,,0,4,4,0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
20,,0,16,14,1,,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
22,,0,16,12,3,,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,,,,,,,,
25,,0,16,12,3,,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,,,,,,,,
27,,0,16,14,2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,
30,,0,16,12,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,
31,,0,16,14,2,,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
33,,0,16,13,2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,,,,,,,,
35,,0,16,10,2,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,,,,,,,,
36,,0,13,8,2,,1.0,,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,,,,,,,,
37,,0,16,10,5,,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,,,,,,,,
38,,0,16,12,4,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,,,,,,,,
39,,0,15,8,3,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,,,,,,,,
40,,0,16,10,6,,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,,,,,,,,
42,,0,16,12,3,,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,
43,,0,16,13,0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
44,,0,16,13,3,,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,
45,,0,16,10,3,,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,-1.0,,,,,,,,
46,,0,16,15,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,
47,,0,14,13,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,1.0,,,,,,,,,
48,,2,7,7,0,,1.0,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,
49,,0,18,14,2,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
51,,0,18,14,4,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,
52,,0,18,11,0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
54,,0,11,7,4,,1.0,,,,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,,1.0,-1.0,,,,-1.0,,,,,,
55,,1,23,17,3,,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
57,,0,14,9,4,,1.0,1.0,-1.0,,,1.0,1.0,1.0,-1.0,,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,,,,,,,
60,,0,14,12,1,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,,-1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,
61,,0,18,9,2,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,,,,,,
63,,0,18,8,2,,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,,,,,,
64,,1,17,13,3,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,
65,,0,14,8,5,,1.0,-1.0,1.0,0.0,1.0,1.0,,,,1.0,-1.0,1.0,,,1.0,1.0,-1.0,-1.0,-1.0,,,,,
67,,0,21,16,4,,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,,,
69,,1,23,13,1,,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,
73,,0,12,8,0,,1.0,,,0.0,,1.0,,1.0,1.0,0.0,1.0,,,1.0,1.0,0.0,,,0.0,,1.0,,,
75,,0,16,11,2,,1.0,1.0,,1.0,,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,,,1.0,,,
76,,0,21,14,2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,,,
78,,0,19,14,4,,1.0,-1.0,,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,,,
80,,0,21,18,1,,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,
84,,0,22,18,4,,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
88,,0,11,0,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,,,,
90,,0,23,13,8,,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,
92,,0,23,7,8,,0.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,
93,,0,23,11,12,,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,
94,,0,23,15,2,,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,
95,,0,4,4,0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,
96,,0,14,13,0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,,0.0,
98,,0,23,21,2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,
99,,0,21,14,1,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,-1.0,0.0,,0.0,1.0,1.0,1.0,0.0,
100,,0,7,5,1,,1.0,,,,,1.0,,,0.0,1.0,,,1.0,,,,,-1.0,,,,1.0,,
101,,0,23,19,3,,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
102,,0,9,5,0,,0.0,1.0,,,1.0,0.0,,1.0,,,,,,1.0,0.0,,,0.0,,,1.0,,,
103,,0,23,19,4,,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
104,,0,23,9,4,,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,
105,,0,23,17,2,,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
106,,0,23,12,5,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,
108,,1,24,14,1,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
