col0,col1,col2,col3,col4,col5
1,10752,Skill,1,4,2.0
3,10752,Skill,7,746,142.0
4,10752,Skill,12,747,143.0
8,10385,Skill,1,197,
9,10385,Skill,7,1109,
10,10385,Skill,14,1110,
11,12026,Skill,1,555,
12,12026,Skill,2,1117,
13,12026,Skill,4,1118,
14,10159,Skill,1,210,119.0
15,10159,Skill,6,1123,119.0
16,10159,Skill,11,1124,119.0
17,10375,Skill,1,414,
18,10375,Skill,2,1127,
19,10375,Skill,3,1128,
20,10710,Skill,1,272,100.0
21,10710,Skill,8,1132,100.0
22,10710,Skill,16,1133,
23,16210,Skill,1,433,29.0
24,16210,Skill,6,433,294.0
25,16210,Skill,12,433,295.0
26,11973,Skill,1,529,80.0
27,11973,Skill,7,1171,80.0
28,11973,Skill,13,1172,80.0
29,11943,Skill,1,536,84.0
30,11943,Skill,6,536,306.0
31,11943,Skill,10,536,307.0
32,10720,Skill,1,266,
33,10720,Skill,3,1175,
34,10720,Skill,5,1176,
