col0,col1,col2,col3,col4,col5
1,226,'Q42958546','RO52INGB2472803833219220','EUR',12260
2,226,'X30742520','RO05INGB5727489345146390','EUR',7859
3,226,'D71135104','RO48INGB3749914381640300','EUR',11622
4,226,'S58400013','RO46INGB7302748132459080','EUR',11102
5,226,'D24701697','RO32INGB0663960682928692','EUR',7127
6,227,'M50297414','RO17INGB9501475983380410','EUR',9288
7,227,'C43501188','RO25INGB1585194694270700','EUR',12375
8,227,'A29096965','RO22INGB0669057273315824','EUR',11739
9,227,'P68452189','RO69INGB6609922933889340','EUR',12776
10,227,'R15069753','RO33INGB8584868489929840','EUR',15008
11,228,'X47903048','RO35INGB1547796933493050','EUR',8721
12,228,'Z45619424','RO58INGB0024201537168394','EUR',8640
13,228,'K38208401','RO01INGB4939851856154960','EUR',8245
14,228,'U49952872','RO76INGB8585512941204960','EUR',8554
15,228,'U12688360','RO54INGB6445947845855900','EUR',6826
16,229,'M77428013','RO13INGB2761159356900870','EUR',9703
17,229,'G15676691','RO63INGB8050176987404990','EUR',11985
18,229,'S65425990','RO60INGB3105190835118360','EUR',7408
19,229,'K28066394','RO53INGB1845117414780750','EUR',8463
20,229,'G19114298','RO85INGB8165212120213320','EUR',11875
21,230,'E32878463','RO06INGB3837915065313130','EUR',11455
22,230,'Y15914197','RO73INGB9805360852767250','EUR',12398
23,230,'Z66681057','RO30INGB3376067624423480','EUR',9537
24,230,'I63240141','RO74INGB3531637580076200','EUR',15303
25,230,'L83303143','RO77INGB7841902351927010','EUR',12458
