col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
-100,GLN match test,GLN match test,8.0,2.0,,,-100.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,-100.0,,,false
1,Company,001,9.0,2.0,,Main Company,1.0,,,1.0,2012-11-14T16:39:07.000,1.0,2012-11-14T16:39:07.000,0.0,1.0,,,false
2,Main Company,Main,6.0,2.0,2.0,,2.0,,,,,,,0.0,,,,false
3,Second Company,Comp2,6.0,2.0,3.0,,3.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,,,,false
5,Bad Debt Company,BD,6.0,5.0,,,,,,,,,,0.0,,,,false
30,Branch 30,30,3.0,2.0,,,,,,,,,,0.0,,40.0,30.0,false
31,Branch 31,31,3.0,2.0,,,,,,,,,,0.0,,40.0,31.0,false
32,Branch 32,32,3.0,2.0,,,,,,,,,,0.0,,41.0,32.0,false
33,Branch 33,33,3.0,2.0,,,,,,,,,,0.0,,41.0,33.0,false
40,Division 40,40,4.0,2.0,,,,,,,,,,0.0,,50.0,40.0,false
41,Division 41,41,4.0,2.0,,,,,,,,,,0.0,,51.0,41.0,false
101,TTI,TTI,1.0,2.0,,206612-22-42,101.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,,,101.0,false
102,Rand,Rand,1.0,2.0,,206612-22-42,102.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,,,102.0,false
103,RandPartial,RandPartial,1.0,2.0,,206612-22-42,103.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,,,103.0,false
124,Account Inc.,act124,2.0,2.0,,,,,,,,,,0.0,124.0,,124.0,false
125,Job Site,job125,2.0,2.0,,,,,,,,,,0.0,125.0,,,false
126,Job Site,job126,2.0,2.0,,,,,,,,,,0.0,126.0,,,false
200,Big Prospect,bigp1,7.0,2.0,,,200.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,,,,false
201,Big Prospect2,bigp2,7.0,2.0,,,201.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,,,,false
202,WALGREEN'S DRUGS ,,,,,,,,,,,,,,,,,
203,MEIJER INC,E51445,1.0,3.0,203.0,,203.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,203.0,,203.0,false
204,KOHLS,I46880,1.0,3.0,204.0,,204.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,204.0,,204.0,false
205,WAL-MART STORES INC,K14700,1.0,2.0,205.0,,205.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,205.0,,205.0,false
206,Walmart Realty,K40693,1.0,2.0,206.0,,206.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,206.0,,206.0,false
207,DECELLE INC,Q40894,8.0,2.0,207.0,,207.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,207.0,,,false
208,PEPSI,Q41150,7.0,2.0,,,208.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,208.0,,208.0,false
209,Frito-Lay,Q41968,1.0,2.0,209.0,,209.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,209.0,,209.0,false
210,"9ci, Inc",R41505,5.0,2.0,210.0,,210.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,210.0,,,false
211,Tropicana,U15430,1.0,2.0,211.0,,211.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,211.0,,211.0,false
212,WAL-MART PARENT,U15435,7.0,2.0,,,212.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,212.0,,212.0,false
213,TARGET STORES,U15455,1.0,3.0,213.0,,213.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,213.0,,213.0,false
214,SAMS CLUB,W83800,1.0,2.0,214.0,,214.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,214.0,,214.0,false
215,ACOSTA SALES & MARKETING-NC.,90845,8.0,2.0,,,215.0,,,1.0,2012-11-15T15:38:10.000,1.0,2012-11-15T15:38:10.000,0.0,215.0,,,false
