col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
2001,1993-11-02,WE,NICOLE,Norma Fisher,1197024565271776,FRA,WCL,Norma Fisher,0,1,Norma Fisher,1,48600000,FRA19900208,1,10004535237,CVN,1590,Norma Fisher,1,28
2002,1999-09-04,WE,ATHERTON,Jorge Sullivan,1197024565271777,GBR,NCh,Jorge Sullivan,0,2,Jorge Sullivan,2,48630000,GBR19871206,5,10003434487,TDH,1598,Jorge Sullivan,2,30
2003,1982-04-09,WE,SEAGRAVE,Elizabeth Woods,1197024565271778,GBR,,Elizabeth Woods,0,3,Elizabeth Woods,3,48660000,GBR19950615,2,10007414016,FMD,1863,Elizabeth Woods,3,23
2004,1974-02-26,WE,CABIROU,Susan Wagner,1197024565271779,FRA,,Susan Wagner,0,4,Susan Wagner,4,48690000,FRA19970312,4,10009563069,VVR,2096,Susan Wagner,4,21
2006,2004-04-09,WE,HANNAH,Peter Montgomery,1197024565271780,AUS,NCh,Peter Montgomery,0,6,Peter Montgomery,5,48720000,AUS19880613,3,10003732258,URT,1608,Peter Montgomery,6,30
2007,2001-10-15,WE,SIEGENTHALER,Theodore Mcgrath,1197024565271781,SUI,,Theodore Mcgrath,0,7,Theodore Mcgrath,6,48750000,SUI19860919,6,10004167243,PFR,1864,Theodore Mcgrath,7,31
2008,1972-09-05,WE,CURD,Stephanie Collins,1197024565271782,GBR,,Stephanie Collins,0,8,Stephanie Collins,7,48780000,GBR19890427,30,10006044292,,0,Stephanie Collins,8,29
2009,2010-08-04,WE,HRASTNIK,Stephanie Sutton,1197024565271783,SLO,CCh,Stephanie Sutton,0,9,Stephanie Sutton,8,48810000,SLO19940607,7,10017602955,,0,Stephanie Sutton,9,24
2010,1976-11-13,WE,SALAZAR,Brian Hamilton,1197024565271784,ESA,,Brian Hamilton,0,10,Brian Hamilton,9,48840000,ESA19940506,23,10007687838,DOR,1867,Brian Hamilton,10,24
2011,2017-08-03,WE,CAPPELLARI,Susan Levy,1197024565271785,SUI,NCh,Susan Levy,0,11,Susan Levy,10,48870000,SUI19911106,10,10006911535,MNR,2039,Susan Levy,11,26
2012,1996-08-17,WE,WIDMANN,Sean Green,1197024565271786,ITA,,Sean Green,0,12,Sean Green,11,48900000,ITA19930308,15,10007423312,FSF,2238,Sean Green,12,25
2013,1983-07-27,WE,MILLER,Kimberly Smith,1197024565271787,CAN,WCh,Kimberly Smith,0,13,Kimberly Smith,12,48930000,CAN19900302,9,10005872726,SGR,1667,Kimberly Smith,13,28
2014,1987-09-14,WE,A'HERN,Jennifer Summers,1197024565271788,AUS,,Jennifer Summers,0,14,Jennifer Summers,13,48960000,AUS19980802,28,10010802043,,0,Jennifer Summers,14,19
2015,1994-05-26,WE,RUBESAM,April Snyder,1197024565271789,GER,,April Snyder,0,15,April Snyder,14,48990000,GER19880210,21,10052523258,,0,April Snyder,15,30
2017,2019-10-14,WE,CHAPPAZ,Dana Nguyen,1197024565271790,FRA,,Dana Nguyen,0,17,Dana Nguyen,15,49020000,FRA19990312,11,10011008066,HTH,3167,Dana Nguyen,0,19
2018,2001-12-31,WE,RONNING,Cheryl Bradley,1197024565271791,NOR,NCh,Cheryl Bradley,0,18,Cheryl Bradley,16,49050000,NOR19950709,16,10008084326,,0,Cheryl Bradley,16,22
2019,2008-10-09,WE,HOFFMANN,Walter Pratt,1197024565271792,GER,,Walter Pratt,0,19,Walter Pratt,17,49080000,GER19960802,26,10015887065,,0,Walter Pratt,0,21
2020,1981-07-13,WE,NOGUEIRA,Bobby Flores,1197024565271793,ARG,,Bobby Flores,0,20,Bobby Flores,18,49110000,ARG19930929,27,10008589635,,0,Bobby Flores,0,24
2021,2017-06-24,WE,DELEST,Tasha Rodriguez,1197024565271794,FRA,,Tasha Rodriguez,0,21,Tasha Rodriguez,19,49140000,FRA19931112,31,10006981455,,0,Tasha Rodriguez,0,24
2022,2015-10-10,WE,RUTZ,Michelle Kelley,1197024565271795,SUI,,Michelle Kelley,0,22,Michelle Kelley,20,49170000,SUI19950125,34,10010012000,,0,Michelle Kelley,0,23
2023,1983-11-04,WE,WOHLGENSINGER,Kimberly Maynard,1197024565271796,SUI,,Kimberly Maynard,0,23,Kimberly Maynard,21,49200000,SUI19840410,40,10010735153,,0,Kimberly Maynard,0,34
2024,2022-03-21,WE,BEECROFT,Laurie Wallace,1197024565271797,AUS,,Laurie Wallace,0,24,Laurie Wallace,22,49230000,AUS19950329,41,10008176878,,0,Laurie Wallace,0,23
2025,1973-12-13,WE,MOLLOY,Janice Johnston,1197024565271798,AUS,,Janice Johnston,0,25,Janice Johnston,23,49260000,AUS19960118,42,10008826980,KON,1012,Janice Johnston,0,22
2026,2016-01-07,WE,HUBSCHER,Collin Lopez,1197024565271799,SUI,,Collin Lopez,0,26,Collin Lopez,24,49290000,SUI19961115,47,10059628813,,0,Collin Lopez,0,21
2027,1980-10-07,WE,HORVAT,Mary Alvarez,1197024565271800,SLO,,Mary Alvarez,0,27,Mary Alvarez,25,49320000,SLO19930319,49,10007478074,,0,Mary Alvarez,0,25
2028,1981-01-08,WE,LESOIN,Peter Mcdowell,1197024565271801,FRA,,Peter Mcdowell,0,28,Peter Mcdowell,26,49350000,FRA19991117,51,10009734134,,0,Peter Mcdowell,0,18
