col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
6,P-10-A,219.680699859023,0.0007187317020427,,Photo,20180701,3,,,Patch,Ambient,Patch,Post-transplant,9.5,,19.45968125,0.0139862898260212,-0.0035966476909956,0.0175829375170169,
7,P-10-B,231.548956956187,0.0011391384378499,,Photo,20180701,7,,,Patch ,Ambient,Rim,Post-transplant,9.5,,19.45968125,0.0221672709001835,-0.0035966476909956,0.0257639185911792,
8,P-12-A,220.34860916187,0.0013988809135671,,Photo,20180701,3,,,Patch,Hot,Patch,Post-transplant,9.0,,18.4354875,0.0257890515960559,-0.0035966476909956,0.0293856992870516,
9,P-12-B,229.462334651443,0.0022813774760476,,Photo,20180701,8,,,Patch ,Hot,Rim,Post-transplant,9.25,,18.947584375,0.0432265922186378,-0.0035966476909956,0.0468232399096335,
10,P-14-A,233.482896294702,0.0014030639595678,,Photo,20180701,9,,,Patch,Hot,Patch,Post-transplant,9.5,,19.45968125,0.0273031774265526,-0.0035966476909956,0.0308998251175483,
11,P-14-B,234.144952545101,0.0018917989984912,,Photo,20180701,2,,,Patch ,Hot,Rim,Post-transplant,9.4375,,19.33165703125,0.036571609410894,-0.0035966476909956,0.0401682571018897,
12,P-15-A,217.540683519978,0.001225068346125,,Photo,20180701,6,,,Patch,Hot,Patch,Post-transplant,9.3125,,19.07560859375,0.0233689242712732,-0.0035966476909956,0.0269655719622689,
13,P-15-B,226.359484924967,0.0016151319383474,,Photo,20180701,4,,,Patch ,Hot,Rim,Post-transplant,9.375,,19.2036328125,0.0310164006877664,-0.0035966476909956,0.0346130483787621,
14,P-16-A,220.699923586796,0.0005628935496921,,Photo,20180701,3,,,Patch,Hot,Patch,Post-transplant,9.375,,19.2036328125,0.0108096010408123,-0.0035966476909956,0.014406248731808,
15,P-16-B,235.385424517752,0.0014759046158263,,Photo,20180701,7,,,Patch ,Hot,Rim,Post-transplant,9.5,,19.45968125,0.0287206333793843,-0.0035966476909956,0.03231728107038,
16,P-19-A,207.766242322148,0.0008051946308724,,Photo,20180701,10,,,Patch,Hot,Patch,Post-transplant,9.25,,18.947584375,0.0152564932067531,-0.0035966476909956,0.0188531408977488,
17,P-19-B,225.624555239492,0.0011661597729115,,Photo,20180701,1,,,Patch ,Hot,Rim,Post-transplant,9.3125,,19.07560859375,0.0222452073858379,-0.0035966476909956,0.0258418550768336,
18,P-3-A,229.174755570744,0.0005481122232994,,Photo,20180701,4,,,Patch,Ambient,Patch,Post-transplant,9.4375,,19.33165703125,0.0105959175154617,-0.0035966476909956,0.0141925652064574,
19,P-3-B,199.34916193477,0.0003965043680838,,Photo,20180701,5,,,Patch ,Ambient,Rim,Post-transplant,9.4375,,19.33165703125,0.0076650864551899,-0.0035966476909956,0.0112617341461856,
20,P-4-A,197.981170944042,0.0017178448160713,,Photo,20180701,5,,,Patch,Ambient,Patch,Post-transplant,9.5,,19.45968125,0.033428712557714,-0.0035966476909956,0.0370253602487097,
21,P-4-B,212.03263303613,0.0015492115243861,,Photo,20180701,6,,,Patch ,Ambient,Rim,Post-transplant,9.5,,19.45968125,0.0301471624533812,-0.0035966476909956,0.0337438101443769,
22,P-6-A,228.439780049738,0.0002164120998372,,Photo,20180630,6,,,Patch,Ambient,Patch,Post-transplant,9.4,,19.2548425,0.0041669808974601,-0.0035966476909956,0.0077636285884558,
23,P-6-B,249.44890518251,0.0010453497948605,,Photo,20180630,2,,,Patch ,Ambient,Rim,Post-transplant,9.5,,19.45968125,0.0203421738027399,-0.0035966476909956,0.0239388214937356,
24,P-9-A,246.165381060197,0.0005966059883246,,Photo,20180630,7,,,Patch,Ambient,Patch,Post-transplant,9.5,,19.45968125,0.0116097623646387,-0.0035966476909956,0.0152064100556344,
25,P-9-B,213.450926075699,7.73660210756876e-05,,Photo,20180701,10,,,Patch ,Ambient,Rim,Post-transplant,9.5,,19.45968125,0.0015055181097136,-0.0035966476909956,0.0051021658007093,
26,R-11-A,219.230110345625,0.001853600956747,,Photo,20180630,10,,,Rim,Hot,Patch,Post-transplant,9.4375,,19.33165703125,0.0358331779686309,-0.0035966476909956,0.0394298256596266,
27,R-11-B,240.260096549741,0.0021126056201862,,Photo,20180630,4,,,Rim,Hot,Rim,Post-transplant,9.4375,,19.33165703125,0.0408401672917322,-0.0035966476909956,0.0444368149827279,
28,R-14-A,230.066702946036,0.0021910924952909,,Photo,20180701,1,,,Rim,Hot,Patch,Post-transplant,9.25,,18.947584375,0.0415159099279547,-0.0035966476909956,0.0451125576189504,
29,R-14-B,230.440703139307,0.0009390047161255,,Photo,20180701,4,,,Rim,Hot,Rim,Post-transplant,9.375,,19.2036328125,0.0180323017776802,-0.0035966476909956,0.0216289494686759,
30,R-15-A,225.64651694397,0.0014156209971459,,Photo,20180701,1,,,Rim,Hot,Patch,Post-transplant,9.4375,,19.33165703125,0.0273662996030613,-0.0035966476909956,0.030962947294057,
31,R-15-B,211.558186390081,0.0014779436811221,,Photo,20180701,10,,,Rim,Hot,Rim,Post-transplant,9.375,,19.2036328125,0.0283818877698234,-0.0035966476909956,0.0319785354608191,
32,R-18-A,233.054267922418,0.0007665893972989,,Photo,20180701,8,,,Rim,Hot,Patch,Post-transplant,9.5625,,19.58770546875,0.0150157273297576,-0.0035966476909956,0.0186123750207533,
33,R-18-B,235.419110107871,0.0004478307895685,,Photo,20180701,2,,,Rim,Hot,Rim,Post-transplant,9.4375,,19.33165703125,0.0086573112319734,-0.0035966476909956,0.0122539589229691,
34,R-19-A,199.030629574797,0.0007136119455661,,Photo,20180701,5,,,Rim,Hot,Patch,Post-transplant,9.5,,19.45968125,0.0138866609969101,-0.0035966476909956,0.0174833086879058,
35,R-19-B,230.585710374712,0.0009425515506155,,Photo,20180701,7,,,Rim,Hot,Rim,Post-transplant,9.5625,,19.58770546875,0.0184624221625707,-0.0035966476909956,0.0220590698535664,
36,R-4-A,236.148012573158,0.0015724833422904,,Photo,20180701,8,,,Rim,Ambient,Patch,Post-transplant,9.375,,19.2036328125,0.0301973927091189,-0.0035966476909956,0.0337940404001146,
37,R-4-B,237.729368515732,0.0005053556771545,,Photo,20180701,2,,,Rim,Ambient ,Rim,Post-transplant,9.5625,,19.58770546875,0.0098987581610648,-0.0035966476909956,0.0134954058520605,
38,R-5-A,204.222935471058,0.0003931635269378,,Photo,20180701,10,,,Rim,Ambient,Patch,Post-transplant,9.5,,19.45968125,0.0076508369133371,-0.0035966476909956,0.0112474846043328,
39,R-5-B,231.794784026671,0.0001426047502564,,Photo,20180701,2,,,Rim,Ambient ,Rim,Post-transplant,9.4375,,19.33165703125,0.0027567861229852,-0.0035966476909956,0.0063534338139809,
40,R-7-A,232.383686035891,0.0012110601579861,,Photo,20180701,9,,,Rim,Ambient,Patch,Post-transplant,9.4375,,19.33165703125,0.0234117996183989,-0.0035966476909956,0.0270084473093946,
41,R-7-B,218.26138853267,0.0022629404709462,,Photo,20180701,3,,,Rim,Ambient ,Rim,Post-transplant,9.4375,,19.33165703125,0.0437463890664678,-0.0035966476909956,0.0473430367574635,
42,R-8-A,227.096425031821,-0.0001848478440194,,Photo,20180630,1,,,Rim,Ambient,Patch,Post-transplant,9.4,,19.2548425,-0.0035592161230596,-0.0035966476909956,3.74315679360611e-05,
43,R-8-B,228.613515006766,0.0016901199055861,,Photo,20180630,8,,,Rim,Ambient ,Rim,Post-transplant,9.4375,,19.33165703125,0.0326728183564803,-0.0035966476909956,0.036269466047476,
44,R-9-A,251.970929906252,0.0004738933383001,,Photo,20180630,9,,,Rim,Ambient,Patch,Post-transplant,9.5,,19.45968125,0.0092218133098185,-0.0035966476909956,0.0128184610008142,
45,R-9-B,209.691768887577,0.0009419453629349,,Photo,20180630,5,,,Rim,Ambient ,Rim,Post-transplant,9.45,,19.357261875,0.0182334830622743,-0.0035966476909956,0.02183013075327,
