col0,col1,col2,col3,col4,col5,col6,col7
1,Bucky,Roberts,50,0.3077,single,male,26256.3
2,Lisa,Gallagher,44,0.1377,single,female,8369.95
3,Emma,Williams,66,2.6816,not single,female,276951.28
4,Tony,Masters,48,5.2628,not single,male,491786.08
5,Mike,Smith,43,0.4971,single,male,30058.29
6,Sally,Raphael,56,4.7957,not single,female,536187.98
7,John,Wisdom,43,3.2493,single,male,183648.86
8,Nu,Wilson,60,4.7016,single,male,453201.29
9,Antonette,Moore,21,1.3475,single,female,39429.25
10,Tamekia,Taylor,17,4.9019,not single,female,150062.82
11,Hubert,Anderson,12,4.682,not single,male,68162.52
12,Clare,Thomas,22,2.5764,single,male,92557.66
13,Yevette,Jackson,65,4.5088,not single,female,503909.38
14,Pierre,White,31,1.7806,single,male,73990.22
15,Clarinda,Harris,49,2.9027,single,male,162781.24
16,Robbie,Martin,52,1.6795,single,female,124021.55
17,Diedra,Thompson,36,5.3041,not single,female,247200.44
18,Solange,Garcia,38,2.3712,not single,male,110990.67
19,Laverna,Martinez,33,2.7461,single,male,151813.81
20,Marquita,Robinson,9,3.3394,not single,female,57125.09
21,Dixie,Clark,53,0.5628,single,male,52034.28
22,Treena,Rodriguez,31,0.3931,single,male,16220.22
23,Otha,Lewis,54,2.1872,single,female,134717.66
24,Hershel,Lee,10,5.5674,not single,female,92489.63
25,Tiesha,Walker,55,3.7447,not single,male,370817.0
26,Ula,Hall,54,5.8331,single,male,466708.37
27,Claris,Allen,44,5.8272,not single,female,313969.66
28,Shaunte,Young,65,5.7282,single,male,455632.42
29,Boyce,Hernandez,19,0.1331,single,male,4649.41
30,Lorenza,King,50,4.7375,single,female,439708.72
31,Kaci,Wright,20,1.712,not single,female,67289.79
32,Jeremiah,Lopez,45,5.6344,not single,male,262367.91
33,Enid,Hill,53,3.7453,single,male,346977.44
34,Wiley,Scott,55,0.2113,not single,female,14118.81
35,Joey,Green,59,2.1031,single,male,211609.96
36,Evalyn,Adams,16,2.1829,single,male,57660.63
37,Oliver,Baker,52,3.0701,single,female,190659.78
38,Aretha,Gonzalez,21,2.294,not single,female,59806.82
39,Valarie,Nelson,26,2.4483,not single,male,120104.36
40,Rocco,Carter,57,4.2141,single,male,380608.84
41,Jenise,Mitchell,15,4.7982,not single,female,104068.79
42,Marcel,Perez,43,4.9918,single,male,319104.61
43,Doretha,Roberts,31,3.5342,single,male,190855.87
44,Buddy,Turner,21,1.1846,single,female,31961.5
45,Ruben,Phillips,41,2.359,not single,female,135435.12
46,Sacha,Campbell,43,5.2004,not single,male,300422.27
47,Song,Parker,48,3.6167,single,male,326260.96
48,Ronni,Evans,63,2.491,not single,female,277548.08
49,Wanda,Edwards,13,5.3234,single,male,77040.83
50,Sharla,Collins,25,5.5499,single,male,265828.7
51,Louann,Stewart,53,0.2472,single,female,19280.08
52,Shira,Sanchez,10,1.8815,not single,female,27951.8
53,Francina,Morris,50,0.5661,not single,male,32312.67
54,Joline,Rogers,28,2.3455,single,male,105058.22
55,Olga,Reed,68,4.5154,not single,female,388123.05
56,Mammie,Cook,28,1.3278,single,male,41138.76
57,Jovan,Morgan,62,2.5135,single,male,197467.63
58,Cristopher,Bell,33,4.7631,single,female,265456.79
59,Boyd,Murphy,14,2.5368,not single,female,67456.09
60,Veronika,Bailey,10,2.0117,not single,male,21243.05
61,Rheba,Rivera,55,0.8277,single,male,78265.22
62,Elfriede,Cooper,47,0.2866,not single,female,18138.18
63,Hee,Richardson,35,3.2061,single,male,125155.35
64,Lucas,Cox,18,3.7094,single,male,118637.36
65,Josefine,Howard,64,3.4933,single,female,412640.19
66,Eugenia,Ward,58,4.0485,not single,female,430687.31
67,Ivey,Torres,59,5.5287,not single,male,399509.56
68,Shelton,Peterson,14,4.8232,single,male,128917.08
69,Rosalinda,Gray,60,3.4884,not single,female,269196.52
70,Ciara,Ramirez,47,2.2518,single,male,209095.53
71,Samira,James,20,2.2273,single,male,84836.99
72,Christiana,Watson,64,1.6258,single,female,186740.67
73,Shantae,Brooks,10,4.0247,not single,female,44254.88
74,Sari,Kelly,49,4.2088,not single,male,301606.96
75,Bree,Sanders,17,1.7965,single,male,52933.86
76,Magdalena,Price,62,3.9392,not single,female,482488.97
77,Soon,Bennett,58,0.7422,single,male,84626.65
78,Laureen,Wood,21,4.7407,single,male,173237.49
79,Lavonna,Barnes,40,5.751,single,female,253843.81
80,Evelynn,Ross,38,5.4699,not single,female,342527.42
81,Claudie,Henderson,38,0.2365,not single,male,13831.65
82,Toi,Coleman,60,1.7265,single,male,197838.93
83,Nidia,Jenkins,11,2.4764,not single,female,30079.33
84,Mai,Perry,65,0.3693,single,male,32407.81
85,Gabriel,Powell,45,2.884,single,male,163766.38
86,Dorthy,Long,45,3.4829,single,female,201175.14
87,Van,Patterson,60,0.8527,not single,female,88046.53
88,Dexter,Hughes,55,0.2737,not single,male,22887.46
89,Perla,Flores,19,2.1107,single,male,58984.63
90,Temple,Washington,29,4.3911,not single,female,251859.8
91,Chau,Butler,39,0.6711,single,male,32238.91
92,Adell,Simmons,50,0.1141,single,male,11048.87
93,Valentina,Foster,57,2.0254,single,female,163622.65
94,Valentine,Gonzales,49,0.7677,not single,female,45238.47
95,Janice,Bryant,45,2.8112,not single,male,252229.37
96,Teddy,Alexander,46,4.3571,single,male,296891.2
97,Valentina,Russell,30,1.7047,not single,female,97627.37
98,Valentine,Griffin,63,1.3962,single,male,150556.56
99,Janice,Diaz,38,2.1877,single,male,158386.7
100,Teddy,Hayes,47,1.0641,single,female,54585.21
