col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
1,HA,1102,MH4289,MH4364,5,3115,330459,330460,2013-03-17,2013-03-22,2013-03-21,True,,6.0,False,True,0.1143259708368,2,2,2013-03-19,2013-03-25,HA_G1102A,G,A,2012-2013,B/YAM,0.0243860998479,0,False
2,HA,1102,MH4289,MH4364,5,3115,330459,330460,2013-03-17,2013-03-22,2013-03-21,True,,6.0,False,True,0.1143259708368,2,2,2013-03-19,2013-03-25,HA_G1102G,G,G,2012-2013,B/YAM,0.974987529395,1,True
4,NP,1511,HS2680,HS2681,15,5264,51123,51122,2016-05-15,2016-05-15,2016-05-14,True,True,17.5,True,True,0.687271743541,0,2,2016-05-15,2016-05-15,NP_G1511A,G,A,2015-2016,B/VIC,0.343568240227,0,False
5,NP,1511,HS2680,HS2681,15,5264,51123,51122,2016-05-15,2016-05-15,2016-05-14,True,True,17.5,True,True,0.687271743541,0,2,2016-05-15,2016-05-15,NP_G1511G,G,G,2015-2016,B/VIC,0.656296496686,1,True
12,NS,103,MH10403,HS1788,8,5001,50003,50004,2015-03-04,2015-03-05,2015-03-04,True,,10.0,False,True,8.6709564727576,2,6,2015-03-06,2015-03-06,NS_C103A,C,A,2014-2015,B/VIC,0.937442218798,0,False
13,NS,103,MH10403,HS1788,8,5001,50003,50004,2015-03-04,2015-03-05,2015-03-04,True,,10.0,False,True,8.6709564727576,2,6,2015-03-06,2015-03-06,NS_C103C,C,C,2014-2015,B/VIC,0.0625577812018,1,True
18,PA,1535,MH2246,MH2247,7,3293,331470,331472,2012-11-10,2012-11-11,2012-11-10,True,,9.0,False,True,2.3526381539935,6,0,2012-11-13,2012-11-13,PA_G1535A,G,A,2012-2013,B/YAM,0.0285001285624,0,False
19,PA,1535,MH2246,MH2247,7,3293,331470,331472,2012-11-10,2012-11-11,2012-11-10,True,,9.0,False,True,2.3526381539935,6,0,2012-11-13,2012-11-13,PA_G1535G,G,G,2012-2013,B/YAM,0.970895286302,1,True
22,PA,1912,MH3065,MH3066,4,3111,331060,331061,2013-01-18,2013-01-19,2013-01-18,True,,5.0,False,True,0.102568981272,2,0,2013-01-21,2013-01-21,PA_A1912A,A,A,2012-2013,B/YAM,0.948619262965,1,True
23,PA,1912,MH3065,MH3066,4,3111,331060,331061,2013-01-18,2013-01-19,2013-01-18,True,,5.0,False,True,0.102568981272,2,0,2013-01-21,2013-01-21,PA_A1912G,A,G,2012-2013,B/YAM,0.051188244237,0,False
27,PB1,223,MH10076,HS1747,14,5258,51092,51093,2015-02-14,2015-02-21,2015-02-20,True,,16.0,False,True,4.4057730380077,2,2,2015-02-18,2015-02-24,PB1_G223A,G,A,2014-2015,B/YAM,0.883989145183,1,True
28,PB1,223,MH10076,HS1747,14,5258,51092,51093,2015-02-14,2015-02-21,2015-02-20,True,,16.0,False,True,4.4057730380077,2,2,2015-02-18,2015-02-24,PB1_G223G,G,G,2014-2015,B/YAM,0.116010854817,0,False
31,PB2,1936,MH2216,MH2246,6,3293,331471,331470,2012-11-04,2012-11-10,2012-11-09,True,,7.0,False,True,0.4002060358735,2,6,2012-11-07,2012-11-13,PB2_G1936A,G,A,2012-2013,B/YAM,0.023710758063,0,False
32,PB2,1936,MH2216,MH2246,6,3293,331471,331470,2012-11-04,2012-11-10,2012-11-09,True,,7.0,False,True,0.4002060358735,2,6,2012-11-07,2012-11-13,PB2_G1936G,G,G,2012-2013,B/YAM,0.976142876183,1,True
34,PB2,2253,MH2246,MH2247,7,3293,331470,331472,2012-11-10,2012-11-11,2012-11-10,True,,9.0,False,True,2.3526381539935,6,0,2012-11-13,2012-11-13,PB2_A2253A,A,A,2012-2013,B/YAM,0.875167485485,1,True
35,PB2,2253,MH2246,MH2247,7,3293,331470,331472,2012-11-10,2012-11-11,2012-11-10,True,,9.0,False,True,2.3526381539935,6,0,2012-11-13,2012-11-13,PB2_A2253G,A,G,2012-2013,B/YAM,0.124318903832,0,False
38,PB2,769,MH2246,MH2247,7,3293,331470,331472,2012-11-10,2012-11-11,2012-11-10,True,,9.0,False,True,2.3526381539935,6,0,2012-11-13,2012-11-13,PB2_C769C,C,C,2012-2013,B/YAM,0.976901179341,1,True
39,PB2,769,MH2246,MH2247,7,3293,331470,331472,2012-11-10,2012-11-11,2012-11-10,True,,9.0,False,True,2.3526381539935,6,0,2012-11-13,2012-11-13,PB2_C769T,C,T,2012-2013,B/YAM,0.0227830727271,0,False
