col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
SFB,ALA,Norma Fisher,Y,Norma Fisher,3828.0,CA,37.86473,-122.3027,60010013.0,7436.0,BA ,,3.0,"PSC 1868, Box 4833
APO AP 77807",Berkeley                        ,94710.0,2014.0
SFB,ALA,Jorge Sullivan,Y,Jorge Sullivan,3490.0,CA,37.6875,-121.7842,60010007.0,60344.0,BA,LVK01,138.0,"477 Miller Ridge Apt. 795
East Allen, DE 92950",Livermore                       ,94550.0,1972.0
SFB,ALA,Elizabeth Woods,Y,Elizabeth Woods,3247.0,CA,37.74306,-122.16994,60010009.0,60347.0,BA,OAK05,11.0,"6012 Brandon Ports
North Davidborough, OK 16189",Oakland                         ,94607.0,2034.0
SFB,ALA,Susan Wagner,Y,Susan Wagner,3803.0,CA,37.79362,-122.26338,60010012.0,60351.0,BA,,4.0,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",Oakland                         ,94607.0,2029.0
SFB,ALA,Peter Montgomery,Y,Peter Montgomery,3742.0,CA,37.8148,-122.28236,60010011.0,60349.0,BA,,4.0,"87091 Gonzalez Knolls
Masseyshire, UT 88665",Oakland                         ,94607.0,2029.0
SFB,ALA,Theodore Mcgrath,Y,Theodore Mcgrath,3840.0,CA,37.70122,-121.90302,60010015.0,,BA ,,101.0,"225 Wilson Mills
North Thomas, OK 67164",Pleasanton                      ,94588.0,2031.0
SFB,CC,Stephanie Collins,Y,Stephanie Collins,2831.0,CA,37.936,-122.0262,60130002.0,7448.0,BA,CCR01,28.0,"PSC 5642, Box 8071
APO AA 97365",Concord                         ,94518.0,1944.0
SFB,CC,Stephanie Sutton,Y,Stephanie Sutton,3668.0,CA,37.9604,-122.35685,60131004.0,7447.0,BA,,11.0,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",San Pablo                       ,94806.0,1920.0
SFB,MRN,Brian Hamilton,Y,Brian Hamilton,2622.0,CA,37.9723,-122.52011,60410001.0,21451.0,BA,SRF01,3.0,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",San Rafael                      ,94901.0,1959.0
SFB,NAP,Susan Levy,Y,Susan Levy,3837.0,CA,38.27885,-122.27502,60550004.0,,BA,,10.0,"75470 Lopez Roads
Port Jessicatown, TX 55221",Napa                            ,94558.0,2016.0
SFB,SF,Sean Green,Y,Sean Green,2373.0,CA,37.76595,-122.39902,60750005.0,90306.0,BA,SFO02,5.0,"08913 Charlene Flat
Joshuaburgh, NJ 52496",San Francisco,94107.0,2036.0
SFB,SM,Kimberly Smith,Y,Kimberly Smith,2125.0,CA,37.48293,-122.20348,60811001.0,41541.0,BA,RWD01,4.0,"7142 Wilson Drives
Melissaton, IL 89760",Redwood City                    ,94063.0,2017.0
SFB,SCL,Jennifer Summers,Y,Jennifer Summers,2320.0,CA,36.99958,-121.57466,60850002.0,43389.0,BA,GIL01,63.0,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",Gilroy,95020.0,1941.0
SFB,SCL,April Snyder,Y,April Snyder,3661.0,CA,37.348488,-121.894936,60850005.0,43383.0,BA,,27.0,"9004 Edward Prairie
Michaelside, LA 15560",San Jose                        ,95112.0,1998.0
SFB,SCL,Dana Nguyen,Y,Dana Nguyen,3810.0,CA,37.338202,-121.849892,60850006.0,43385.0,BA,,31.0,"42814 Houston Hills
Rodriguezside, NJ 62629",San Jose                        ,95122.0,1978.0
SFB,SOL,Cheryl Bradley,Y,Cheryl Bradley,2410.0,CA,38.10251,-122.238,60950004.0,48879.0,BA,VAL01,6.0,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",Vallejo,94590.0,2029.0
SFB,SON,Walter Pratt,Y,Walter Pratt,3804.0,CA,38.403765,-122.818294,60970004.0,49891.0,BA,,23.0,"8847 Kramer Station
South Christopher, KS 77208",Sebastopol                      ,95472.0,1955.0
 Quality Flag Definition ,,Bobby Flores,,Bobby Flores,,,,,,,,,,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",,,
0, Valid observation ,Tasha Rodriguez,,Tasha Rodriguez,,,,,,,,,,"6582 Vanessa Oval
New Richard, NE 68819",,,
1, The data supplier marked the observation as suspect - but it is still valid ,Michelle Kelley,,Michelle Kelley,,,,,,,,,,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",,,
2, The automated qa routine judged the observation questionable and invalid ,Kimberly Maynard,,Kimberly Maynard,,,,,,,,,,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",,,
3, The automated qa routine judged the observation invalid  ,Laurie Wallace,,Laurie Wallace,,,,,,,,,,"891 Bullock Ford
Amandachester, NJ 51431",,,
4, The data supplier flagged the observation invalid  ,Janice Johnston,,Janice Johnston,,,,,,,,,,"02489 Cook Park
Sherriport, MT 50853",,,
5, The observation was flagged invalid manually  ,Collin Lopez,,Collin Lopez,,,,,,,,,,"23450 Timothy Divide
Wuland, UT 20341",,,
Data extracted from mrgd database: ,,Mary Alvarez,,Mary Alvarez,,,,,,,,,,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",,,
March 26, 2020 at 10:27:35,Peter Mcdowell,,Peter Mcdowell,,,,,,,,,,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",,,
