col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
69031965.17,17944076.07,35.77,2020-01-16T22:09:46.163432Z,22503424,86874476,http://www.speedtest.net/result/8952508999.png,FR,France,554.1959227,speedtest.naitways.net:8080,16476,48.8742,35.77,2.347,Paris,Naitways,http://speedtest.naitways.net:8080/speedtest/upload.php,,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
68639496.82,18122319.44,26.111,2020-01-16T22:09:24.711702Z,22831104,86518042,http://www.speedtest.net/result/8952508346.png,GB,United Kingdom,213.6368517,lon.host.speedtest.net:8080,11445,51.5171,26.111,-0.1062,London,Structured Communications,http://lon.host.speedtest.net:8080/speedtest/upload.php,,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
67596169.39,15870996.62,66.413,2020-01-16T22:10:29.473010Z,19931136,84987856,http://www.speedtest.net/result/8952510562.png,IT,Italy,1646.037023,spd-pub-rm-01-01.fastwebnet.it:8080,7898,41.9,66.413,12.5,Rome,Fastweb SpA,http://spd-pub-rm-01-01.fastwebnet.it:8080/speedtest/upload.php,http://spd-pub-rm-01-02.fastwebnet.it/upload.php,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
65438130.1,16543807.37,96.928,2020-01-16T22:10:50.846567Z,21946368,82345936,http://www.speedtest.net/result/8952511264.png,TR,Turkey,3009.059183,speedtest.vodafone.com.tr:8080,2097,39.875,96.928,32.8333,Ankara,Vodafone TR,http://speedtest.vodafone.com.tr:8080/speedtest/upload.php,,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
58668610.89,14721355.25,135.423,2020-01-16T22:11:13.296264Z,18546688,74033516,http://www.speedtest.net/result/8952511962.png,BM,Bermuda,5406.517263,speedtest.link.bm:8080,9337,32.3134,135.423,-64.7311,Smith's Parish,LinkBermuda Ltd.,http://speedtest.link.bm:8080/speedtest/upload.php,http://speedtest.link.bm/speedtest/upload.aspx,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
56280071.4,18584559.47,64.681,2020-01-16T22:10:07.771349Z,23306240,70679716,http://www.speedtest.net/result/8952509750.png,DE,Germany,812.4006353,speedtest.vodafone-ip.de:8080,1746,50.1109,64.681,8.6821,Frankfurt,Vodafone DE,http://speedtest.vodafone-ip.de:8080/speedtest/upload.php,http://145.253.248.206/speedtest/upload.php,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
52052309.89,17593038.45,120.088,2020-01-16T22:11:35.497835Z,22061056,65624016,http://www.speedtest.net/result/8952512630.png,US,United States,5717.167635,was.speedtest.sbcglobal.net:8080,5113,38.9047,120.088,-77.0164,"Washington, DC",AT&T,http://was.speedtest.sbcglobal.net:8080/speedtest/upload.php,,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
45208641.15,16200191.96,246.26,2020-01-16T22:11:57.652645Z,20537344,57060916,http://www.speedtest.net/result/8952513307.png,US,United States,6848.910848,stosat-tall-01.sys.comcast.net:8080,9125,30.4517,246.26,-84.2685,"Tallahassee, FL",Comcast,http://stosat-tall-01.sys.comcast.net:8080/speedtest/upload.php,http://a-stosat-tall-01.sys.comcast.net/speedtest/upload.php,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
37701214.07,14842043.63,267.272,2020-01-16T22:15:47.805311Z,18726912,47875636,http://www.speedtest.net/result/8952520700.png,ID,Indonesia,10692.15951,speedtest.pancadewata.co.id:8080,26756,6.2615,267.272,106.8106,Jakarta Selatan,PT Panca Dewata Utama,http://speedtest.pancadewata.co.id:8080/speedtest/upload.php,,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
37229184.01,13985399.87,156.492,2020-01-16T22:12:20.572973Z,17645568,47161874,http://www.speedtest.net/result/8952514062.png,US,United States,7720.1243,aus.speedtest.sbcglobal.net:8080,5024,30.25,156.492,-97.75,"Austin, TX",AT&T,http://aus.speedtest.sbcglobal.net:8080/speedtest/upload.php,,GB,146.90.18.49,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
