col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
base.main_partner,Norma Fisher,"Corso Montebianco, 111",,20080,Ozzero,"${res.country.state(country_id,code):${base.it},MI}",${account.fiscal.position:Italia},True,False,True,"48418 Olsen Plains Apt. 989
Seanfurt, OK 32234",+39 025551234,,False,base.it,IT10978280013,,www.latuaazienda.it,z0bug.mycompany,,,None
z0bug.res_partner_1,Jorge Sullivan,"Via I Maggio, 11",,20022,Castano Primo,"${res.country.state(country_id,code):${base.it},MI}",${account.fiscal.position:Italia},True,True,True,"09471 Erika Curve
North Megan, UT 71358",+39 0255582285,,True,base.it,IT00115719999,,www.asus-italia.it,z0bug.mycompany,,,None
z0bug.res_partner_10,Elizabeth Woods,"Str. del Dazio, 10",,10121,Torino,"${res.country.state(country_id,code):${base.it},TO}",${account.fiscal.position:Italia},True,False,True,"339 Riley Mission Suite 515
South Brendamouth, ID 32356",,,True,base.it,IT10242670015,JCKLBR72M24L736R,,z0bug.mycompany,,,None
z0bug.res_partner_7,Susan Wagner,"Loc. Palazzetto, 4 ",,52011,Torino,"${res.country.state(country_id,code):${base.it},TO}",${account.fiscal.position:Italia},True,False,True,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",+39 0575 0505,,True,base.it,IT01573850516,,www.aruba.it,z0bug.mycompany,,,None
z0bug.res_partner_12,Peter Montgomery,Kaiserswerther Straße 16-18,,14195,Berlin,,${account.fiscal.position:Regime UE},True,False,True,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",,,True,base.de,DE123456788,,,z0bug.mycompany,,,None
z0bug.res_partner_13,Theodore Mcgrath,Carl-Bertelsmann-Straße 23,,33332,Gütersloh,,${account.fiscal.position:Regime UE},True,True,True,"87091 Gonzalez Knolls
Masseyshire, UT 88665",,,False,base.it,,,,z0bug.mycompany,,,None
z0bug.res_partner_5,Stephanie Collins,"P.za  del porto, 5",,16115,Genova,"${res.country.state(country_id,code):${base.it},GE}",${account.fiscal.position:Italia},True,True,True,"225 Wilson Mills
North Thomas, OK 67164",+39 0101234567,,False,base.it,IT00118439991,,,z0bug.mycompany,,,None
z0bug.res_partner_11,Stephanie Sutton,"C. Equador, 17",Palazzo NUVOLA,10151,Torino,"${res.country.state(country_id,code):${base.it},TO}",${account.fiscal.position:Italia},True,False,True,"PSC 5642, Box 8071
APO AA 97365",,,True,base.it,IT01250630504,,www.nebula-caffe.it,z0bug.mycompany,,,None
z0bug.res_partner_2,Brian Hamilton,"Via II Giugno, 22",,10060,S. Secondo Pinerolo,"${res.country.state(country_id,code):${base.it},TO}",${account.fiscal.position:Italia},True,True,True,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",+39 0121555123,,False,base.it,IT02345670018,,http://www.agrolait2.it/,z0bug.mycompany,True,ABCDEFG ,/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0a HBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIy MjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIA AhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQA AAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3 ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWm p6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEA AwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSEx BhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElK U1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3 uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD37aPQ UbR6ClooAZlc4x+lL8v90/lXkXju91vUPG/9j6dPdYjjj8m3t5zEGZgSSTkD8SeAKLDwL4tulDXO s3Fj94FZLmWQgg4HCvggjJznjjv0Dz/rsnUcIU27dT13j+6fyoBBPT9K8G17SvE3h2CKW+v79kYu HeK5mZEw2FJYHA3DkZwexFdF8LdZ1G41q7sJ72a4tja+eomlMm1g6jgkkjIbp7CgmGYXrKjODTZ6 xgego2j0FAORS0HpBRRRQB4R8SgG8c3ucYEUB57fLXc+AtVu5dJlg1ySWOWVy8E1zMd8qMC3Q/d2 gce3biuH+JAB8dXwPQwwg/8AfJrpvAs1x4rs7qDWdWku4rR0AscKpI4ZWdgAzAkYxnB2nOafQ8DD yax00t236fMydZ8a+K9MkW33W9pHNDugx++by9zKH3uOScckjGMEAVW8K21yni59JsdTEN9cWZnm 1FVEqPb7wWNtwVZt4wZHwAQcI1UvFxudQ8a3tqL9bwrM6xM7YSBfvMpJ6KmCWPQYNdF4IjttKsNT 8bXMcosVtEs9MUptkmt0Od4U/wAU0pyqnnketUkrNmmFUquJlKV2ovS52/g/VJr3TprG+mWXUtLn ayu3BGZGX7shwf40KsfQlh2ro653wboJ0TQ4vtccI1a63XGoSxooMkzu0jAkfeCs7KM9hXRYqXue 0ttQorm/C/jKy8VSailpFLGbKfyz5g/1qEkLKuP4GKsB/umtgalZmSWMXdvviZUkXzVyhY4AIzwT 2B60mmnZgpJq55d8QvCmtXniaXULCxku7eeFFzFglGUEYIJzjoc0tvD4rj0/+y9F8PNolttxLdyM HuJM5yd4GSTk9Bx2IFepR3MExQRywuXDMu1wSwU4JHrgkA+mao3utW9vo15qVmFv0tUZnS2lQk7e WGc4BAyefShM4JYGmpyqKTV9/wCtziNC+GJOBqvy2JA8y1DAyXRBziVhwseRnylJycFnboO+m0i2 uJrSSaPeto2+GIn5FcDAbb6gdOw6jnmpLG/W+062vo1KwzwpMobGQGUMM9u9V7/xBYWGkT6o9wkl pAMvJCRJ6DAweTz0obOqnGnShaOiNQcDpS1lf2/Yf2xHpYuEa5kg+0Jj7rLu28NnBOe3Wrsd5DLM 8Mc0TTR/fjVgWX6jqKDRTi9mebQaFr/hTxBo0onhurW4sf7Fd7GxkX7NtBaCWQb33YfcC+FA3nPX jnINM0uGPwNYT+EZ7LVrfU4YdQubnTwqyuI5N/708S73G8EFgAM8cV7lsHGMisCx8FaJp+pQ6hFF dSXEG/7Obm9mnWDf97y1diFJ9QM1oqj6k+ztojz6LwesPg/xLLZ6JN9qk1edHhiQxyzaet0GeCE8 EI0YbCrw2T1zViWwtb7WZrjwhoc+nWUekXkWoEaa9mlwzKBDEEZVLurBjkDgHGecV6xsB6kmjaDU 87e4nTvGx5xNrZfwJb6NBoOpXtx/ZqRzRz6dMkS7UQMGyFL8ZwqnJ2471iNpU91beJLS0sJpxdad FJasukm0jmliZ8lFxgMAwA3YY9sgA17Ft9z+dBQEYyakxlhea3NLbTbysecy2do3ifT9R0/RntrS 60yS3s3/ALNZfs12JPkZ025jxk4YgDrzg1R8H6UsGraKJY7221C1DLcR/wBjeXg+WwfzLjpIrHkH Jydp+nqmz3NAQDuaVh/VVzKVz//Z 
z0bug.res_partner_8,Susan Levy,"Largo Equinozio, 21",,00195,Roma,"${res.country.state(country_id,code):${base.it},RM}",${account.fiscal.position:Italia},True,True,True,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",,,False,base.it,,,,z0bug.mycompany,,,None
