col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
Norma Fisher,,order,"[Elitelligence, Microlutions]",Norma Fisher,2019-12-19T23:21:07+00:00,Norma Fisher,3,2,EUR,26.98,2,[Men's Clothing],14,"[ZO0564605646, ZO0117401174]",551689,irwin,MALE,"894 Davis Union
Stewartbury, HI 25324",Thursday,26.98
Jorge Sullivan,,order,"[Spherecords Maternity, Oceanavigations]",Jorge Sullivan,2019-12-19T08:03:50+00:00,Jorge Sullivan,3,2,EUR,72.98,2,[Women's Clothing],17,"[ZO0705107051, ZO0270302703]",550817,wilhemina,FEMALE,"471 Erika Curve
North Megan, UT 71358",Thursday,72.98
Elizabeth Woods,,order,"[Elitelligence, Oceanavigations]",Elizabeth Woods,2019-12-19T08:47:02+00:00,Elizabeth Woods,3,2,EUR,45.98,2,[Men's Clothing],39,"[ZO0532905329, ZO0277802778]",550864,kamal,MALE,"339 Riley Mission Suite 515
South Brendamouth, ID 32356",Thursday,45.98
Susan Wagner,,order,"[Tigress Enterprises, Low Tide Media]",Susan Wagner,2019-12-22T13:45:07+00:00,Susan Wagner,6,2,EUR,107.94,2,"[Women's Clothing, Women's Shoes]",22,"[ZO0059900599, ZO0381103811]",555222,diane,FEMALE,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",Sunday,107.94
Peter Montgomery,,order,"[Pyramidustries, Low Tide Media]",Peter Montgomery,2019-12-22T15:00:00+00:00,Peter Montgomery,6,2,EUR,84.98,2,[Women's Shoes],27,"[ZO0132901329, ZO0370903709]",555282,elyssa,FEMALE,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",Sunday,84.98
Theodore Mcgrath,,order,"[Spherecords, Angeldale]",Theodore Mcgrath,2019-12-19T09:17:17+00:00,Theodore Mcgrath,3,2,EUR,78.98,2,"[Women's Clothing, Women's Shoes]",44,"[ZO0633506335, ZO0669306693]",550896,betty,FEMALE,"87091 Gonzalez Knolls
Masseyshire, UT 88665",Thursday,78.98
Stephanie Collins,,order,"[Low Tide Media, Elitelligence]",Stephanie Collins,2019-12-20T10:27:50+00:00,Stephanie Collins,4,2,EUR,61.98,2,"[Men's Shoes, Men's Clothing]",52,"[ZO0387703877, ZO0595705957]",552324,abd,MALE,"225 Wilson Mills
North Thomas, OK 67164",Friday,61.98
Stephanie Sutton,,order,"[Low Tide Media, Champion Arts]",Stephanie Sutton,2019-12-20T10:56:38+00:00,Stephanie Sutton,4,2,EUR,84.98,2,"[Women's Shoes, Women's Clothing]",46,"[ZO0382403824, ZO0486904869]",552363,abigail,FEMALE,"PSC 5642, Box 8071
APO AA 97365",Friday,84.98
Brian Hamilton,,order,[Tigress Enterprises],Brian Hamilton,2019-12-20T03:07:12+00:00,Brian Hamilton,4,2,EUR,41.98,2,"[Women's Shoes, Women's Clothing]",45,"[ZO0021800218, ZO0055100551]",551923,pia,FEMALE,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",Friday,41.98
Susan Levy,,order,"[Elitelligence, Low Tide Media]",Susan Levy,2019-12-20T04:10:34+00:00,Susan Levy,4,2,EUR,74.98,2,[Men's Clothing],34,"[ZO0586805868, ZO0428604286]",551981,samir,MALE,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",Friday,74.98
