col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
1,Norma Fisher,Norma Fisher,Purchasing Manager,"477 Miller Ridge Apt. 795
East Allen, DE 92950",London,,45648,UK,(171) 555-2222,,
2,Jorge Sullivan,Jorge Sullivan,Order Administrator,"6012 Brandon Ports
North Davidborough, OK 16189",New Orleans,LA,93231,USA,(100) 555-4822,,
3,Elizabeth Woods,Elizabeth Woods,Sales Representative,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",Ann Arbor,MI,34346,USA,(313) 555-5735,(313) 555-3349,
4,Susan Wagner,Susan Wagner,Marketing Manager,"87091 Gonzalez Knolls
Masseyshire, UT 88665",Tokyo,,17561,Japan,(03) 3555-5011,,
5,Peter Montgomery,Peter Montgomery,Export Administrator,"225 Wilson Mills
North Thomas, OK 67164",Oviedo,Asturias,04162,Spain,(98) 598 76 54,,
6,Theodore Mcgrath,Theodore Mcgrath,Marketing Representative,"PSC 5642, Box 8071
APO AA 97365",Osaka,,27779,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)
7,Stephanie Collins,Stephanie Collins,Marketing Manager,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",Melbourne,Victoria,47980,Australia,(03) 444-2343,(03) 444-6588,
8,Stephanie Sutton,Stephanie Sutton,Sales Representative,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",Manchester,,44411,UK,(161) 555-4448,,
9,Brian Hamilton,Brian Hamilton,Sales Agent,"75470 Lopez Roads
Port Jessicatown, TX 55221",Göteborg,,62546,Sweden,031-987 65 43,031-987 65 91,
10,Susan Levy,Susan Levy,Marketing Manager,"08913 Charlene Flat
Joshuaburgh, NJ 52496",Sao Paulo,,38856,Brazil,(11) 555 4640,,
11,Sean Green,Sean Green,Sales Manager,"7142 Wilson Drives
Melissaton, IL 89760",Berlin,,39343,Germany,(010) 9984510,,
12,Kimberly Smith,Kimberly Smith,International Marketing Mgr.,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",Frankfurt,,73010,Germany,(069) 992755,,Plutzer (on the World Wide Web)
13,Jennifer Summers,Jennifer Summers,Coordinator Foreign Markets,"9004 Edward Prairie
Michaelside, LA 15560",Cuxhaven,,83851,Germany,(04721) 8713,(04721) 8714,
14,April Snyder,April Snyder,Sales Representative,"42814 Houston Hills
Rodriguezside, NJ 62629",Ravenna,,43359,Italy,(0544) 60323,(0544) 60603,
15,Dana Nguyen,Dana Nguyen,Marketing Manager,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",Sandvika,,24624,Norway,(0)2-953010,,
16,Cheryl Bradley,Cheryl Bradley,Regional Account Rep.,"8847 Kramer Station
South Christopher, KS 77208",Bend,OR,78229,USA,(503) 555-9931,,
17,Walter Pratt,Walter Pratt,Sales Representative,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",Stockholm,,11092,Sweden,08-123 45 67,,
18,Bobby Flores,Bobby Flores,Sales Manager,"6582 Vanessa Oval
New Richard, NE 68819",Paris,,13946,France,(1) 03.83.00.68,(1) 03.83.00.62,
19,Tasha Rodriguez,Tasha Rodriguez,Wholesale Account Agent,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",Boston,MA,70392,USA,(617) 555-3267,(617) 555-3389,
20,Michelle Kelley,Michelle Kelley,Owner,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",,,76634,,,,
21,Kimberly Maynard,Kimberly Maynard,Sales Manager,"891 Bullock Ford
Amandachester, NJ 51431",Lyngby,,40840,Denmark,43844108,43844115,
22,Laurie Wallace,Laurie Wallace,Accounting Manager,"02489 Cook Park
Sherriport, MT 50853",Zaandam,,21001,Netherlands,(12345) 1212,(12345) 1210,
23,Janice Johnston,Janice Johnston,Product Manager,"23450 Timothy Divide
Wuland, UT 20341",Lappeenranta,,49861,Finland,(953) 10956,,
24,Collin Lopez,Collin Lopez,Sales Representative,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",Sydney,NSW,19758,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)
25,Mary Alvarez,Mary Alvarez,Marketing Manager,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",Montréal,Québec,16915,Canada,(514) 555-9022,,
26,Peter Mcdowell,Peter Mcdowell,Order Administrator,"5100 Scott Burg
East Clayton, SC 66353",Salerno,,29706,Italy,(089) 6547665,(089) 6547667,
27,Sarah Villanueva,Sarah Villanueva,Sales Manager,"412 Snow Manors Apt. 161
South Kimtown, NV 57004",Montceau,,41905,France,85.57.00.07,,
28,Kimberly Myers,Kimberly Myers,Sales Representative,"5415 David Square
West Michaeltown, IN 48447",Annecy,,67129,France,38.76.98.06,38.76.98.58,
29,Desiree Cain,Desiree Cain,Accounting Manager,"03104 Norris Rapids
Port Donald, DE 62982",Ste-Hyacinthe,Québec,32330,Canada,(514) 555-2955,(514) 555-2921,
