col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
2722,186,98,Kimberly Maynard,554,554,6,800,12,75,10,Norma Fisher,Norma Fisher,Norma Fisher,3,6,Needs Analysis
555,58,24,Laurie Wallace,120,120,6,56090,71,25,10,Jorge Sullivan,Jorge Sullivan,Jorge Sullivan,3,6,Needs Analysis
3646,250,125,Janice Johnston,739,739,6,6290,36,85,10,Elizabeth Woods,Elizabeth Woods,Elizabeth Woods,3,6,Needs Analysis
2087,157,78,Collin Lopez,427,427,6,10240,45,70,10,Susan Wagner,Susan Wagner,Susan Wagner,3,6,Needs Analysis
442,55,20,Mary Alvarez,97,97,6,95060,74,75,10,Peter Montgomery,Peter Montgomery,Peter Montgomery,3,6,Needs Analysis
4008,260,135,Peter Mcdowell,812,812,6,920,15,75,10,Theodore Mcgrath,Theodore Mcgrath,Theodore Mcgrath,3,6,Needs Analysis
256,30,12,Sarah Villanueva,60,60,6,10560,52,90,10,Stephanie Collins,Stephanie Collins,Stephanie Collins,3,6,Needs Analysis
2703,203,98,Kimberly Myers,550,550,6,60300,71,25,10,Stephanie Sutton,Stephanie Sutton,Stephanie Sutton,3,6,Needs Analysis
3645,250,125,Desiree Cain,739,739,6,2590,32,60,10,Brian Hamilton,Brian Hamilton,Brian Hamilton,3,6,Needs Analysis
1825,140,70,Stephanie Lawrence,374,374,6,20210,40,60,10,Susan Levy,Susan Levy,Susan Levy,3,6,Needs Analysis
1043,98,43,Lauren Hayes,217,217,6,55150,80,85,10,Sean Green,Sean Green,Sean Green,3,6,Needs Analysis
3874,269,131,Whitney Stark,785,785,6,95390,71,75,10,Kimberly Smith,Kimberly Smith,Kimberly Smith,3,6,Needs Analysis
1972,155,75,Angela Salazar,404,404,6,10740,53,90,10,Jennifer Summers,Jennifer Summers,Jennifer Summers,3,6,Needs Analysis
1582,117,62,Mr. Ryan Sanchez,326,326,6,1210,10,85,10,April Snyder,April Snyder,April Snyder,3,6,Needs Analysis
4663,309,154,Autumn Robinson,942,943,6,10480,40,70,10,Dana Nguyen,Dana Nguyen,Dana Nguyen,3,6,Needs Analysis
3298,223,115,Faith Cabrera,670,670,6,1360,14,85,10,Cheryl Bradley,Cheryl Bradley,Cheryl Bradley,3,6,Needs Analysis
4118,277,138,Charles Wolfe,834,834,6,10920,50,90,10,Walter Pratt,Walter Pratt,Walter Pratt,3,6,Needs Analysis
802,61,34,Kenneth Kent,169,169,6,1420,11,90,10,Bobby Flores,Bobby Flores,Bobby Flores,3,6,Needs Analysis
3688,255,126,Melanie Johnson,748,748,6,10890,54,90,10,Tasha Rodriguez,Tasha Rodriguez,Tasha Rodriguez,3,6,Needs Analysis
4158,271,140,Lisa Johnston,842,842,6,1420,12,85,10,Michelle Kelley,Michelle Kelley,Michelle Kelley,3,6,Needs Analysis
