col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ1,Vicia faba,,,Ecuador,-0.976966679096222,-78.58480072021484,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,125,35,2,8,77,0,3,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",melvinwillis@gmail.com
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU1,Vicia faba,,,Ecuador,-1.0670167207717896,-78.6906967163086,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,100,41,1,10,43,0,5,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",lisaharris@murphy-erickson.com
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU2,Vicia faba,,,Ecuador,-1.0919333696365356,-78.72611999511719,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,117,32,2,2,74,0,7,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",katherinecole@gmail.com
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q1,Vicia faba,,,Ecuador,-0.8978666663169861,-78.78108215332031,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,16,0,4,0,10,0,2,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",darlenejohnson@meyers-jones.info
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q4,Vicia faba,,,Ecuador,-0.8747666478157043,-78.91621398925781,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,19,0,1,0,16,0,2,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",tboyd@durham-taylor.net
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q5,Vicia faba,,,Ecuador,-0.876550018787384,-78.90896606445312,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,25,0,1,0,20,0,4,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",hoovermatthew@garcia.com
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ2,Vicia faba,,,Ecuador,-0.9819499850273132,-78.55848693847656,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,146,1,0,0,115,0,30,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",martha85@hotmail.com
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI1,Vicia faba,,,Ecuador,-1.0531833171844482,-78.56400299072266,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,29,10,0,0,16,0,3,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",loganjohnson@martinez.com
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI3,Vicia faba,,,Ecuador,-1.054816722869873,-78.51309967041016,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,31,7,0,0,18,0,6,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",halelaura@gmail.com
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI4,Vicia faba,,,Ecuador,-1.0508333444595337,-78.50468444824219,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,191,73,0,1,115,0,2,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",samantha16@alexander.org
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI5,Vicia faba,,,Ecuador,-1.0317833423614502,-78.47786712646484,,,,7,8,2017,,,,,,,,,,,,,,,,transects,,,,bees+flies,transects,131,6,0,4,107,0,14,0,0,0,0,900,90,,,,,,,,,,,,,,,"Carlos Zaragoza-Trello, Ignasi Bartomeus",anna76@gmail.com
