col0,col1,col2,col3
Grand Am,941624315-9,27,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
CTS,506256113-2,99,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
Bravada,721686074-8,49,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat
G-Series 3500,321324064-8,93,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
Jetta,639715104-2,7,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
Yukon,448557726-0,53,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
Diamante,549547586-0,36,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
Ranger,673263451-8,77,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
Element,288958843-2,61,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
Mustang,158446161-6,19,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
Ram Van 2500,772862319-2,4,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
Corvette,381343294-7,91,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus
Odyssey,268403988-7,2,eleifend quam a odio in hac habitasse platea dictumst maecenas ut
Touareg,438920209-X,72,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
Quattroporte,971299466-X,8,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
Comanche,736107206-2,66,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus
EV1,879719252-X,24,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
S80,736004552-5,54,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
Wrangler,048405180-6,25,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius
944,453644781-4,64,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
Cutlass Cruiser,649885544-4,14,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
Ram Van B150,740688454-0,23,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
F450,252802153-4,76,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
Ram Van B350,943351291-X,1,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
626,957218182-3,44,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui
Galant,750869277-2,94,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
Tacoma Xtra,569374948-7,36,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
Dakota Club,684375815-0,44,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
Sunbird,113880806-7,45,sem praesent id massa id nisl venenatis lacinia aenean sit
Toronado,8236836711,96,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
