col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
2104,M,White,47,5.0,0.0,1.0,0.0,6,90.0,1,9.486832619,0.0,0,9.486832619,0.0,1.0
2009,M,White,39,1.0,0.0,1.0,1.0,2,4.0,1,2.0,0.0,0,2.0,1.0,1.0
2032,M,White,52,1.0,0.0,1.0,0.0,18,90.0,1,9.486832619,0.0,0,9.486832619,0.0,1.0
2063,M,AA,47,1.0,1.0,1.0,0.0,1,120.0,1,10.95445156,0.0,0,10.95445156,1.0,1.0
2059,M,Hispanic,32,1.0,0.0,2.0,0.0,12,120.0,1,10.95445156,0.693147182,1,10.95445156,1.0,2.0
2077,M,Hispanic,54,1.0,0.0,2.0,0.0,10,120.0,1,10.95445156,0.693147182,0,10.95445156,1.0,2.0
2042,F,White,32,5.0,0.0,2.0,0.0,8,15.0,1,3.872983456,0.693147182,0,3.872983456,0.0,2.0
2017,M,White,26,5.0,0.0,2.0,0.0,11,120.0,1,10.95445156,0.693147182,1,10.95445156,1.0,2.0
2119,M,White,54,1.0,0.0,3.0,0.0,2,90.0,1,9.486832619,1.098612309,0,9.486832619,0.0,3.0
2085,F,White,19,5.0,0.0,3.0,0.0,7,90.0,1,9.486832619,1.098612309,0,9.486832619,0.0,3.0
2089,M,White,33,5.0,0.0,4.0,1.0,20,4.0,1,2.0,1.386294365,0,2.0,1.0,4.0
2120,M,White,22,1.0,0.0,4.0,,8,100.0,1,10.0,1.386294365,0,10.0,0.0,4.0
2084,M,White,45,1.0,0.0,5.0,0.0,8,50.0,1,7.07106781,1.609437943,0,7.07106781,1.0,5.0
2112,M,AA,39,1.0,0.0,5.0,0.0,3,60.0,1,7.745966911,1.609437943,0,7.745966911,0.0,5.0
2016,M,White,40,1.0,0.0,6.0,0.0,10,120.0,1,10.95445156,1.791759491,0,10.95445156,1.0,6.0
2060,M,AA,21,1.0,1.0,6.0,,13,24.0,1,4.898979664,1.791759491,0,4.898979664,1.0,6.0
2111,M,White & Hispa,29,1.0,0.0,7.0,0.0,11,90.0,1,9.486832619,1.945910096,0,9.486832619,1.0,7.0
2078,M,White,31,5.0,0.0,8.0,0.0,19,30.0,1,5.47722578,2.079441547,0,5.47722578,1.0,8.0
2054,M,Hispanic,44,1.0,0.0,8.0,0.0,1,20.0,1,4.472136021,2.079441547,1,4.472136021,1.0,8.0
2129,M,White,46,,0.0,10.0,0.0,6,200.0,1,14.14213562,2.302585125,0,14.14213562,0.0,10.0
2092,M,AA,39,1.0,1.0,10.0,0.0,6,90.0,1,9.486832619,2.302585125,0,9.486832619,1.0,10.0
2083,F,White,22,5.0,0.0,30.0,0.0,13,90.0,1,9.486832619,3.401197433,0,9.486832619,0.0,30.0
2007,F,Hispanic,47,5.0,1.0,30.0,,14,60.0,1,7.745966911,3.401197433,0,7.745966911,0.0,30.0
2101,M,Hispanic,36,1.0,0.0,45.0,2.0,7,45.0,1,6.708203793,3.80666256,0,6.708203793,1.0,45.0
2039,F,White,40,1.0,0.0,50.0,0.0,5,140.0,1,11.83216,3.912023067,0,11.83216,1.0,50.0
2040,M,AA,49,1.0,0.0,60.0,0.0,0,60.0,1,7.745966911,4.094344616,0,7.745966911,1.0,60.0
2086,M,White,33,1.0,0.0,60.0,2.0,4,300.0,1,17.32050896,4.094344616,0,17.32050896,1.0,60.0
2030,M,White,43,5.0,0.0,0.0,,5,90.0,0,9.486832619,,0,9.486832619,1.0,
2122,F,AA,38,5.0,1.0,0.0,0.0,2,2.0,0,1.414213538,,1,1.414213538,0.0,
2044,M,AA,49,5.0,0.0,0.0,,0,90.0,0,9.486832619,,0,9.486832619,1.0,
2066,M,Hispanic,36,1.0,0.0,0.0,0.0,3,90.0,0,9.486832619,,0,9.486832619,0.0,
2053,M,AA,42,1.0,0.0,0.0,0.0,1,4.0,0,2.0,,0,2.0,0.0,
2038,M,White,35,1.0,0.0,0.0,0.0,2,20.0,0,4.472136021,,0,4.472136021,1.0,
2070,M,White,30,1.0,0.0,0.0,0.0,2,120.0,0,10.95445156,,1,10.95445156,0.0,
2003,M,White,54,5.0,0.0,,,19,90.0,1,9.486832619,,0,9.486832619,1.0,
2050,M,AA,41,5.0,0.0,0.0,0.0,3,15.0,0,3.872983456,,1,3.872983456,1.0,
2052,M,White,36,1.0,0.0,0.0,0.0,15,120.0,0,10.95445156,,0,10.95445156,1.0,
2100,F,White,30,5.0,1.0,0.0,0.0,13,240.0,0,15.49193382,,1,15.49193382,1.0,
2110,Trans,White,37,1.0,0.0,0.0,1.0,15,81.0,0,9.0,,0,9.0,0.0,
2046,M,White,22,1.0,,0.0,0.0,8,120.0,0,10.95445156,,0,10.95445156,,
2048,F,AA,43,1.0,0.0,0.0,0.0,3,120.0,0,10.95445156,,0,10.95445156,1.0,
2095,M,White,45,1.0,0.0,0.0,0.0,7,120.0,0,10.95445156,,0,10.95445156,1.0,
2081,F,AA,49,1.0,0.0,0.0,0.0,3,120.0,0,10.95445156,,0,10.95445156,0.0,
2021,M,Hispanic,35,1.0,0.0,0.0,,0,60.0,0,7.745966911,,0,7.745966911,0.0,
2051,M,White,41,1.0,1.0,0.0,0.0,10,24.0,0,4.898979664,,0,4.898979664,1.0,
2029,M,White,27,1.0,0.0,0.0,0.0,2,120.0,0,10.95445156,,1,10.95445156,1.0,
2023,M,AA,51,1.0,0.0,0.0,0.0,8,150.0,0,12.24744892,,0,12.24744892,1.0,
2123,M,AA,51,5.0,0.0,0.0,0.0,0,180.0,0,13.41640759,,1,13.41640759,0.0,
2117,M,White,24,1.0,1.0,0.0,1.0,1,90.0,0,9.486832619,,0,9.486832619,1.0,
2072,M,AA,46,5.0,0.0,0.0,0.0,0,8.0,0,2.828427076,,0,2.828427076,0.0,
2005,M,White,53,5.0,,,,17,12.0,1,3.464101553,,0,3.464101553,,
2074,F,Filipino,39,1.0,0.0,0.0,0.0,11,120.0,0,10.95445156,,0,10.95445156,0.0,
2109,M,AA,43,1.0,0.0,0.0,0.0,9,60.0,0,7.745966911,,0,7.745966911,0.0,
2057,F,AA,41,1.0,1.0,0.0,0.0,4,4.0,0,2.0,,0,2.0,0.0,
2102,M,White,35,1.0,0.0,0.0,0.0,1,90.0,0,9.486832619,,0,9.486832619,0.0,
2035,F,White,43,1.0,0.0,0.0,0.0,20,120.0,0,10.95445156,,0,10.95445156,1.0,
2064,M,White,52,5.0,0.0,0.0,0.0,18,120.0,0,10.95445156,,0,10.95445156,1.0,
2091,M,White,28,1.0,0.0,0.0,0.0,0,14.0,0,3.741657495,,0,3.741657495,0.0,
2024,F,White,31,5.0,0.0,0.0,0.0,13,2.0,0,1.414213538,,0,1.414213538,1.0,
2098,M,White,48,1.0,0.0,0.0,0.0,1,9.0,0,3.0,,0,3.0,0.0,
2061,M,White,52,1.0,0.0,0.0,0.0,7,30.0,0,5.47722578,,0,5.47722578,0.0,
2058,F,AA,53,1.0,0.0,0.0,0.0,2,90.0,0,9.486832619,,0,9.486832619,0.0,
2103,M,White,38,1.0,0.0,0.0,0.0,12,81.0,0,9.0,,0,9.0,1.0,
2107,M,White,33,1.0,0.0,0.0,0.0,5,290.0,0,17.02938652,,0,17.02938652,1.0,
2026,F,AA,49,1.0,0.0,0.0,0.0,14,60.0,0,7.745966911,,1,7.745966911,1.0,
2041,M,AA,54,5.0,0.0,0.0,,5,30.0,0,5.47722578,,0,5.47722578,0.0,
2056,M,White,25,1.0,0.0,0.0,0.0,2,90.0,0,9.486832619,,0,9.486832619,1.0,
2049,F,White,44,5.0,1.0,0.0,0.0,17,90.0,0,9.486832619,,0,9.486832619,0.0,
2080,M,White,53,1.0,0.0,0.0,0.0,12,60.0,0,7.745966911,,0,7.745966911,1.0,
2108,M,White,37,1.0,0.0,0.0,0.0,4,60.0,0,7.745966911,,0,7.745966911,1.0,
2010,M,Hispanic,34,5.0,0.0,0.0,,9,60.0,0,7.745966911,,0,7.745966911,0.0,
2013,M,White,41,5.0,1.0,0.0,0.0,19,120.0,0,10.95445156,,0,10.95445156,1.0,
2008,M,AA,53,1.0,0.0,0.0,0.0,0,60.0,0,7.745966911,,0,7.745966911,0.0,
2105,M,AA,33,1.0,0.0,0.0,1.0,10,90.0,0,9.486832619,,1,9.486832619,0.0,
2096,M,Indian,46,5.0,0.0,0.0,0.0,6,60.0,0,7.745966911,,0,7.745966911,0.0,
2055,M,Hispanic,42,1.0,0.0,0.0,0.0,5,120.0,0,10.95445156,,0,10.95445156,1.0,
2065,M,AA,32,1.0,0.0,0.0,0.0,1,24.0,0,4.898979664,,0,4.898979664,0.0,
2124,F,White,41,1.0,0.0,0.0,0.0,3,120.0,0,10.95445156,,0,10.95445156,0.0,
2011,M,AA,49,1.0,0.0,0.0,0.0,2,90.0,0,9.486832619,,0,9.486832619,0.0,
2027,F,AA,47,5.0,0.0,0.0,1.0,4,28.0,0,5.291502476,,0,5.291502476,1.0,
2001,M,AA,47,1.0,,0.0,0.0,2,300.0,0,17.32050896,,0,17.32050896,,
2073,M,Filipino,49,1.0,0.0,0.0,0.0,1,90.0,0,9.486832619,,0,9.486832619,0.0,
2004,F,White,40,5.0,1.0,,,4,90.0,1,9.486832619,,0,9.486832619,1.0,
2020,M,White,36,1.0,0.0,0.0,0.0,5,150.0,0,12.24744892,,1,12.24744892,1.0,
2022,M,White,49,1.0,0.0,0.0,0.0,3,8.0,0,2.828427076,,1,2.828427076,0.0,
2045,M,White,26,1.0,0.0,0.0,0.0,6,87.0,0,9.327379227,,0,9.327379227,1.0,
2067,M,White,52,1.0,0.0,0.0,0.0,1,7.0,0,2.645751238,,0,2.645751238,0.0,
2015,F,White,39,5.0,0.0,0.0,0.0,6,90.0,0,9.486832619,,0,9.486832619,0.0,
2031,M,AA,54,1.0,0.0,0.0,1.0,1,90.0,0,9.486832619,,0,9.486832619,1.0,
2014,M,White,52,5.0,0.0,0.0,0.0,4,120.0,0,10.95445156,,0,10.95445156,0.0,
2106,F,Indian & White,38,1.0,0.0,0.0,0.0,1,112.0,0,10.58300495,,1,10.58300495,0.0,
2034,M,AA,44,1.0,0.0,0.0,0.0,1,84.0,0,9.165151596,,0,9.165151596,0.0,
2028,F,White,36,5.0,0.0,0.0,0.0,5,60.0,0,7.745966911,,0,7.745966911,0.0,
2082,M,White,49,1.0,1.0,0.0,0.0,19,120.0,0,10.95445156,,0,10.95445156,0.0,
2006,M,Asian,38,5.0,0.0,,,3,40.0,1,6.324555397,,0,6.324555397,0.0,
2075,F,AA,41,1.0,0.0,0.0,0.0,7,120.0,0,10.95445156,,0,10.95445156,0.0,
2090,F,White,47,1.0,0.0,0.0,0.0,6,120.0,0,10.95445156,,0,10.95445156,0.0,
2068,M,White,29,1.0,0.0,0.0,0.0,0,90.0,0,9.486832619,,0,9.486832619,1.0,
2121,M,White,54,1.0,0.0,0.0,0.0,14,90.0,0,9.486832619,,0,9.486832619,0.0,
2036,F,AA,47,1.0,0.0,0.0,0.0,4,92.0,0,9.591663361,,1,9.591663361,0.0,
2033,M,White,53,1.0,0.0,0.0,0.0,1,120.0,0,10.95445156,,0,10.95445156,1.0,
2094,M,White,44,5.0,1.0,0.0,0.0,8,81.0,0,9.0,,1,9.0,1.0,
2087,M,White,41,1.0,0.0,0.0,0.0,0,180.0,0,13.41640759,,0,13.41640759,1.0,
2126,M,White,29,1.0,1.0,0.0,0.0,2,240.0,0,15.49193382,,0,15.49193382,1.0,
2128,F,White,41,,1.0,0.0,0.0,7,5.0,0,2.23606801,,0,2.23606801,0.0,
2118,M,AA,47,1.0,0.0,0.0,1.0,6,1.0,0,1.0,,0,1.0,1.0,
2125,M,White,37,5.0,0.0,0.0,0.0,5,20.0,0,4.472136021,,1,4.472136021,0.0,
2099,M,White,47,1.0,0.0,0.0,0.0,7,90.0,0,9.486832619,,0,9.486832619,0.0,
2079,F,White,29,5.0,1.0,0.0,0.0,8,900.0,0,30.0,,0,30.0,1.0,
2088,F,AA,39,1.0,0.0,0.0,0.0,3,0.0,0,0.0,,0,0.0,0.0,
2114,M,White,35,1.0,0.0,0.0,0.0,12,60.0,0,7.745966911,,0,7.745966911,0.0,
2062,M,AA,45,5.0,0.0,0.0,0.0,13,12.0,0,3.464101553,,0,3.464101553,0.0,
2002,M,White,36,5.0,,,,10,30.0,1,5.47722578,,0,5.47722578,,
2097,M,White,53,5.0,0.0,0.0,0.0,18,,0,,,0,,1.0,
2037,M,White,23,1.0,0.0,0.0,0.0,1,870.0,0,29.49576187,,0,29.49576187,0.0,
2113,M,White,38,1.0,0.0,0.0,0.0,6,90.0,0,9.486832619,,0,9.486832619,1.0,
2071,M,White,44,1.0,0.0,0.0,0.0,17,40.0,0,6.324555397,,0,6.324555397,1.0,
2116,M,White,41,1.0,0.0,0.0,0.0,4,420.0,0,20.49390221,,0,20.49390221,0.0,
2093,F,AA,41,1.0,0.0,0.0,0.0,1,60.0,0,7.745966911,,0,7.745966911,0.0,
2127,M,White,51,5.0,0.0,0.0,0.0,11,60.0,0,7.745966911,,0,7.745966911,1.0,
2019,M,White,25,1.0,0.0,0.0,0.0,18,450.0,0,21.21320343,,1,21.21320343,1.0,
2025,F,White,51,1.0,0.0,0.0,0.0,1,5.0,0,2.23606801,,0,2.23606801,1.0,
2047,M,White,36,1.0,0.0,0.0,0.0,3,120.0,0,10.95445156,,0,10.95445156,0.0,
2012,M,AA,45,5.0,0.0,0.0,,2,90.0,0,9.486832619,,0,9.486832619,0.0,
2043,M,AA,54,1.0,0.0,0.0,0.0,7,90.0,0,9.486832619,,0,9.486832619,1.0,
