col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
08/20/2006,Downhill,Men,SP,Junior,13-14,,,,,
"Place,License",,,,,,,,,,
"1,0,Cody,Rapp,,,6:16.03,",,,,,,,,,,
"2,0,Daniel,Reed,,,6:27.78,",,,,,,,,,,
"3,0,A.J.,Barclay,,,7:57.08,",,,,,,,,,,
08/20/2006,Downhill,Men,SP,Junior,15-16,,,,,
"Place,License",,,,,,,,,,
"1,233378,Kyle,Bickford,Peoria,AZ,6:18.02,",,,,,,,,,,
"2,0,Austin,Edwards,,,6:44.47,",,,,,,,,,,
08/20/2006,Downhill,Men,SP,Junior,17-18,,,,,
"Place,License",,,,,,,,,,
"1,233310,Zach,Hooley,Mccall,ID,6:10.16,",,,,,,,,,,
"2,0,Kenne,Johnston,,,6:35.47,",,,,,,,,,,
08/20/2006,Downhill,Men,SP,Senior,19-29,,,,,
"Place,License",,,,,,,,,,
"1,0,Micah,Vitoff,,,6:10.18,",,,,,,,,,,
"2,0,Dusten,Richcreek,,,6:27.53,",,,,,,,,,,
"3,0,Jesse,Kroetch,,,6:30.10,",,,,,,,,,,
"4,0,Guillaume,Saget,,,DNF,",,,,,,,,,,
08/20/2006,Downhill,Men,SP,Master,30-39,,,,,
"Place,License",,,,,,,,,,
"1,0,Tom,Vineyard,,,6:27.60,",,,,,,,,,,
08/20/2006,Downhill,Men,SP,Master,40-49,,,,,
"Place,License",,,,,,,,,,
"1,101858,Randy,Earle,",,"Tacoma,WA,6:52.89,",,,,,,,,
08/20/2006,Downhill,Men,SP,Master,50-59,,,,,
"Place,License",,,,,,,,,,
"1,174427,Rolf,Hebenstreit,Moab,UT,7:13.60,",,,,,,,,,,
08/20/2006,Downhill,Men,Pro,Senior,,,,,,
"Place,License",,,,,,,,,,
"1,99715,Moses,Mexia,Boise,ID,5:36.89,",,,,,,,,,,
"2,183002,Carl,Marcum,Meridian,ID,5:38.09,",,,,,,,,,,
"3,229579,Pete,Maniaci,Denver,CO,5:42.83,",,,,,,,,,,
"4,163449,Philip,Vega,Boise,ID,5:50.15,",,,,,,,,,,
"5,197708,Darren,Lightfield,Boise,ID,5:59.76,",,,,,,,,,,
08/20/2006,Downhill,Men,Hard,Tail,,,,,,
"Place,License",,,,,,,,,,
"1,0,Mike,Wieser,,,6:16.31,",,,,,,,,,,
"2,0,Gabe,Border,,,7:13.38,",,,,,,,,,,
08/20/2006,Downhill,Men,EX,Junior,,,,,,
"Place,License",,,,,,,,,,
"1,0,Taylor,Reed,,,5:58.56,",,,,,,,,,,
"2,0,Nick,Sturmack,,,6:15.82,",,,,,,,,,,
"3,224502,Roland,Forbes,Boise,ID,6:23.33,",,,,,,,,,,
08/20/2006,Downhill,Men,EX,Senior,19-29,,,,,
"Place,License",,,,,,,,,,
"1,215563,Art,Widmar,Boise,ID,5:45.22,",,,,,,,,,,
"2,114585,Eric,Daft,Driggs,ID,5:49.43,",,,,,,,,,,
"3,0,Kyle,Davis,,,5:51.76,",,,,,,,,,,
"4,246942,Skye,Werre,Boise,ID,6:9.66,",,,,,,,,,,
"5,230619,Travis,Elquist,Pocatello,ID,6:16.65,",,,,,,,,,,
08/20/2006,Downhill,Men,EX,Master,30-39,,,,,
"Place,License",,,,,,,,,,
"1,148548,Russell,Skiver,Big","Sky,MT,6:3.08,",,,,,,,,,
"2,0,Adrian,Montgomery,,,6:4.81,",,,,,,,,,,
"3,139648,Gregory,Hawkes,Victor,ID,6:8.81,",,,,,,,,,,
"4,135922,Zane,Patterson,Boise,ID,6:9.79,",,,,,,,,,,
08/20/2006,Downhill,Men,EX,Master,40-49,,,,,
"Place,License",,,,,,,,,,
"1,16452,Jason,Hofman,Grand","Junction,CO,6:18.77,",,,,,,,,,
"2,2552,David,Barclay,Boise,ID,6:40.67,",,,,,,,,,,
08/20/2006,Downhill,Men,BG,Junior,11-12,,,,,
"Place,License",,,,,,,,,,
"1,0,Matt,Forbes,,,10:3.58,",,,,,,,,,,
08/20/2006,Downhill,Men,BG,Junior,13-14,,,,,
"Place,License",,,,,,,,,,
"1,0,Tully,Bragg,,,7:36.73,",,,,,,,,,,
08/20/2006,Downhill,Men,BG,Junior,15-16,,,,,
"Place,License",,,,,,,,,,
"1,0,Trais,Taylor,,,6:33.63,",,,,,,,,,,
"2,0,Adam,Johnson,,,6:40.70,",,,,,,,,,,
"3,0,Cody,Johnston,,,7:45.07,",,,,,,,,,,
"4,0,Cameron,Dunn,,,DNF,",,,,,,,,,,
08/20/2006,Downhill,Men,BG,Junior,17-18,,,,,
"Place,License",,,,,,,,,,
"1,0,Nathan,Yergenson,,,7:49.00,",,,,,,,,,,
08/20/2006,Downhill,Men,BG,Master,40-49,,,,,
"Place,License",,,,,,,,,,
"1,30414,Steve,Rogers,Stanley,ID,7:48.00,",,,,,,,,,,
"2,0,Mel,Ilka,,,8:42.29,",,,,,,,,,,
"3,0,Paul,Curtis,,,10:31.02,",,,,,,,,,,
08/20/2006,Downhill,Women,Pro,Senior,,,,,,
"Place,License",,,,,,,,,,
"1,98936,Lorien,Lightfield,Boise,ID,6:49.11,",,,,,,,,,,
