col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
/,True,,False,4,New page,/blog,"{""en"":""Blog""}",2010-06-16T12:46:40,False,APPROVED,1.0,20001.0,2010-08-09T20:07:57,False,,,,aaronmorgan@chavez-gonzalez.com,,2010-06-16T00:00:00,10.0,SIMPLE,False,True,,True,,system@vosao.org,False
/,True,,False,6,New page,/support,"{""en"":""Support""}",2010-06-17T09:10:59,False,APPROVED,1.0,20006.0,2010-08-09T20:07:56,False,,,,amy76@gmail.com,140005.0,2010-06-17T00:00:00,10014.0,SIMPLE,False,True,"<script type=""text/javascript"">
  $(function() {
    $('",,,,
/,False,,False,0,New page,/login,"{""en"":""Site user Login""}",2010-06-13T18:14:18,False,APPROVED,1.0,20001.0,2011-02-11T21:18:19,False,,,,rodriguezjenny@gardner-mason.com,140005.0,2010-06-13T00:00:00,20002.0,SIMPLE,False,True,,False,,kinyelo@gmail.com,False
/,False,,False,5,New page,/archives,"{""en"":""Archives""}",2010-06-17T09:01:13,True,APPROVED,1.0,20006.0,2010-08-09T20:07:55,False,,,,gardnerkeith@sanchez.com,140005.0,2010-06-17T00:00:00,20010.0,SIMPLE,False,False,"<script type=""text/javascript"">
  $(function() {
    $('",,,,
,True,,False,0,New page,/,"{""en"":""Home page""}",2010-06-13T18:14:18,False,APPROVED,1.0,20001.0,2010-08-09T20:07:55,False,,,,gabrielscott@hotmail.com,,2010-06-13T00:00:00,30002.0,SIMPLE,False,True,,True,,system@vosao.org,False
/,True,,False,1,New page,/search,"{en:""Search""}",2010-06-13T18:14:18,False,APPROVED,1.0,20006.0,2011-02-11T21:59:48,False,,,,kbush@castro.com,140005.0,2010-06-13T00:00:00,40002.0,SIMPLE,False,True,,False,,kinyelo@gmail.com,False
/blog,True,,True,1,New page,/blog/aliquam-risus-justo,"{""en"":""Deploying on AppSpot.com""}",2010-06-16T12:51:34,False,APPROVED,1.0,20006.0,2010-08-09T20:07:56,False,130007.0,,,christopher63@cummings-perez.org,140005.0,2010-06-01T00:00:00,40011.0,STRUCTURED,False,True,,True,,system@vosao.org,False
/blog,True,,True,0,New page,/blog/lorem-ipsum-dolor-sit-amet,"{""en"":""First steps""}",2010-06-16T12:47:22,False,APPROVED,1.0,20006.0,2010-08-09T20:07:58,False,130007.0,,,ronalddrake@hotmail.com,140005.0,2010-05-01T00:00:00,40013.0,STRUCTURED,False,True,,True,,system@vosao.org,False
/blog,True,,False,10,New page,/blog/test-8,"{""en"":""Test 8""}",2010-06-18T06:52:12,False,APPROVED,1.0,20006.0,2010-08-09T20:07:55,False,130007.0,,,justinpalmer@yahoo.com,140005.0,2010-04-08T00:00:00,50008.0,STRUCTURED,False,True,,True,,system@vosao.org,False
/blog,True,,False,7,New page,/blog/test-5,"{""en"":""Test 5""}",2010-06-18T06:51:50,False,APPROVED,1.0,20006.0,2010-08-09T20:07:57,False,130007.0,,,melvin22@gmail.com,140005.0,2010-04-05T00:00:00,50009.0,STRUCTURED,False,True,,True,,system@vosao.org,False
/blog,True,,False,4,New page,/blog/test-2,"{""en"":""Test 2""}",2010-06-18T06:51:30,False,APPROVED,1.0,20006.0,2010-08-09T20:07:56,False,130007.0,,,dawn57@hotmail.com,140005.0,2010-04-02T00:00:00,50010.0,STRUCTURED,False,True,,True,,system@vosao.org,False
/,True,,False,3,New page,/about,"{""en"":""About""}",2010-06-13T19:29:38,True,APPROVED,1.0,20006.0,2010-08-09T20:07:57,False,,,,andrewgarcia@hotmail.com,140005.0,2010-06-13T00:00:00,50011.0,SIMPLE,False,True,"<script type=""text/javascript"">
  $(function() {
    $('",,,,
/,True,,False,7,New page,/tags,"{""en"":""Tags""}",2010-06-19T09:25:05,True,APPROVED,1.0,20006.0,2010-08-09T20:07:56,False,,,,lisabean@rivera.info,140005.0,2010-06-19T00:00:00,70012.0,SIMPLE,False,False,"<script type=""text/javascript"">
  $(function() {
    $('",,,,
/blog,True,,False,11,New page,/blog/test-9,"{""en"":""Test 9""}",2010-06-18T06:52:20,False,APPROVED,1.0,20006.0,2010-08-09T20:07:57,False,130007.0,,,alexander93@gmail.com,140005.0,2010-04-09T00:00:00,80012.0,STRUCTURED,False,True,,True,,system@vosao.org,False
/blog,True,,False,8,New page,/blog/test-6,"{""en"":""Test 6""}",2010-06-18T06:51:57,False,APPROVED,1.0,20006.0,2010-08-09T20:07:55,False,130007.0,,,donnaball@hotmail.com,140005.0,2010-04-06T00:00:00,80013.0,STRUCTURED,False,True,,True,,system@vosao.org,False
/blog,True,,False,5,New page,/blog/test-3,"{""en"":""Test 3""}",2010-06-18T06:51:36,False,APPROVED,1.0,20006.0,2010-08-09T20:07:56,False,130007.0,,,jared60@hotmail.com,140005.0,2010-04-03T00:00:00,80014.0,STRUCTURED,False,True,,True,,system@vosao.org,False
/blog,True,,True,0,New page,/blog/_default,"{en:""Children default settings""}",2010-08-14T05:39:18,False,EDIT,1.0,20006.0,2010-11-27T11:31:19,False,130007.0,,,jocelyn03@hotmail.com,140005.0,2010-08-14T05:39:00,90008.0,STRUCTURED,False,True,,True,,,False
/,True,,False,0,New page,/_default,"{""en"":""Children default settings""}",2011-02-11T21:19:03,False,EDIT,1.0,,2011-02-11T21:19:03,False,,,,gcole@hotmail.com,,2011-02-11T21:19:03,100018.0,SIMPLE,False,True,,True,,kinyelo@gmail.com,False
