col0,col1,col2,col3,col4,col5,col6,col7
0,20017086,same_company_as,10169207,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
1,20062102,same_company_as,10181919,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
2,21000216,same_company_as,10177637,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
3,23000046,intermediary_of,20103513,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
4,23000046,intermediary_of,20075969,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
5,23000047,intermediary_of,20063116,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
6,23000083,intermediary_of,20043195,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
7,23000136,intermediary_of,20017086,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
8,23000136,intermediary_of,20062102,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
9,23000147,intermediary_of,20019717,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
10,23000164,intermediary_of,20045185,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
11,23000166,intermediary_of,20098551,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
12,23000198,intermediary_of,21000216,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
13,23000228,intermediary_of,20087962,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
14,23000228,intermediary_of,21000221,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
15,23000238,intermediary_of,20077453,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
16,23000251,intermediary_of,20098131,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
17,23000252,intermediary_of,20099847,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
18,23000280,intermediary_of,20075548,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
19,23000294,intermediary_of,20072346,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
20,23000330,intermediary_of,20081329,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
21,23000330,intermediary_of,20125485,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
22,23000330,intermediary_of,20126581,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
23,23000376,intermediary_of,20101626,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
24,23000377,intermediary_of,20081853,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,,
25,22015372,officer_of,20043195,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,08/07/1996,
26,22013223,officer_of,20043195,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,05/02/2013,
27,22022615,officer_of,20043195,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,05/10/2001,
28,22010304,officer_of,20043195,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,24-APR-1996,30-MAR-2012
29,22007496,officer_of,20043195,Bahamas Leaks,The Bahamas Leaks data is current through early 2016.,05/10/2001,
