col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
admin,Admin,admin,admins,en,,1,1,1,90000,1,4.0,,4.0,img/user/1033_128px_en.png
demo,Demo,demo,users,en,,2,1,1,90000,1,4.0,,4.0,img/user/1033_128px_en.png
psdt,Yoann MARQUES,psdt,MNGT,en,,3,1,1,90001,1,4.0,1.0,4.0,img/user/1033_128px_en.png
assist,Lucy ROBERT,assist,MNGT,en,,4,1,1,90002,1,4.0,2.0,4.0,img/user/1033_128px_en.png
projdir,Lucas RICHARD,projdir,MNGT,en,,5,1,1,90003,1,4.0,3.0,4.0,img/user/1033_128px_en.png
projmg,Daniel SILVA,projmg,ERP,en,,6,1,1,90004,1,4.0,4.0,4.0,img/user/1033_128px_en.png
consultant,Charles MARTIN,consultant,CST,en,,7,1,1,90005,1,4.0,5.0,4.0,img/user/1033_128px_en.png
demoerp,Kevin DEMOERP,demoerp,ERP,en,saleman.dashboard.view.sample,8,1,1,90006,1,4.0,6.0,4.0,img/user/1033_128px_en.png
democrm,Charles DEMOCRM,democrm,CRM,en,crm.opportunities.dashboard.2.view,9,1,1,90007,2,1.0,7.0,1.0,img/user/1033_128px_en.png
smn2,Tony RAYMOND,smn2,SALE,en,,10,1,1,90008,4,1.0,8.0,1.0,img/user/1033_128px_en.png
sms1,Thomas LAMY,sms1,SALE,en,,11,1,1,90009,3,2.0,9.0,2.0,img/user/1033_128px_en.png
sms2,Anne GIRAULT,sms2,SALE,en,,12,1,1,90010,5,2.0,10.0,2.0,img/user/1012_128px_en.png
smi1,Dimitri GEOFFROY,smi1,SALE,en,,13,1,1,90011,1,3.0,11.0,3.0,img/user/1033_128px_en.png
purch,Alex DAVID,purch,PURCH,en,,14,1,1,90012,1,4.0,12.0,4.0,img/user/1033_128px_en.png
prod,William ANDRE,prod,OPTS,en,,15,1,1,90013,1,4.0,13.0,4.0,img/user/1033_128px_en.png
suppmg,David MAURIN,suppmg,OPTS,en,,16,1,1,90014,1,4.0,14.0,4.0,img/user/1033_128px_en.png
supp1,Cyril MARCHAL,supp1,OPTS,en,,17,1,1,90015,1,4.0,15.0,4.0,img/user/1033_128px_en.png
supp2,Robin COSTA,supp2,OPTS,en,,18,1,1,90016,1,4.0,16.0,4.0,img/user/1033_128px_en.png
hrmg,Romane COLIN,hrmg,HRSC,en,,19,1,1,90017,1,4.0,17.0,4.0,img/user/1012_128px_en.png
account,Victoria LOUIS,account,ACCO,en,,20,1,1,90018,1,4.0,18.0,4.0,img/user/1012_128px_en.png
client,123 Service,client,CLT,en,wizard-client-view,21,1,1,88,1,,,,img/user/88_120px_en.png
supplier,TOP Components,supplier,SUP,en,wizard-supplier-view,22,1,1,148,1,,,,img/user/148_128px_en.png
