col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
411715,"One, Vet",100807,10/2/2017 12:00:00 AM,10/29/2017 12:00:00 AM,24262,10/02/2017,10/02/2017,24264,10/29/2017,10/29/2017,No (0),,,,,No (0),,,,,Leaver,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
411774,"ContactInfo, RTest",100879,11/14/2017 12:00:00 AM,11/14/2017 12:00:00 AM,24389,11/14/2017,11/14/2017,24391,11/14/2017,11/14/2017,No (0),,,,,No (0),,,,,Leaver,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
411796,"Exit, BadDisCond",100904,12/14/2016 12:00:00 AM,11/16/2017 12:00:00 AM,24417,12/14/2016,12/14/2016,24418,11/16/2017,11/16/2017,No (0),,,,,No (0),,,,,Leaver,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
411884,"ONe, Test",101014,9/1/2016 12:00:00 AM,11/30/2017 12:00:00 AM,24569,09/01/2016,09/01/2016,24570,11/30/2017,11/30/2017,No (0),,,,,No (0),,,,,Leaver,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
411916,"InHousehold, OtherAdult",101050,12/14/2016 12:00:00 AM,12/5/2017 12:00:00 AM,24624,12/14/2016,12/14/2016,24625,12/05/2017,12/05/2017,No (0),,,,,No (0),,,,,Leaver,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
412043,"Ben, Gary",102180,12/28/2017 12:00:00 AM,12/28/2017 12:00:00 AM,25875,12/28/2017,12/28/2017,25876,12/28/2017,12/28/2017,No (0),,,,,No (0),,,,,Leaver,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
411520,"CHtest, Vet",100528,1/1/2017 12:00:00 AM,,23849,01/01/2017,01/01/2017,23917,12/15/2017,12/15/2017,Yes (1),Yes,333.0,,,No (0),,,,,Stayer,Had Income Category at Start and Did Not Have It at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
411727,"HouseholdChronic, AO",100821,11/1/2016 12:00:00 AM,,24291,11/01/2016,11/01/2016,24298,11/03/2017,11/03/2017,Yes (1),Yes,550.0,,,Yes (1),,,Yes,5.0,Stayer,Had Income Category at Start and Did Not Have It at Latest Status/Exit Assessment,Did Not Have the Income Category at Start and Gained the Income Category at Latest Status/Exit Assessment,Accomplished
411728,"HouseholdChronic, AO-NotChronic",100822,11/1/2016 12:00:00 AM,,24292,11/01/2016,11/01/2016,24299,11/03/2017,11/03/2017,Yes (1),,,Yes,100.0,No (0),,,,,Stayer,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Had Income Category at Start and Did Not Have It at Latest Status/Exit Assessment,
411729,"HouseholdChronic, AC",100823,12/1/2016 12:00:00 AM,,24294,12/01/2016,12/01/2016,24296,12/01/2017,12/01/2017,Yes (1),,,Yes,499.0,Yes (1),Yes,10.0,,,Stayer,Did Not Have the Income Category at Start and Gained the Income Category at Latest Status/Exit Assessment,Had Income Category at Start and Did Not Have It at Latest Status/Exit Assessment,
411733,"ChronicNoAnn, AO",100827,1/4/2017 12:00:00 AM,,24301,01/04/2017,01/04/2017,24302,01/05/2018,01/05/2018,No (0),,,,,Yes (1),Yes,5.0,,,Stayer,Did Not Have the Income Category at Start and Gained the Income Category at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
411735,"MissAnn, AOChronic",100840,12/7/2016 12:00:00 AM,,24324,12/07/2016,12/07/2016,24325,01/03/2018,01/03/2018,Yes (1),Yes,5.0,Yes,5.0,Yes (1),Yes,5.0,Yes,5.0,Stayer,Retained Income Category and Same $ at Latest Status/Exit Assessment as at Start,Retained Income Category and Same $ at Latest Status/Exit Assessment as at Start,
411743,"EarlyAndInFram, 2Annual",100842,12/7/2016 12:00:00 AM,,24331,12/07/2016,12/07/2016,24333,12/07/2017,12/07/2017,No (0),,,,,Yes (1),Yes,45.0,Yes,45.0,Stayer,Did Not Have the Income Category at Start and Gained the Income Category at Latest Status/Exit Assessment,Did Not Have the Income Category at Start and Gained the Income Category at Latest Status/Exit Assessment,Accomplished
411745,"Eighteen, Turning",100844,1/1/2017 12:00:00 AM,,24337,01/01/2017,01/01/2017,24338,12/21/2017,12/21/2017,Yes (1),Yes,44.0,Yes,44.0,Yes (1),Yes,55.0,Yes,55.0,Stayer,Retained Income Category and Increased $ at Latest Status/Exit Assessment,Retained Income Category and Increased $ at Latest Status/Exit Assessment,Accomplished
411915,"Household, 3Part",101049,12/14/2016 12:00:00 AM,,24622,12/14/2016,12/14/2016,24626,12/06/2017,12/05/2017,No (0),,,,,Yes (1),Yes,500.0,,,Stayer,Did Not Have the Income Category at Start and Gained the Income Category at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
411917,"InHousehold, ThirdAdult",101051,12/14/2016 12:00:00 AM,,24623,12/14/2016,12/14/2016,24627,12/05/2017,12/05/2017,No (0),,,,,No (0),,,,,Stayer,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
411929,"NoSourcesEntry, CashYes",101064,12/1/2016 12:00:00 AM,,24642,12/01/2016,12/01/2016,24643,12/01/2017,12/01/2017,Yes (1),,,,,Yes (1),,,Yes,60.0,Stayer,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Did Not Have the Income Category at Start and Gained the Income Category at Latest Status/Exit Assessment,Accomplished
412938,"Look, Annual",104331,6/1/2016 12:00:00 AM,,127899,06/01/2016,06/01/2016,127903,06/13/2018,06/13/2018,No (0),,,,,No (0),,,,,Stayer,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,Did Not Have the Income Category at Start or at Latest Status/Exit Assessment,
412952,"1, Income",104353,7/1/2017 12:00:00 AM,,127930,07/01/2017,07/01/2017,127931,07/16/2018,07/16/2018,Yes (1),Yes,500.0,Yes,50.0,Yes (1),Yes,500.0,Yes,125.0,Stayer,Retained Income Category and Same $ at Latest Status/Exit Assessment as at Start,Retained Income Category and Increased $ at Latest Status/Exit Assessment,Accomplished
