col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
1,98537,休丽泽,男,2017-07-28 07:53:12,1,94658,1,2017-07-28 07:53:12,946,2017-07-28 07:53:12,2017-07-28 07:53:12,
2,59976,赧盼夏,男,2007-04-10 02:49:10,1,65354,1,2007-04-10 02:49:10,653,2007-04-10 02:49:10,2007-04-10 02:49:10,
3,30448,成子丹,男,2017-09-08 18:20:47,1,92877,1,2017-09-08 18:20:47,928,2017-09-08 18:20:47,2017-09-08 18:20:47,
4,34772,改笑阳,男,2001-04-23 13:05:55,1,65782,1,2001-04-23 13:05:55,657,2001-04-23 13:05:55,2001-04-23 13:05:55,
5,84012,琴痴春,男,2006-01-06 23:56:17,1,45120,1,2006-01-06 23:56:17,451,2006-01-06 23:56:17,2006-01-06 23:56:17,
6,86980,袁和洽,男,2000-12-23 20:33:05,1,32013,1,2000-12-23 20:33:05,320,2000-12-23 20:33:05,2000-12-23 20:33:05,
7,27787,焦鸿风,男,2016-03-18 09:10:42,1,21359,1,2016-03-18 09:10:42,213,2016-03-18 09:10:42,2016-03-18 09:10:42,
8,87686,钦建明,男,2019-05-22 04:04:05,1,24558,1,2019-05-22 04:04:05,245,2019-05-22 04:04:05,2019-05-22 04:04:05,
9,84144,慎光启,男,2000-09-06 02:10:23,1,37563,1,2000-09-06 02:10:23,375,2000-09-06 02:10:23,2000-09-06 02:10:23,
10,18487,揭秀隽,男,2001-08-18 18:55:33,1,64261,1,2001-08-18 18:55:33,642,2001-08-18 18:55:33,2001-08-18 18:55:33,
11,24470,革博耘,男,2007-08-01 01:19:28,1,21150,1,2007-08-01 01:19:28,211,2007-08-01 01:19:28,2007-08-01 01:19:28,
12,67192,敬清绮,男,2008-07-17 19:26:24,1,39793,1,2008-07-17 19:26:24,397,2008-07-17 19:26:24,2008-07-17 19:26:24,
13,49572,酆宛凝,男,2010-01-14 13:51:25,1,28822,1,2010-01-14 13:51:25,288,2010-01-14 13:51:25,2010-01-14 13:51:25,
14,25579,巴高洁,男,2011-05-23 09:40:09,1,83641,1,2011-05-23 09:40:09,836,2011-05-23 09:40:09,2011-05-23 09:40:09,
15,62465,扈紫雪,男,2005-01-21 22:45:38,1,87742,1,2005-01-21 22:45:38,877,2005-01-21 22:45:38,2005-01-21 22:45:38,
16,64030,於又夏,男,2016-04-06 12:16:46,1,65564,1,2016-04-06 12:16:46,655,2016-04-06 12:16:46,2016-04-06 12:16:46,
17,46621,达陶宜,男,2018-11-28 15:05:12,1,57018,1,2018-11-28 15:05:12,570,2018-11-28 15:05:12,2018-11-28 15:05:12,
18,80101,侍昊英,男,2006-03-09 04:30:24,1,66921,1,2006-03-09 04:30:24,669,2006-03-09 04:30:24,2006-03-09 04:30:24,
19,35884,计灵秀,男,2003-10-28 14:25:20,1,61543,1,2003-10-28 14:25:20,615,2003-10-28 14:25:20,2003-10-28 14:25:20,
20,57051,符文心,男,2011-03-16 07:42:14,1,66056,1,2011-03-16 07:42:14,660,2011-03-16 07:42:14,2011-03-16 07:42:14,
21,85644,乐迎梅,男,2017-10-13 01:07:30,1,12568,1,2017-10-13 01:07:30,125,2017-10-13 01:07:30,2017-10-13 01:07:30,
22,31302,有幻桃,男,2001-09-18 03:26:51,1,88797,1,2001-09-18 03:26:51,887,2001-09-18 03:26:51,2001-09-18 03:26:51,
23,62716,靳晓蓝,男,2004-09-25 05:48:27,1,84526,1,2004-09-25 05:48:27,845,2004-09-25 05:48:27,2004-09-25 05:48:27,
24,56183,伦雅惠,男,2009-11-29 09:04:55,1,64877,1,2009-11-29 09:04:55,648,2009-11-29 09:04:55,2009-11-29 09:04:55,
25,70753,卑秀敏,男,2011-10-14 08:55:19,1,60489,1,2011-10-14 08:55:19,604,2011-10-14 08:55:19,2011-10-14 08:55:19,
26,53898,仆清卓,男,2000-12-21 12:39:47,1,35894,1,2000-12-21 12:39:47,358,2000-12-21 12:39:47,2000-12-21 12:39:47,
27,76262,祖曼丽,男,2016-12-18 20:24:53,1,69918,1,2016-12-18 20:24:53,699,2016-12-18 20:24:53,2016-12-18 20:24:53,
28,98138,枝之桃,男,2004-12-02 15:12:55,1,21407,1,2004-12-02 15:12:55,214,2004-12-02 15:12:55,2004-12-02 15:12:55,
29,63525,云愉心,男,2008-01-16 18:41:56,1,58949,1,2008-01-16 18:41:56,589,2008-01-16 18:41:56,2008-01-16 18:41:56,
30,54783,郑文敏,男,2018-06-05 22:56:36,1,82570,1,2018-06-05 22:56:36,825,2018-06-05 22:56:36,2018-06-05 22:56:36,
31,27602,仍幼霜,男,2006-01-18 11:17:09,1,74580,1,2006-01-18 11:17:09,745,2006-01-18 11:17:09,2006-01-18 11:17:09,
32,81050,开恬静,男,2018-02-09 13:19:44,1,51026,1,2018-02-09 13:19:44,510,2018-02-09 13:19:44,2018-02-09 13:19:44,
33,40444,折书易,男,2007-04-18 19:42:29,1,14202,1,2007-04-18 19:42:29,142,2007-04-18 19:42:29,2007-04-18 19:42:29,
34,31949,包以珊,男,2019-05-23 20:49:08,1,77959,1,2019-05-23 20:49:08,779,2019-05-23 20:49:08,2019-05-23 20:49:08,
35,26092,伟睿哲,男,2018-04-04 04:09:03,1,33675,1,2018-04-04 04:09:03,336,2018-04-04 04:09:03,2018-04-04 04:09:03,
36,97810,晁元柳,男,2008-02-20 02:51:01,1,77880,1,2008-02-20 02:51:01,778,2008-02-20 02:51:01,2008-02-20 02:51:01,
37,93760,于幻丝,男,2014-05-13 01:37:16,1,70195,1,2014-05-13 01:37:16,701,2014-05-13 01:37:16,2014-05-13 01:37:16,
38,76762,仁书君,男,2013-08-08 19:16:20,1,15690,1,2013-08-08 19:16:20,156,2013-08-08 19:16:20,2013-08-08 19:16:20,
39,31475,贲流婉,男,2010-07-21 19:45:32,1,46521,1,2010-07-21 19:45:32,465,2010-07-21 19:45:32,2010-07-21 19:45:32,
40,23600,泷绿蕊,男,2012-08-02 23:11:25,1,88834,1,2012-08-02 23:11:25,888,2012-08-02 23:11:25,2012-08-02 23:11:25,
41,19568,示傲菡,男,2015-08-02 06:32:59,1,52613,1,2015-08-02 06:32:59,526,2015-08-02 06:32:59,2015-08-02 06:32:59,
42,88906,世易绿,男,2014-11-14 06:49:38,1,21300,1,2014-11-14 06:49:38,213,2014-11-14 06:49:38,2014-11-14 06:49:38,
43,33764,资怡宁,男,2001-07-30 22:34:21,1,58543,1,2001-07-30 22:34:21,585,2001-07-30 22:34:21,2001-07-30 22:34:21,
44,61890,任夏旋,男,2013-09-02 19:42:22,1,48752,1,2013-09-02 19:42:22,487,2013-09-02 19:42:22,2013-09-02 19:42:22,
