col0,col1,col2,col3,col4,col5,col6,col7,col8
Member's Name,Member's Name,Not found,,CASE_Master-CASE_MBR_FNAME-string,string,,,
DOB,"DOB,Member's date of birth",11/11/1111,,,,,,
Member's Address,Member's Address,Not found,,,,,,
Date of Service,Date of Service,11/11/1111,,,,,,
Member ID,Member ID,1001,Yes,"CASE_Master-CASE_PAT_ID-id,Patient-PAT_ID-id",,,,
Gender,Gender,M,,,,,,
Diagnosis Code,Diagnosis Code,2012,Yes,"CASE_Master-CASE_DIAG_CODE-string,DIAG_CODE-DIAG_ID-id",,,,
Provider's Name,"Provider's Name,Facility name",CBS Health,,PVDR_Master-PVDR_NAME-string,,,,
Provider ID,"Provider ID,NPI",200344,Yes,"CASE_Master-CASE_PROVIDER_ID-string,PVDR_Master-PVDR_ID-id",,,,
NPI,NPI,Not found,,,,,,
Date of Request,"Date of Request,Request date",11/11/1111,,,,,,
Specialty,Specialty,speicialty,,CASE_Master-CASE_SPEC-string,,,,
CPT/HCPC description,CPT/HCPC description,Not found,,DIAG_CODE-DIAG_DESC-string,,,,
ICD-10 code,ICD-10 code,Not found,,CASE_Master-CASE_ICD-string,,,,
Effective date,Effective date,Not found,,,,,,
Plan ID,"Plan ID, Member's plan ID number",Not found,,Plan_Master-PLAN_ID-string,,,,
Servicing provider's full address,Servicing provider's full address,Not found,,PVDR_Master-PVDR_ADDR_1-string,,,,
Dx description,Dx description,Not found,,CASE_Master-CASE_DX-string,,,,
Status,Status,Case-built,,CASE_Master-CASE_STAGE-string,,,,
Language,Language,,,Patient-PAT_LANG-string,,,,
CPT,CPT/HCPC code,,,CASE_Master-CASE_CPT_CODE-string,,,,
CPT,CPT/HCPC description,,,CASE_Master-CASE_CPT_DESC-string,,,,
