col0,col1,col2,col3,col4,col5,col6,col7,col8
08/13/2006,Individual,Time,Trial,Men,Cat,4/5,,
"Place,License",,,,,,,,
"1,193490,Maxwell,Durtschi,Sun","Valley,ID,0:47:33",,,,,,,
",Sun",Summit,Cycling,,,,,,
"2,231355,Jason,Delmue,Bozeman,MT,0:48:22",,,,,,,,
",GAS/Heritage",Homes,,,,,,,
"3,216488,Warren,Smith,Butte,MT,0:48:57",,,,,,,,
",Highlands",Cycling,,,,,,,
"4,0,Aaron,Riley,,,0:49:08",,,,,,,,
",Unattached",,,,,,,,
"5,227919,Matt,Arndt,Bozeman,MT,0:50:07",,,,,,,,
",5",Valley,Velo,,,,,,
"6,0,Greg,Wirth,,,0:50:10",,,,,,,,
",Unattached",,,,,,,,
"7,0,Jean,Meyer,,,0:51:16",,,,,,,,
",Unattached",,,,,,,,
"8,215520,Michael,Matteson,Ketchum,ID,0:51:27",,,,,,,,
",Sun",Summit,Cycling,,,,,,
"9,113324,Michael,Gilpin,Bozeman,MT,0:51:27",,,,,,,,
",GAS/Heritage",Homes,,,,,,,
"10,0,Stacy,Clausen,,,0:53:26",,,,,,,,
",Unattached",,,,,,,,
"11,231049,David,Wagner,Anaconda,MT,0:54:00",,,,,,,,
",Highlands",Cycling,,,,,,,
"12,0,Joe,Gillpin,,,0:55:55",,,,,,,,
",Unattached",,,,,,,,
"13,247934,John,Foster,Billings,MT,0:55:58",,,,,,,,
",YVCC",,,,,,,,
"14,242352,Patrick,Williams,Billings,MT,0:59:13",,,,,,,,
",Unattached",,,,,,,,
"15,0,Walter,Witefield,,,1:02:05",,,,,,,,
",Unattached",,,,,,,,
08/13/2006,Individual,Time,Trial,Men,Cat,1/2,,
"Place,License",,,,,,,,
"1,212667,Adam,Jensen,Missoula,MT,0:44:32",,,,,,,,
",5",Valley,Velo,,,,,,
"2,70392,Eric,Greenberg,Whitefish,MT,0:46:06",,,,,,,,
",Flathead",Cycling,,,,,,,
"3,37860,John,Weyhrich,Missoula,MT,0:47:01",,,,,,,,
",5",Valley,Velo,,,,,,
08/13/2006,Individual,Time,Trial,Men,Cat,3,,
"Place,License",,,,,,,,
"1,184267,Aaron,Johnson,Bigfork,MT,0:46:48",,,,,,,,
",Gas/Heritage",Homes,,,,,,,
"2,174670,Jeff,Handlin,Billings,MT,0:47:36",,,,,,,,
",YVCC",,,,,,,,
"3,182933,Sebastian,White,Bozeman,MT,0:48:00",,,,,,,,
",GAS/Heritage",Homes,,,,,,,
"4,218964,Joe,Chalmers,Missoula,MT,0:48:53",,,,,,,,
",Northern",Rockies,,,,,,,
"5,128851,Jody,Sanchez,Helena,MT,0:50:44",,,,,,,,
",Unattached",,,,,,,,
08/13/2006,Individual,Time,Trial,Men,JR,,,
"Place,License",,,,,,,,
"1,244914,Nate,Weston,Banner","Elk,NC,0:29:54,YVCC",,,,,,,
08/13/2006,Individual,Time,Trial,Men,MR,,,
"Place,License",,,,,,,,
"1,11408,Richard,Feldman,Ketchum,ID,0:41:19",,,,,,,,
",Durance",Cycleworks,,,,,,,
"2,46661,Thomas,Greason,Bozeman,MT,0:46:06",,,,,,,,
",GAS/Heritage",Homes,,,,,,,
"3,204342,John,Straka,Ketchum,ID,0:47:22",,,,,,,,
",Sun",Summit,Cycling,,,,,,
"4,112229,Steve,Muller,Kalispell,MT,0:48:00",,,,,,,,
",Flathead",Cycling,,,,,,,
"5,138530,Scot,Smith,Boyd,MT,0:48:37",,,,,,,,
",YVCC",,,,,,,,
"6,68736,Larry,Adams,Spokane,WA,0:50:31",,,,,,,,
",Emde",Sports,,,,,,,
"7,77626,Albert,Pendergrass,Livingston,MT,0:50:42",,,,,,,,
",GAS/Heritage",Homes,,,,,,,
"8,215538,Chuck,Aragon,Billings,MT,0:51:00",,,,,,,,
",YVCC",,,,,,,,
"9,120006,James,Clapp,Missoula,MT,0:51:28",,,,,,,,
",5",Valley,Velo,,,,,,
"10,7926,John,Coulthard,Butte,MT,0:52:07",,,,,,,,
",Highlands",,,,,,,,
"11,226144,Tim,Swanson,Bozeman,MT,0:52:08",,,,,,,,
",GAS/Heritage",Homes,,,,,,,
"12,0,Jason,Armstrong,,,0:52:35",,,,,,,,
",Unattached",,,,,,,,
"13,9048,Byron,Deford,Helena,MT,0:52:54,Great",Divide,,,,,,,
"14,92856,Phillip,Rotherham,Bozeman,MT,0:53:31,GAS/Heritage",Homes,,,,,,,
"15,203410,John,Winnie,Bozeman,MT,0:53:49",,,,,,,,
",GAS/Heritage",Homes,,,,,,,
"16,0,Dave,Quammen,,,0:56:03",,,,,,,,
",Unattached",,,,,,,,
"17,0,Paul,Andrews,,,0:56:09",,,,,,,,
",Unattached",,,,,,,,
08/13/2006,Individual,Time,Trial,Women,Cat,3/4,,
"Place,License",,,,,,,,
"1,0,Laura,Morin,,,0:51:49",,,,,,,,
",Unattached",,,,,,,,
"2,191498,Renee,Coppock,Billings,MT,0:52:16",,,,,,,,
",Velo",Bella,,,,,,,
"3,192936,Zoe,Smith,Helena,MT,0:53:10",,,,,,,,
",YVCC",,,,,,,,
"4,235636,Jane,O'Driscoll,Helena,MT,0:53:24",,,,,,,,
",Northern",Rockies,,,,,,,
"5,196177,Kathleen,Aragon,Billings,MT,0:55:56",,,,,,,,
",Velo",Bella,,,,,,,
"6,228688,Tina,Whitfield,Winston-salem,NC,0:57:12",,,,,,,,
",Velo",Bella,,,,,,,
"7,240242,Vanessa,Van","Beusekom,Bozeman,MT,1:00:28",,,,,,,
",Velo",Bella,,,,,,,
"8,210128,Jackie,Yamanaka-Williams,Billings,MT,1:06:00",,,,,,,,
",Velo",Bella,,,,,,,
