col0,col1,col2,col3,col4,col5,col6,col7
B33-4,313,WS43,"Erster Autor, Vorname Nachname, Dritter Autor",Titel des Beitrags,de,"schlagwörter, mit, komma, getrennt","Hier steht der Abstract, dieser darf auch Kommata enthalten."
C1-1,DOCSYM1,DOCSYM,John Jack Doe,Title of paper – subtitle of paper,en,"key, words, comma, separated",This is the abstract of the paper.
A1-1,1,WS32,Autoren,Titel,Sprache,Keywords,Abstract
A2-1,2,WS32,Demo,Demo,Demo,Demo,Demo
B1-1,3,WS32,Demo,Demo,Demo,Demo,Demo
B1-2,4,WS32,Demo,Demo,Demo,Demo,Demo
B2-1,5,WS32,Demo,Demo,Demo,Demo,Demo
B2-2,6,WS32,Demo,Demo,Demo,Demo,Demo
B3-1,7,WS32,Demo,Demo,Demo,Demo,Demo
B3-2,8,WS32,Demo,Demo,Demo,Demo,Demo
