col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
C-0005,CP-028,,58.4,A-001,B-001,,1.312,12.0,,A-001,B-004,,1.0,11.5,,34.93,No,No,0.206
C-0006,CP-028,,34.8,A-001,B-001,,0.437,20.0,,A-001,B-005,,0.75,16.0,,22.2,No,No,0.083
C-1435,CP-028,,20.3,A-007,B-004,,,,15.88,A-001,B-007,,0.875,18.0,,22.22,No,No,0.023
C-1546,CP-028,,26.4,A-007,B-004,,0.125,27.0,,A-001,B-004,,0.125,27.0,,15.88,No,No,0.026
C-1583,CP-028,,44.5,A-001,B-005,,1.312,12.0,,A-007,B-005,,1.062,12.0,,38.1,No,No,0.256
C-1634,CP-028,,34.5,A-001,B-005,,0.75,16.0,,A-001,B-002,,0.687,16.0,,22.23,No,No,0.06
C-1975,CP-028,,13.2,A-007,B-007,,,,3.18,A-001,B-007,,0.312,28.0,,,No,No,0.005
C-0428,CP-028,,26.99,A-001,B-004,,0.25,18.0,,A-007,,,,,9.52,17.46,No,No,0.032
C-0443,CP-028,,22.35,A-007,B-007,,,,19.05,9999,9999,,1.062,16.0,,26.97,No,No,
C-0823,CP-028,,16.8,A-007,B-007,,,,9.52,A-001,9999,,0.625,18.0,9.52,15.75,No,No,0.014
C-0354,CP-028,,36.3,A-001,B-004,,1.25,11.5,,A-007,B-004,,1.0,11.5,,44.45,No,No,0.136
C-0361,CP-028,,41.0,A-005,,,,,6.35,A-006,B-002,,0.562,18.0,,15.88,No,No,0.005
C-1312,CP-028,,14.2,A-002,B-007,,0.437,24.0,,9999,9999,,,,,11.11,No,No,0.009
C-1313,CP-028,,15.7,A-007,B-007,,,,7.94,A-001,B-007,,0.5,20.0,,12.57,No,No,0.01
C-1194,CP-028,,15.0,A-007,B-004,,0.125,27.0,,A-007,B-004,,0.125,27.0,,,No,No,0.014
C-1195,CP-028,,30.0,A-007,B-004,,0.25,18.0,,A-007,B-004,,0.25,18.0,,,Yes,No,0.031
C-1196,CP-028,,40.0,A-007,B-004,,0.5,14.0,,A-007,B-004,,0.5,14.0,,,No,No,0.095
C-1197,CP-028,,41.0,A-007,B-004,,0.75,14.0,,A-007,B-004,,0.75,14.0,,,No,No,0.091
C-1198,CP-028,,51.0,A-007,B-004,,1.0,11.5,,A-007,B-004,,1.0,11.5,,,No,No,0.181
C-1229,CP-028,,18.8,A-007,B-004,,,,12.7,A-001,B-007,,0.75,18.0,,18.92,No,No,0.009
C-1230,CP-028,,14.2,A-007,B-007,,,,4.76,A-001,B-005,,0.375,24.0,,9.4,No,No,0.009
C-1695,CP-028,,30.0,A-001,B-006,,0.75,16.0,,A-007,9999,,9999.0,9999.0,,25.4,No,No,
C-1812,CP-028,,35.1,A-007,B-004,,0.375,18.0,,A-007,B-004,,0.375,18.0,,,No,No,0.091
C-1828,CP-028,,28.4,A-001,B-005,,1.312,12.0,,A-007,B-005,,0.562,18.0,,38.1,No,No,0.181
C-1868,CP-029,90.0,,A-001,B-005,65.5,0.75,16.0,,A-001,B-002,28.0,0.812,16.0,,,No,Yes,0.226
