col0,col1,col2,col3,col4,col5,col6,col7
7,Phek,IN,71.29,light rain,25.7,94.46,General Administration Guest House
28,Mbanza-Ngungu,CD,73.92,light rain,-5.25,14.87,Hotel Full Business
37,Buala,SB,79.88,light rain,-8.15,159.59,Maringe Lagoon Lodge
46,Faanui,PF,79.09,moderate rain,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
61,Colwyn Bay,GB,48.2,light rain,53.29,-3.71,Bryn Woodlands House
88,Tuatapere,NZ,66.0,light rain,-46.13,167.69,Ron and Tony's Bed & Breakfast
90,Xichang,CN,51.08,light rain,27.88,102.25,Xichang ibis Hotel
112,Goderich,CA,48.0,light rain,43.74,-81.71,Harmony Inn
181,Samarai,PG,74.68,light rain,-10.62,150.67,Nuli Sapi
193,Atambua,ID,79.05,light rain,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
252,Laguna,BZ,73.4,light rain,16.17,-88.94,Laguna Maya Lodge
262,Constitucion,MX,55.99,light rain,23.99,-104.67,Hotel Posada San Agustin
264,Banjar,ID,78.98,light rain,-7.37,108.54,Mandiri
273,San Ignacio,PE,62.22,moderate rain,-5.15,-79.0,Gran Hotel San Ignacio
277,Luba,PH,77.22,moderate rain,17.32,120.7,
286,Itarema,BR,78.42,light rain,-2.92,-39.92,Windvillage
299,Airai,TL,72.07,light rain,-8.93,125.41,Juvinal Martin
306,Padang,ID,75.31,light rain,-0.92,100.36,Mercure Padang
311,Coolum Beach,AU,75.0,moderate rain,-26.53,153.09,Coolum Beach Resort
338,Rosarito,CO,64.36,moderate rain,4.91,-75.23,Hostal Restaurante Horizol
370,Fantanele,RO,63.0,light rain,46.12,21.4,WEST
372,Gangtok,IN,56.23,light rain,27.33,88.61,"MAYFAIR Spa Resort & Casino, Gangtok"
373,Saldanha,PT,54.09,light rain,41.42,-6.55,
379,Trairi,BR,75.49,light rain,-3.28,-39.27,Pousada Field Lilies - Trairi
408,Leeton,AU,69.8,light rain,-34.55,146.4,Historic Hydro Motor Inn
412,Castlemaine,AU,55.99,light rain,-37.07,144.22,Fig Cafe & Accommodation
434,Huambo,AO,72.52,light rain,-12.78,15.73,SiSHotel
454,Khandbari,NP,51.33,light rain,27.38,87.21,Laxmi Hotel And Khajaghar
457,Te Anau,NZ,51.15,light rain,-45.41,167.72,Kingsgate Hotel Te Anau
460,Nicolas Bravo,MX,55.99,light rain,24.39,-104.74,
464,Freeport,BS,78.66,light rain,26.54,-78.7,Castaways Resort & Suites
465,Omboue,GA,73.33,moderate rain,-1.57,9.26,Hotel Olako
466,Richards Bay,ZA,71.33,light rain,-28.77,32.06,BON Hotel Waterfront Richards Bay
475,Tuy Hoa,VN,78.21,moderate rain,13.08,109.3,CenDeluxe Hotel Tuy Hoa
484,Valentin Gomez Farias,MX,55.99,light rain,24.05,-104.7,Hotel Posada San Agustin
485,Port Shepstone,ZA,67.84,light rain,-30.74,30.45,My Den Beachfront B&B And Self-Catering
487,Cesis,LV,48.99,light rain,57.31,25.27,Katrīna
490,Indiaroba,BR,75.56,light rain,-11.53,-37.51,Hotel Pousada Marivan
492,Moyale,ET,77.72,light rain,3.52,39.05,Machi Guesthouse
514,Coruripe,BR,77.94,light rain,-10.12,-36.18,Pousada e Hotel Litoral Sul
536,Llandrindod Wells,GB,46.99,light rain,52.24,-3.38,Metropole Hotel and Spa
