col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1,1,1001,Norma Fisher,,Norma Fisher,Norma Fisher,,87,female,0,0,0,0,White,0
2,2,1002,Jorge Sullivan,,Jorge Sullivan,Jorge Sullivan,,89,female,0,0,0,0,White,0
3,3,1003,Elizabeth Woods,,Elizabeth Woods,Elizabeth Woods,,81,male,0,0,0,0,White,0
4,4,1004,Susan Wagner,,Susan Wagner,Susan Wagner,,93,male,0,0,0,0,White,0
5,5,1005,Peter Montgomery,,Peter Montgomery,Peter Montgomery,,70,female,0,0,0,0,White,0
6,6,1006,Theodore Mcgrath,,Theodore Mcgrath,Theodore Mcgrath,,27,male,0,0,0,0,White,0
7,7,1007,Stephanie Collins,,Stephanie Collins,Stephanie Collins,,27,female,0,0,0,0,White,0
8,8,1008,Stephanie Sutton,,Stephanie Sutton,Stephanie Sutton,,27,male,0,0,0,0,White,0
9,9,1009,Brian Hamilton,,Brian Hamilton,Brian Hamilton,,51,male,0,0,0,0,White,0
10,10,1010,Susan Levy,,Susan Levy,Susan Levy,,36,female,0,0,0,0,White,0
11,11,1011,Sean Green,,Sean Green,Sean Green,,32,male,0,0,0,0,White,0
12,12,1012,Kimberly Smith,,Kimberly Smith,Kimberly Smith,,27,female,0,0,0,0,White,0
13,13,1013,Jennifer Summers,,Jennifer Summers,Jennifer Summers,,69,male,0,0,0,0,White,0
14,14,1014,April Snyder,,April Snyder,April Snyder,,62,female,0,0,0,0,White,0
15,15,1015,Dana Nguyen,,Dana Nguyen,Dana Nguyen,,27,male,0,0,0,0,White,0
16,16,1016,Cheryl Bradley,,Cheryl Bradley,Cheryl Bradley,,87,female,0,0,0,0,White,0
17,17,1017,Walter Pratt,,Walter Pratt,Walter Pratt,,61,female,0,0,0,Black or African American,0,0
18,18,1018,Bobby Flores,,Bobby Flores,Bobby Flores,,27,male,0,0,0,0,White,0
19,19,1019,Tasha Rodriguez,,Tasha Rodriguez,Tasha Rodriguez,,37,female,0,0,0,0,White,0
20,20,1020,Michelle Kelley,,Michelle Kelley,Michelle Kelley,,43,female,0,0,0,0,White,0
21,21,1021,Kimberly Maynard,,Kimberly Maynard,Kimberly Maynard,,93,male,0,0,0,0,0,Other
22,22,1022,Laurie Wallace,,Laurie Wallace,Laurie Wallace,,70,female,0,0,0,0,0,Other
23,23,1023,Janice Johnston,,Janice Johnston,Janice Johnston,,56,female,0,0,0,0,White,0
24,24,1024,Collin Lopez,,Collin Lopez,Collin Lopez,,70,male,0,0,0,0,White,0
25,25,1025,Mary Alvarez,,Mary Alvarez,Mary Alvarez,,27,female,0,0,0,0,White,0
26,26,1026,Peter Mcdowell,,Peter Mcdowell,Peter Mcdowell,,92,female,0,0,0,0,White,0
27,27,1027,Sarah Villanueva,,Sarah Villanueva,Sarah Villanueva,,58,female,0,0,0,0,White,0
28,28,1028,Kimberly Myers,,Kimberly Myers,Kimberly Myers,,87,male,0,0,0,0,White,0
29,29,1029,Desiree Cain,,Desiree Cain,Desiree Cain,,76,male,0,0,0,0,White,0
30,30,1030,Stephanie Lawrence,,Stephanie Lawrence,Stephanie Lawrence,,46,female,0,0,0,0,White,0
31,31,1031,Lauren Hayes,,Lauren Hayes,Lauren Hayes,,34,female,0,0,0,0,0,Other
32,32,1032,Whitney Stark,,Whitney Stark,Whitney Stark,,27,female,0,0,0,0,White,0
33,33,1033,Angela Salazar,,Angela Salazar,Angela Salazar,,41,female,0,0,0,0,White,0
34,34,1034,Mr. Ryan Sanchez,,Mr. Ryan Sanchez,Mr. Ryan Sanchez,,37,female,0,0,0,0,0,Other
35,35,1035,Autumn Robinson,,Autumn Robinson,Autumn Robinson,,27,female,0,0,0,Black or African American,0,0
36,36,1036,Faith Cabrera,,Faith Cabrera,Faith Cabrera,,59,female,0,0,0,0,White,0
37,37,1037,Charles Wolfe,,Charles Wolfe,Charles Wolfe,,71,male,0,0,0,0,White,0
38,38,1038,Kenneth Kent,,Kenneth Kent,Kenneth Kent,,41,female,0,0,0,0,White,0
39,39,1039,Melanie Johnson,,Melanie Johnson,Melanie Johnson,,86,male,0,0,0,0,White,0
40,40,1040,Lisa Johnston,,Lisa Johnston,Lisa Johnston,,40,male,0,0,0,0,White,0
41,41,1041,Jacob Hooper,,Jacob Hooper,Jacob Hooper,,83,female,0,0,0,0,0,Other
42,42,1042,Alex Woodward,,Alex Woodward,Alex Woodward,,27,male,0,0,0,0,White,0
43,43,1043,Caleb Clark,,Caleb Clark,Caleb Clark,,27,female,0,0,0,0,White,0
44,44,1044,Taylor Johnson,,Taylor Johnson,Taylor Johnson,,59,male,0,0,0,Black or African American,0,0
45,45,1045,Brian Green,,Brian Green,Brian Green,,81,female,0,0,0,0,White,0
46,46,1046,Matthew Bell,,Matthew Bell,Matthew Bell,,41,female,0,0,0,0,White,0
