col0,col1,col2,col3,col4
THE LUNDUKE SHOW,http://www.lunduke.com,https://www.youtube.com/feeds/videos.xml?channel_id=UCkK9UDm_ZNrq_rIXCz3xCGA,Linux News,1
LEARN LINUX,https://www.learnlinux.tv,https://www.youtube.com/feeds/videos.xml?user=JtheLinuxguy,Linux Tutorials,1
TheRibalinux,http://www.ghostbsd.org,https://www.youtube.com/feeds/videos.xml?user=TheRibalinux,Linux and BSD News,1
TutoriaLinux,https://tutorialinux.com,https://www.youtube.com/feeds/videos.xml?channel_id=UCvA_wgsX6eFAOXI8Rbg_WiQ,Linux Tutorials,1
Linux Game Cast Weekly,https://linuxgamecast.com,https://www.youtube.com//feeds/videos.xml?channel_id=UC9F5SkQPgG1besItGOVkz0A,Linux Gaming,1
The Linux Gamer,https://www.youtube.com/user/tuxreviews,https://www.youtube.com/feeds/videos.xml?channel_id=UCv1Kcz-CuGM6mxzL3B1_Eiw,Linux Games,1
Docker,https://blog.docker.com,https://www.youtube.com/feeds/videos.xml?channel_id=UC76AVf2JkrwjxNKMuPpscHQ,Docker Live Stream,1
Distrotube,https://www.youtube.com/channel/UCVls1GmFKf6WlTraIb_IaJg,https://www.youtube.com/feeds/videos.xml?channel_id=UCVls1GmFKf6WlTraIb_IaJg,Linux News,0
Old Tech Bloke,https://www.youtube.com/channel/UCCIHOP7e271SIumQgyl6XBQ,https://www.youtube.com/feeds/videos.xml?channel_id=UCCIHOP7e271SIumQgyl6XBQ,Linux News,1
Level 1 Linux,https://level1techs.com,https://www.youtube.com/feeds/videos.xml?channel_id=UCOWcZ6Wicl-1N34H0zZe38w,Linux news,1
Quidsup,https://quidsup.net,https://www.youtube.com/feeds/videos.xml?channel_id=UC0A3ldncnGQ1M_RU2Wb4L2A,Linux news,1
KeepItTechie,http://keepittechie.com,https://www.youtube.com/feeds/videos.xml?channel_id=UCP2bshADPrVMoNrdJvZEQzw,Linux news,1
Joe Collins,https://www.ezeelinux.com,https://www.youtube.com/feeds/videos.xml?channel_id=UCTfabOKD7Yty6sDF4POBVqA,Linux News,1
Red Robbos Workshop,https://www.youtube.com/channel/UCI-FgEdZQxBASsm3HNcWKxQ,https://www.youtube.com/feeds/videos.xml?channel_id=UCI-FgEdZQxBASsm3HNcWKxQ,Linux News,1
Nicholas Bernstein,https://www.youtube.com/channel/UCTd7Cqj-oAEONRcG53Pg0ew,https://www.youtube.com/feeds/videos.xml?channel_id=UCTd7Cqj-oAEONRcG53Pg0ew,Linux News,1
PC TLC,https://cbrash9.wixsite.com/pctlc,https://www.youtube.com/feeds/videos.xml?channel_id=UCuzckNxsLhiaPZnG03UjRbA,Linux news,1
Sudo Reboot,https://www.youtube.com/channel/UC-x4oXG1CJPrhMiARkW9b3A,https://www.youtube.com/feeds/videos.xml?channel_id=UC-x4oXG1CJPrhMiARkW9b3A,Linux News,1
Destination Linux,https://destinationlinux.org,https://www.youtube.com/feeds/videos.xml?channel_id=UCWJUSpXVHTaHErtGWC5qPlQ,Linux News,1
Big Daddy Linux,https://bigdaddylinux.com,https://www.youtube.com/feeds/videos.xml?playlist_id=PLbKR0OXmf-fj0op2e1EQ1EgGfaFeogV2h,Linux News,1
Chris Titus Tech,https://www.christitus.com,https://www.youtube.com/feeds/videos.xml?channel_id=UCg6gPGh8HU2U01vaFCAsvmQ,Linux News & Tutorials,1
The Urban Penguin,https://www.theurbanpenguin.com,https://www.youtube.com/feeds/videos.xml?channel_id=UCFFLP0dKesrKWccYscdAr9A,Linux News,1
Linux Spotlight,https://bigdaddylinux.com/linux-spotlight/,https://www.youtube.com/feeds/videos.xml?playlist_id=PLbKR0OXmf-fi2v5wFOYLec2NFDUwS3WzB,Linux Interviews,1
DorianDotSlash-How To Linux,https://www.youtube.com/feeds/videos.xml?playlist_id=PLNgoty5-NgL58lHmLD0GfQOzlo0jKCvQV,https://www.youtube.com/feeds/videos.xml?playlist_id=PLNgoty5-NgL58lHmLD0GfQOzlo0jKCvQV,Linux How TO,1
