col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
2019-04-21,155583573301,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,10:35:20,EKKS,27.0,0.0,10:41:14,EKKS,27.0,1.1,332.0,9.22,0:06,0.0,W,11.5976,,,,0.0
2019-04-21,155583648602,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,10:47:50,EKKS,27.0,0.0,10:53:06,EKKS,27.0,0.9,321.0,11.07,0:05,0.0,W,13.1499,,,,0.0
2019-04-21,155583787802,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,11:11:11,EKKS,27.0,0.0,12:05:57,EKKS,27.0,-0.6,1187.0,1.55,0:55,0.0,S,0.478971,,,,0.0
2019-04-21,155583789101,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,11:11:21,EKKS,27.0,0.0,11:13:15,EKKS,27.0,0.1,43.0,1.79,0:02,0.0,S,2.00297,,,,0.0
2019-04-21,155583927101,flarm:DDEAEC,D-4407,CA,1.0,Discus 2,,,11:34:23,EKKS,27.0,0.0,11:35:53,EKKS,27.0,-2.5,0.0,-0.0,0:02,0.0,S,-1.0,,,,0.0
2019-04-21,155584106801,flarm:D003D9,D-KYBB,2B,1.0,Ventus 2cxT,,,12:04:19,EKKS,27.0,0.0,13:46:56,EKKS,25.0,-0.6,1214.0,1.1,1:43,0.0,W,12.3444,,,,0.0
2019-04-21,155584229201,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,12:24:42,EKKS,27.0,0.0,13:23:23,EKKS,26.0,-0.2,1324.0,0.49,0:59,0.0,S,0.581891,,,,0.0
2019-04-21,155584340301,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,12:43:06,EKKS,9.0,0.0,12:58:06,EKKS,7.0,-2.6,0.0,0.0,0:15,0.0,S,-2.96487,,,,0.0
2019-04-21,155584410101,flarm:DDE648,OY-XNR,X4,1.0,LS-6,,,12:54:50,EKKS,27.0,0.0,13:07:15,EKKS,27.0,-1.0,512.0,2.08,0:12,0.0,S,1.56754,,,,0.0
2019-04-21,155584594601,flarm:DDE648,OY-XNR,X4,1.0,LS-6,,,13:25:32,EKKS,27.0,0.0,17:07:55,EKKS,24.0,-0.8,1376.0,0.29,3:42,0.0,W,16.4302,,,,0.0
2019-04-21,155584663802,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,13:37:01,EKKS,27.0,0.0,13:44:35,EKKS,27.0,0.9,463.0,1.59,0:08,0.0,S,0.9144,,,,0.0
2019-04-21,155584665103,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,13:37:16,EKKS,27.0,0.0,13:39:04,EKKS,27.0,-0.1,34.0,1.88,0:02,0.0,S,-1.0,,,,0.0
2019-04-21,155584737301,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,13:49:18,EKKS,27.0,0.0,13:57:04,EKKS,27.0,0.8,469.0,1.7,0:08,0.0,S,0.781878,,,,0.0
2019-04-21,155584738301,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,13:49:28,EKKS,27.0,0.0,13:51:15,EKKS,27.0,-0.1,2.0,0.13,0:02,0.0,S,-1.0,,,,0.0
2019-04-21,155584901101,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,14:16:36,EKKS,27.0,0.0,14:28:38,EKKS,27.0,-0.8,523.0,1.52,0:12,0.0,S,0.9144,,,,0.0
2019-04-21,155584902001,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,14:16:44,EKKS,27.0,0.0,14:18:26,EKKS,25.0,-1.9,0.0,0.0,0:02,0.0,S,-1.0,,,,0.0
2019-04-21,155584928801,flarm:D003D9,D-KYBB,2B,1.0,Ventus 2cxT,,,14:21:15,EKKS,27.0,0.0,16:21:01,EKKS,25.0,0.4,1411.0,1.22,2:00,0.0,W,14.2494,,,,0.0
2019-04-21,155585005702,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,14:34:04,EKKS,27.0,0.0,14:44:41,EKKS,25.0,-0.7,508.0,1.86,0:11,0.0,S,0.798286,,,,0.0
2019-04-21,155585006401,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,14:34:09,EKKS,27.0,0.0,14:35:55,EKKS,27.0,-0.0,5.0,0.58,0:02,0.0,S,-1.0,,,,0.0
2019-04-21,155585131402,flarm:DF02F9,OY-RRX,RR,1.0,Duo Discus t,,,14:54:56,EKKS,27.0,0.0,15:37:25,EKKS,25.0,0.6,472.0,0.65,0:42,0.0,W,12.0469,,,,0.0
2019-04-21,155585177701,flarm:DDEAEC,D-4407,CA,1.0,Discus 2,,,15:02:41,EKKS,27.0,0.0,15:59:12,EKKS,25.0,0.8,1008.0,1.23,0:57,0.0,S,1.66914,,,,0.0
2019-04-21,155585178501,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,15:02:49,EKKS,27.0,0.0,15:04:30,EKKS,27.0,-0.0,21.0,1.91,0:02,0.0,S,-1.0,,,,0.0
2019-04-21,155585295601,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,15:22:20,EKKS,27.0,0.0,15:28:26,EKKS,27.0,0.6,369.0,9.97,0:06,0.0,W,14.4503,,,,0.0
2019-04-21,155585361501,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,15:33:19,EKKS,27.0,0.0,15:39:57,EKKS,27.0,0.6,320.0,8.89,0:07,0.0,W,12.8155,,,,0.0
2019-04-21,155585437601,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,15:46:03,EKKS,28.0,0.0,15:55:31,EKKS,26.0,-1.8,379.0,9.24,0:09,0.0,W,15.3924,,,,0.0
2019-04-21,155585542302,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,16:03:29,EKKS,28.0,0.0,16:09:31,EKKS,25.0,1.1,430.0,7.67,0:06,0.0,W,15.1384,,,,0.0
2019-04-21,155585657002,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,16:22:34,EKKS,27.0,0.0,16:33:42,EKKS,27.0,1.8,549.0,1.69,0:11,0.0,S,0.54864,,,,0.0
2019-04-21,155585698801,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,16:29:32,EKKS,5.0,0.0,16:57:31,EKKS,,0.0,0.0,0.0,0:28,0.0,S,-1.0,,,,0.0
2019-04-21,155585801001,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,16:46:36,EKKS,27.0,0.0,17:01:02,EKKS,27.0,-0.9,644.0,1.82,0:14,0.0,S,0.498764,,,,0.0
2019-04-21,155585916501,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,17:05:56,EKKS,27.0,0.0,17:23:15,EKKS,27.0,-1.0,359.0,6.19,0:17,0.0,W,12.5882,,,,0.0
2019-04-21,155586069502,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,17:31:27,EKKS,27.0,0.0,17:33:13,EKKS,27.0,1.5,157.0,12.07,0:02,0.0,W,6.32823,,,,0.0
2019-04-21,155586136101,flarm:DD4FE7,OY-XKO,R2,1.0,ASK-21,,,17:42:33,EKKS,27.0,0.0,17:46:24,EKKS,25.0,-1.4,417.0,11.91,0:04,0.0,W,15.8953,,,,0.0
2019-04-21,155586448501,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,18:34:37,EKKS,7.0,0.0,18:37:04,EKKS,0.0,-1.6,0.0,0.0,0:02,0.0,S,-1.0,,,,0.0
2019-04-21,155583878301,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,11:26:12,,,0.0,12:26:43,EKKS,27.0,-0.0,0.0,0.0,1:01,0.0,,-1.0,,,,0.0
2019-04-21,155584034401,flarm:DDEAEC,D-4407,CA,1.0,Discus 2,,,11:52:17,,,0.0,13:27:29,EKKS,25.0,1.4,0.0,0.0,1:35,0.0,,-1.0,,,,0.0
2019-04-21,155586724101,flarm:DD06C1,D-KEOS,DOS,1.0,SF-25,,,19:20:32,,,0.0,19:22:26,EKKS,24.0,3.3,0.0,0.0,0:02,0.0,,-1.0,,,,0.0
BEGIN_DATE,2019-04-21,,,,,,,,,,,,,,,,,,,,,,,,,
END_DATE,2019-04-21,,,,,,,,,,,,,,,,,,,,,,,,,
COUNT,36,,,,,,,,,,,,,,,,,,,,,,,,,
QUERY_TYPE,ap,,,,,,,,,,,,,,,,,,,,,,,,,
SUM_DT,16:51,,,,,,,,,,,,,,,,,,,,,,,,,
FIRST_TKOF,10:35,,,,,,,,,,,,,,,,,,,,,,,,,
LAST_LDG,19:22,,,,,,,,,,,,,,,,,,,,,,,,,
MAX_DALT,1410.61,,,,,,,,,,,,,,,,,,,,,,,,,
SUM_DALT,14846.2,,,,,,,,,,,,,,,,,,,,,,,,,
