col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1,1088914391,10-11-2016-91,1,B9,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
2,1088914391,10-12-2016-95,1,B9,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
3,1088914391,10-13-2016-96,1,B9,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
4,1088914392,10-11-2016-991,1,B9,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
5,1088914392,10-12-2016-95,1,B9,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
6,1088914392,10-13-2016-96,1,B9,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
7,NA0009858338,10-11-2016-91,1,D11,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
8,NA0009858338,10-12-2016-995,1,D11,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
9,NA0009858338,10-13-2016-96,1,D11,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
10,NA0009858339,10-11-2016-991,1,D11,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
11,NA0009858339,10-12-2016-995,1,D11,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
12,NA0009858339,10-13-2016-96,1,D11,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
13,NA0009892958,10-11-2016-91,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
14,NA0009892958,10-12-2016-95,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
15,NA0009892958,10-13-2016-996,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
16,NA0009892959,10-11-2016-991,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
17,NA0009892959,10-12-2016-95,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
18,NA0009892959,10-13-2016-996,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
19,NA0010629010,10-11-2016-91,1,E10,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
20,NA0010629010,10-12-2016-995,1,E10,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
21,NA0010629010,10-13-2016-996,1,E10,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
22,NA0010629011,10-11-2016-991,1,E10,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
23,NA0010629011,10-12-2016-995,1,E10,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
24,NA0010629011,10-13-2016-996,1,E10,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
25,NA0000000000,10-10-2016-90,1,E10,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
26,NA0000000000,10-12-2016-995,1,E10,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
27,NA0000000000,10-13-2016-996,1,E10,1476377805,996,,,,0000-00-00 00:00:00,1,0,,0,
28,NA0000000001,10-11-2016-991,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
29,NA0000000001,10-12-2016-95,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
30,NA0000000001,10-13-2016-996,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
31,NA0000000002,10-11-2016-991,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
32,NA0000000002,10-12-2016-95,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
33,NA0000000002,10-13-2016-996,1,B3,1476299333,995,,,,2010-12-16 19:08:00,1,0,,0,
