col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
1,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
2,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
3,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
4,5,3,5,4.0,3,3,5,5,5.0,5,5,5,5,5,5,5,5,5
5,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
6,4,5,4,4.0,5,5,4,5,4.0,5,5,5,5,5,5,5,5,5
7,3,4,5,5.0,3,4,5,5,5.0,5,5,5,5,5,5,5,5,5
8,4,4,4,4.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
9,5,5,5,4.0,5,5,5,5,5.0,5,5,5,4,5,5,5,5,5
10,3,3,4,2.0,3,4,4,3,3.0,3,4,4,3,4,2,3,3,3
11,5,5,5,5.0,5,5,4,5,5.0,5,5,5,5,5,4,5,4,5
12,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
13,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
14,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
15,5,5,5,4.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
16,4,4,4,4.0,5,4,5,4,4.0,4,5,4,5,5,4,5,4,5
17,2,4,2,3.0,5,3,3,3,3.0,5,5,5,5,5,4,4,3,4
18,4,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
19,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
20,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
21,4,5,4,4.0,5,4,4,5,5.0,5,5,5,3,5,4,4,4,5
22,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
23,4,5,4,3.0,4,3,3,4,4.0,5,5,5,5,5,4,4,4,4
24,4,4,4,4.0,3,4,4,4,4.0,4,4,4,4,4,4,4,4,4
25,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
26,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
27,4,4,4,4.0,4,4,4,4,4.0,4,4,4,4,4,4,4,4,4
28,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,4
29,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
30,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
31,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
32,4,3,3,4.0,5,4,5,4,5.0,5,4,5,4,3,4,5,4,4
33,4,4,4,4.0,5,5,5,4,4.0,5,5,5,4,5,4,4,4,4
34,5,5,4,5.0,5,5,5,5,5.0,5,5,3,4,5,5,5,5,5
35,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
36,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
37,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
38,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,4
39,3,4,4,4.0,4,4,4,4,4.0,4,4,5,4,3,4,3,4,4
40,5,5,5,,5,4,4,4,4.0,5,5,5,5,5,5,5,5,5
41,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
42,3,4,4,4.0,5,4,4,4,4.0,5,5,4,5,5,3,4,4,3
43,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3
44,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
45,4,4,5,4.0,5,5,5,5,5.0,5,5,5,5,5,5,5,4,5
46,4,5,5,5.0,5,5,5,5,4.0,5,5,3,4,5,5,5,4,4
47,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
48,4,4,4,3.0,5,4,4,4,4.0,5,5,4,5,5,5,4,5,5
49,5,5,5,4.0,4,4,4,3,,3,5,4,4,4,4,4,4,3
50,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
51,5,5,5,5.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
52,4,4,3,4.0,5,3,4,3,4.0,5,5,4,4,4,4,4,4,4
53,4,4,5,5.0,5,5,5,5,5.0,5,5,5,5,5,4,5,5,5
54,5,4,5,4.0,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5
55,3,3,3,3.0,3,3,3,3,3.0,3,4,3,3,3,3,3,3,3
56,4,4,3,3.0,4,2,4,2,4.0,4,4,4,4,3,4,2,3,3
57,4,4,3,4.0,5,3,3,5,5.0,5,5,5,4,5,4,4,4,4
58,5,5,5,4.0,5,5,5,5,5.0,5,5,4,4,5,5,5,5,4
