col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50
0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,,2015-01-16_09-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,test_cognitive_motor,2,1.0,0.0,0.0,1.1,0.0,0.0,test_cognitive_motor_ventures_baseline_2015-01-19_20-14-17,2015-01-19_20-15-10,1.0,0.0,0.0,1.1,0.0,0.0,test_cognitive_motor_ventures_baseline_2015-01-19_20-19-40,2015-01-19_20-19-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,test_motor,1,0.9836418127487254,-0.0326332783274797,0.0036746595349405,0.9674385909432626,0.0036746595349405,-0.0326332783274797,test_motor_ventures_baseline_2015-01-27_19-18-04,2015-01-27_19-18-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,LP,3,0.0280694910518078,-0.2034625526497344,-0.1017348927940852,0.0984405924640374,-0.1017348927940852,-0.2034625526497344,LP_ventures_baseline_2015-02-02_11-29-33,2015-02-02_11-30-17,0.0358191329391551,-0.2128956139243528,-0.0423071007652902,0.1294335194642981,-0.0423071007652902,-0.2128956139243528,LP_ventures_baseline_2015-02-03_11-13-40,2015-02-03_11-14-24,0.0162491879272,-0.1681397837386625,-0.0308984815502643,0.1047202975293993,-0.0308984815502643,-0.1681397837386625,LP_ventures_baseline_2015-02-04_08-18-28,2015-02-04_08-19-06,,,,,,,,,,,,,,,,,,,,,,,,
4,ML,4,0.0528837383823677,-0.3801260626231692,-0.0557687311708749,0.1028676407914953,-0.0557687311708749,-0.3801260626231692,ML_ventures_baseline_2015-02-02_08-49-26,2015-02-02_08-50-19,0.0859725850517533,-0.4145152577745038,-0.0082656834753819,0.1191993123252301,-0.0082656834753819,-0.4145152577745038,ML_ventures_baseline_2015-02-03_08-15-41,2015-02-03_08-16-48,0.0282794685666288,-0.4429592469027767,0.0229655641742167,0.2118998988606691,0.0229655641742167,-0.4429592469027767,ML_ventures_baseline_2015-02-04_11-53-41,2015-02-04_11-54-18,0.0199341630759268,-0.3635609548289016,0.0247166019170628,0.1046002614869605,0.0247166019170628,-0.3635609548289016,ML_ventures_baseline_2015-02-04_11-55-14,2015-02-04_11-55-51,,,,,,,,,,,,,,,,
5,SC,5,0.0337662806983321,-0.3041705987284896,-0.042387848824904,0.0917286235950177,-0.042387848824904,-0.3041705987284896,SC_ventures_baseline_2015-02-06_20-01-06,2015-02-06_20-02-51,0.0439528111532055,-0.3479214724149529,-0.0156258117568002,0.0829095038095571,-0.0156258117568002,-0.3479214724149529,SC_ventures_baseline_2015-02-07_09-04-15,2015-02-07_09-05-32,0.1057913669454336,-0.2977727330886164,0.0149708833015913,0.205673654890181,0.0149708833015913,-0.2977727330886164,SC_ventures_baseline_2015-02-07_14-27-01,2015-02-07_14-28-22,0.0889924513902813,-0.2735402421531236,-0.0377115074747826,0.1571694898625462,-0.0377115074747826,-0.2735402421531236,SC_ventures_baseline_2015-02-08_09-07-09,2015-02-08_09-07-54,0.0250544594143217,-0.2532789501553436,-0.0169537793346889,0.1246381782160424,-0.0169537793346889,-0.2532789501553436,SC_ventures_baseline_2015-02-08_14-27-11,2015-02-08_14-27-54,,,,,,,,
6,MC,6,0.0168485064579761,-0.3067022238460344,-0.0181718933027371,0.0693972617308976,-0.0181718933027371,-0.3067022238460344,MC_ventures_baseline_2015-02-07_10-14-53,2015-02-07_10-15-37,0.0646510213056726,-0.1783087926942872,-0.0471793649888503,0.0750188829878621,-0.0471793649888503,-0.1783087926942872,MC_ventures_baseline_2015-02-07_13-07-13,2015-02-07_13-07-55,0.0392644105754583,-0.3856007053027926,-0.0063850162582919,0.0753828800594682,-0.0063850162582919,-0.3856007053027926,MC_ventures_baseline_2015-02-07_18-34-25,2015-02-07_18-35-02,0.0373634151394183,-0.2591792529216319,-0.0400089255682401,0.1097357175872765,-0.0400089255682401,-0.2591792529216319,MC_ventures_baseline_2015-02-08_10-43-49,2015-02-08_10-44-55,0.1481855023076862,-0.3014437671584832,-0.0651905412001041,0.1179839356827725,-0.0651905412001041,-0.3014437671584832,MC_ventures_baseline_2015-02-08_13-31-50,2015-02-08_13-32-27,0.0434013657385688,-0.3525536135643874,-0.0188054714574264,0.1016603727316738,-0.0188054714574264,-0.3525536135643874,MC_ventures_baseline_2015-02-08_16-04-14,2015-02-08_16-04-55
7,MK,3,0.0196592140948395,-0.2617714506341733,-0.0091603170037736,0.1383595442954233,-0.0091603170037736,-0.2617714506341733,MK_ventures_baseline_2015-02-16_15-39-02,2015-02-16_15-39-49,0.0835234555678646,-0.3027678675093842,0.0534116317601745,0.1630471334615833,0.0534116317601745,-0.3027678675093842,MK_ventures_baseline_2015-02-17_08-30-19,2015-02-17_08-31-04,0.0429670719081015,-0.3970688737670405,0.0063501590984545,0.1251331444960038,0.0063501590984545,-0.3970688737670405,MK_ventures_baseline_2015-02-18_08-34-04,2015-02-18_08-34-38,,,,,,,,,,,,,,,,,,,,,,,,
8,MP,3,0.0193093770683756,-0.3263266923721824,0.0142024747481409,0.0928167516604275,0.0142024747481409,-0.3263266923721824,MP_ventures_baseline_2015-02-16_16-36-03,2015-02-16_16-36-43,0.0512688805994363,-0.1801262555443293,-0.0312140849032165,0.1657572756295398,-0.0312140849032165,-0.1801262555443293,MP_ventures_baseline_2015-02-18_09-39-59,2015-02-18_09-40-49,0.044226576470742,-0.2780118468615372,0.0146387457606152,0.117618556253616,0.0146387457606152,-0.2780118468615372,MP_ventures_baseline_2015-02-19_15-02-14,2015-02-19_15-02-55,,,,,,,,,,,,,,,,,,,,,,,,
9,JT,3,0.029648825131605,-0.2092579384951857,0.0726054840202939,0.1035954272670621,0.0726054840202939,-0.2092579384951857,JT_ventures_baseline_2015-02-17_10-04-12,2015-02-17_10-04-45,0.0286600798381788,-0.3135773304280699,0.0499004175042402,0.149806017071482,0.0499004175042402,-0.3135773304280699,JT_ventures_baseline_2015-02-18_11-27-01,2015-02-18_11-27-39,0.0210144346285445,-0.3658555654223809,0.0448159875339351,0.105248762798029,0.0448159875339351,-0.3658555654223809,JT_ventures_baseline_2015-02-23_16-28-11,2015-02-23_16-28-53,,,,,,,,,,,,,,,,,,,,,,,,
10,PS,3,0.0166476918873753,-0.0558144686634846,-0.0477108168214849,0.0871664223337701,-0.0477108168214849,-0.0558144686634846,PS_ventures_baseline_2015-02-17_09-39-19,2015-02-17_09-40-07,0.0177244274914305,-0.2277287735584546,0.0058460752722958,0.1107207337800773,0.0058460752722958,-0.2277287735584546,PS_ventures_baseline_2015-02-18_09-21-24,2015-02-18_09-22-01,0.0154789716078286,-0.223674398407571,0.0419995547384756,0.1419035729877163,0.0419995547384756,-0.223674398407571,PS_ventures_baseline_2015-02-19_17-11-18,2015-02-19_17-12-02,,,,,,,,,,,,,,,,,,,,,,,,
11,PE23,1,0.0147134883594187,-0.3972231338642439,-0.0128240701857002,0.0729624228925874,-0.0128240701857002,-0.3972231338642439,PE23_ventures_baseline_2015-02-21_12-20-29,2015-02-21_12-21-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,new_tech,1,0.0391545925142812,-0.4542435466445852,-0.1595478817471037,0.1890401309298493,-0.1595478817471037,-0.4542435466445852,new_tech_baseline_with_feedback_2015-03-03_17-32-27,2015-03-03_17-33-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
