col0,col1,col2,col3,col4,col5,col6
E-Commerce Data Analyst, iSeatz,LA,New Orleans,$54k-$79k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=946212&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_42e6b265&cb=1587607457754&jobListingId=3492356899
Data Analyst/Reporting Specialist, Jetfuel Agency,LA,New Orleans,$53k-$82k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=152239&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_0afba60d&cb=1587607457755&jobListingId=3548496292
Data Analyst H/F, Mars,LA,New Orleans,,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=134216&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_64a747c2&cb=1587607457756&jobListingId=3497314956
Data Specialist, Delgado Community College,LA,New Orleans,$36k-$48k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=961248&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_5439ddc2&cb=1587607457757&jobListingId=3557981827
"Business Intelligence Analyst, II - Sr Lead (Supply Chain)", Entergy,LA,New Orleans,$83k-$150k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=400784&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1a74ec49&cb=1587607457758&jobListingId=3551638485
PI Statistical Analyst, University Medical Center,LA,New Orleans,$70k-$89k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=4113&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_df96b68d&cb=1587607457759&jobListingId=3390242088
Associate Data Scientist, Levelset,LA,New Orleans,$(471)-$28k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=4341&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_1b0c363c&cb=1587607457760&jobListingId=3396393500
"Full Stack Developer, Mid with Security Clearance", Booz Allen Hamilton,LA,New Orleans,$48k-$61k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=840033&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_60aa6e1c&cb=1587607457761&jobListingId=3505733765
Full Stack Developer, Booz Allen Hamilton Inc.,LA,New Orleans,$48k-$61k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=37049&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1cf3ad5a&cb=1587607457762&jobListingId=3506389877
"Full Stack Developer, Senior with Security Clearance", Booz Allen Hamilton,LA,New Orleans,$42k-$59k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=840033&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f532cb2a&cb=1587607457763&jobListingId=3507133386
"Full Stack Developer, Senior", Booz Allen Hamilton Inc.,LA,New Orleans,$42k-$59k,"New Orleans, LA",https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=37049&s=58&guid=00000171a4c74e00afe66a9ad019349c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ae54bf9c&cb=1587607457764&jobListingId=3506389878
