col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
2,Company B,Gratacos Solsona,Antonio,\N,Owner,(123)555-0100,\N,\N,(123)555-0101,123 2nd Street,Boston,MA,99999,USA,\N,\N,
3,Company C,Axen,Thomas,\N,Purchasing Representative,(123)555-0100,\N,\N,(123)555-0101,123 3rd Street,Los Angelas,CA,99999,USA,\N,\N,
4,Company D,Lee,Christina,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,123 4th Street,New York,NY,99999,USA,\N,\N,
5,Company E,O’Donnell,Martin,\N,Owner,(123)555-0100,\N,\N,(123)555-0101,123 5th Street,Minneapolis,MN,99999,USA,\N,\N,
6,Company F,Pérez-Olaeta,Francisco,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,123 6th Street,Milwaukee,WI,99999,USA,\N,\N,
7,Company G,Xie,Ming-Yang,\N,Owner,(123)555-0100,\N,\N,(123)555-0101,123 7th Street,Boise,ID,99999,USA,\N,\N,
8,Company H,Andersen,Elizabeth,\N,Purchasing Representative,(123)555-0100,\N,\N,(123)555-0101,123 8th Street,Portland,OR,99999,USA,\N,\N,
9,Company I,Mortensen,Sven,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,123 9th Street,Salt Lake City,UT,99999,USA,\N,\N,
10,Company J,Wacker,Roland,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,123 10th Street,Chicago,IL,99999,USA,\N,\N,
11,Company K,Krschne,Peter,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,123 11th Street,Miami,FL,99999,USA,\N,\N,
12,Company L,Edwards,John,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,123 12th Street,Las Vegas,NV,99999,USA,\N,\N,
13,Company M,Ludick,Andre,\N,Purchasing Representative,(123)555-0100,\N,\N,(123)555-0101,456 13th Street,Memphis,TN,99999,USA,\N,\N,
14,Company N,Grilo,Carlos,\N,Purchasing Representative,(123)555-0100,\N,\N,(123)555-0101,456 14th Street,Denver,CO,99999,USA,\N,\N,
15,Company O,Kupkova,Helena,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,456 15th Street,Honolulu,HI,99999,USA,\N,\N,
16,Company P,Goldschmidt,Daniel,\N,Purchasing Representative,(123)555-0100,\N,\N,(123)555-0101,456 16th Street,San Francisco,CA,99999,USA,\N,\N,
17,Company Q,Bagel,Jean Philippe,\N,Owner,(123)555-0100,\N,\N,(123)555-0101,456 17th Street,Seattle,WA,99999,USA,\N,\N,
18,Company R,Autier Miconi,Catherine,\N,Purchasing Representative,(123)555-0100,\N,\N,(123)555-0101,456 18th Street,Boston,MA,99999,USA,\N,\N,
19,Company S,Eggerer,Alexander,\N,Accounting Assistant,(123)555-0100,\N,\N,(123)555-0101,789 19th Street,Los Angelas,CA,99999,USA,\N,\N,
20,Company T,Li,George,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,789 20th Street,New York,NY,99999,USA,\N,\N,
21,Company U,Tham,Bernard,\N,Accounting Manager,(123)555-0100,\N,\N,(123)555-0101,789 21th Street,Minneapolis,MN,99999,USA,\N,\N,
22,Company V,Ramos,Luciana,\N,Purchasing Assistant,(123)555-0100,\N,\N,(123)555-0101,789 22th Street,Milwaukee,WI,99999,USA,\N,\N,
23,Company W,Entin,Michael,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,789 23th Street,Portland,OR,99999,USA,\N,\N,
24,Company X,Hasselberg,Jonas,\N,Owner,(123)555-0100,\N,\N,(123)555-0101,789 24th Street,Salt Lake City,UT,99999,USA,\N,\N,
25,Company Y,Rodman,John,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,789 25th Street,Chicago,IL,99999,USA,\N,\N,
26,Company Z,Liu,Run,\N,Accounting Assistant,(123)555-0100,\N,\N,(123)555-0101,789 26th Street,Miami,FL,99999,USA,\N,\N,
27,Company AA,Toh,Karen,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,789 27th Street,Las Vegas,NV,99999,USA,\N,\N,
28,Company BB,Raghav,Amritansh,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,789 28th Street,Memphis,TN,99999,USA,\N,\N,
29,Company CC,Lee,Soo Jung,\N,Purchasing Manager,(123)555-0100,\N,\N,(123)555-0101,789 29th Street,Denver,CO,99999,USA,\N,\N,
