col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
,mjackson15t,Norma Fisher,Norma Fisher,Norma Fisher,2011-09-13,"477 Miller Ridge Apt. 795
East Allen, DE 92950",5 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
pjones12t,pjones12t,Jorge Sullivan,Jorge Sullivan,Jorge Sullivan,2014-09-08,"6012 Brandon Ports
North Davidborough, OK 16189",2 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
mjones13t,mjones13t,Elizabeth Woods,Elizabeth Woods,Elizabeth Woods,1987-09-12,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",3 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
ejackson14t,ejackson14t,Susan Wagner,Susan Wagner,Susan Wagner,2002-06-06,"87091 Gonzalez Knolls
Masseyshire, UT 88665",4 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
mwilliamsstaff1t,mwilliamsstaff1t,Peter Montgomery,Peter Montgomery,Peter Montgomery,1974-09-14,"225 Wilson Mills
North Thomas, OK 67164",1 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
jrobinsonmanager1t,jrobinsonmanager1t,Theodore Mcgrath,Theodore Mcgrath,Theodore Mcgrath,1976-02-11,"PSC 5642, Box 8071
APO AA 97365",1 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
twilliamsdev1t,twilliamsdev1t,Stephanie Collins,Stephanie Collins,Stephanie Collins,2016-03-09,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",1 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
danderson10t,danderson10t,Stephanie Sutton,Stephanie Sutton,Stephanie Sutton,2021-07-22,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",0 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
erobinson11t,erobinson11t,Brian Hamilton,Brian Hamilton,Brian Hamilton,1978-11-11,"75470 Lopez Roads
Port Jessicatown, TX 55221",1 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
cmartinadv0t,cmartinadv0t,Susan Levy,Susan Levy,Susan Levy,1980-03-06,"08913 Charlene Flat
Joshuaburgh, NJ 52496",0 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
mharrisadv1t,mharrisadv1t,Sean Green,Sean Green,Sean Green,1972-08-18,"7142 Wilson Drives
Melissaton, IL 89760",1 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
pjohnson16t,pjohnson16t,Kimberly Smith,Kimberly Smith,Kimberly Smith,1975-06-18,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",6 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
mthomas17t,mthomas17t,Jennifer Summers,Jennifer Summers,Jennifer Summers,2017-08-03,"9004 Edward Prairie
Michaelside, LA 15560",7 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
danderson18t,danderson18t,April Snyder,April Snyder,April Snyder,2006-10-15,"42814 Houston Hills
Rodriguezside, NJ 62629",8 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
mjackson19t,mjackson19t,Dana Nguyen,Dana Nguyen,Dana Nguyen,2016-07-06,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",9 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
pharris110t,pharris110t,Cheryl Bradley,Cheryl Bradley,Cheryl Bradley,1996-08-17,"8847 Kramer Station
South Christopher, KS 77208",10 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,DAC 105B,"9-5 MWTu, 2-4ThF",MAT,FA12,2013,single,x,x,t,0.0,,,
jmoore111t,jmoore111t,Walter Pratt,Walter Pratt,Walter Pratt,2017-12-29,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",11 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
cmartinez112t,cmartinez112t,Bobby Flores,Bobby Flores,Bobby Flores,2005-09-12,"6582 Vanessa Oval
New Richard, NE 68819",12 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
mharris113t,mharris113t,Tasha Rodriguez,Tasha Rodriguez,Tasha Rodriguez,1988-10-03,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",13 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
bthomas114t,bthomas114t,Michelle Kelley,Michelle Kelley,Michelle Kelley,2005-07-05,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",14 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
jmiller20t,jmiller20t,Kimberly Maynard,Kimberly Maynard,Kimberly Maynard,1986-01-10,"891 Bullock Ford
Amandachester, NJ 51431",0 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
jbrown21t,jbrown21t,Laurie Wallace,Laurie Wallace,Laurie Wallace,1984-08-23,"02489 Cook Park
Sherriport, MT 50853",1 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
emoore22t,emoore22t,Janice Johnston,Janice Johnston,Janice Johnston,2016-03-28,"23450 Timothy Divide
Wuland, UT 20341",2 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
cwilson23t,cwilson23t,Collin Lopez,Collin Lopez,Collin Lopez,2010-02-19,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",3 house on the corner,,Mesa,AZ,85201,480-775-2345,480-775-7894,,,,FA12,2013,single,x,x,t,0.0,,,
