col0,col1,col2
nm0001198,4,1
nm0001198,5,2
nm0001258,2,1
nm0001258,5,2
nm0001258,1,3
nm0001904,7,1
nm0001904,2,2
nm0001904,6,3
nm0001983,2,1
nm0001983,5,2
nm0001983,6,3
nm0027573,14,1
nm0027573,12,2
nm0027573,24,3
nm0038735,4,1
nm0038735,5,2
nm0038735,3,3
nm0049325,4,1
nm0049325,1,2
nm0054374,7,1
nm0054374,6,2
nm0054374,5,3
nm0058527,9,1
nm0088652,4,1
nm0100187,13,1
nm0100187,7,2
nm0100517,4,1
nm0114048,9,1
nm0114048,10,2
nm0114048,1,3
nm0132790,6,1
nm0132790,2,2
nm0143256,6,1
nm0152041,2,1
nm0152041,17,2
nm0152041,7,3
nm0168789,2,1
nm0179189,7,1
nm0179189,5,2
nm0179189,6,3
nm0181765,2,1
nm0194453,7,1
nm0194453,5,2
nm0194453,6,3
nm0206838,6,1
nm0206838,2,2
nm0206838,7,3
nm0273084,7,1
nm0273084,5,2
nm0273084,3,3
nm0295115,2,1
nm0295115,6,2
nm0295115,1,3
nm0306398,9,1
nm0306398,10,2
nm0306398,22,3
nm0326950,7,1
nm0326950,13,2
nm0326950,5,3
nm0400403,6,1
nm0400403,5,2
nm0400403,26,3
nm0427700,4,1
nm0427700,1,2
nm0439984,6,1
nm0439984,5,2
nm0439987,6,1
nm0439987,5,2
nm0439987,2,3
nm0443483,2,1
nm0443483,7,2
nm0474864,2,1
nm0544427,4,1
nm0544427,5,2
nm0619759,7,1
nm0619759,6,2
nm0619779,2,1
nm0619779,7,2
nm0619779,6,3
nm0708802,2,1
nm0708802,1,2
nm0721999,2,1
nm0729345,4,1
nm0766147,2,1
nm0766147,12,2
nm0766147,3,3
nm0817081,7,1
nm0817081,13,2
nm0817081,19,3
nm0835045,2,1
nm0835045,7,2
nm0835045,6,3
nm0837797,4,1
nm0840973,4,1
nm0869927,4,1
nm0869927,1,2
nm0871352,7,1
nm0896697,4,1
nm0896697,1,2
nm0929093,2,1
nm0929093,7,2
nm0929093,5,3
nm0942926,2,1
nm0942926,1,2
nm10248538,6,1
nm1069436,14,1
nm1069436,12,2
nm1069436,19,3
nm1085627,6,1
nm1085627,5,2
nm1093681,7,1
nm1093681,6,2
nm1093681,2,3
nm1133436,4,1
nm1395302,7,1
nm1395302,14,2
nm1395302,5,3
nm1483468,7,1
nm1483468,2,2
nm1597645,6,1
nm1597645,3,2
nm1597645,7,3
nm1618142,7,1
nm1618142,3,2
nm1618142,2,3
nm1707653,6,1
nm1707653,3,2
nm1740873,2,1
nm1740873,7,2
nm2015895,6,1
nm2015895,2,2
nm2077984,31,1
nm2077984,5,2
nm2077984,3,3
nm2135932,7,1
nm2135932,5,2
nm2135932,6,3
nm2167983,4,1
nm2187104,4,1
nm2282729,13,1
nm2370474,12,1
nm2370474,14,2
nm2370474,5,3
nm2420024,7,1
nm2420024,5,2
nm2551538,5,1
nm2804808,3,1
nm2804808,5,2
nm3081218,2,1
nm3081218,1,2
nm3118860,6,1
nm3118860,2,2
nm3118860,13,3
nm3143046,2,1
nm3143046,37,2
nm3455140,2,1
nm3455140,22,2
nm3456125,2,1
nm3497963,5,1
nm3497963,6,2
nm3497963,7,3
nm3536859,5,1
nm3536859,4,2
nm3536859,21,3
nm3594710,5,1
nm3594710,3,2
nm3594710,7,3
nm3792011,6,1
nm3847318,5,1
nm3855020,3,1
nm3890560,7,1
nm3890560,2,2
nm3890560,6,3
nm4064857,6,1
nm4122634,4,1
nm4495113,13,1
nm4495113,19,2
nm4495113,6,3
nm4571214,26,1
nm4716510,7,1
nm4716510,13,2
nm4716510,5,3
nm4727665,2,1
nm4727665,6,2
nm5086096,29,1
nm5086096,2,2
nm5086096,3,3
nm5186558,5,1
nm5186558,2,2
nm5186558,24,3
nm5312738,2,1
nm5502240,2,1
nm5502240,7,2
nm5502240,5,3
nm5600112,2,1
nm5600112,20,2
nm5600112,8,3
nm6158302,4,1
nm6416434,2,1
nm6416434,6,2
nm6416434,10,3
nm6575470,19,1
nm6575470,26,2
nm6632237,2,1
nm6632237,9,2
nm6632237,1,3
nm7130820,7,1
nm7130820,5,2
nm7130820,6,3
nm7739589,9,1
nm7739590,13,1
nm7808039,13,1
nm8298136,21,1
nm8311947,4,1
nm8349062,1,1
nm8349062,2,2
nm8349062,9,3
nm8786446,4,1
nm9212681,5,1
nm9250341,5,1
