col0,col1,col2,col3,col4
"23098 Anthony Roads
New Maria, MO 12498",1989-11-11,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",64574473047,high-level
"90321 Clark Union
Lake Andrewchester, CT 34569",1989-03-05,Pellentesque ultrices mattis odio.,75531015353,mobile
"456 Bruce Mountain
New Craigfurt, KS 47497",1989-12-30,Morbi a ipsum. Integer a nibh. In quis justo.,16371407508,Re-engineered
"PSC 7923, Box 0225
APO AP 33359",0629-03-03,Suspendisse potenti.,21468788926,Grass-roots
"207 Mccullough Well Suite 564
New Hannah, WA 10865",1989-04-08,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",62931646367,fault-tolerant
"423 Bell Heights
Brittanyberg, ME 51359",1989-04-18,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",63271348718,Team-oriented
"93523 Dana Lane
Johnsonshire, WI 87296",1989-03-20,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,41056175169,portal
"1427 Odonnell Rapids
North Troyport, NH 07035",1989-12-13,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",72882384431,intermediate
"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",1989-01-14,Morbi ut odio.,69043821394,local area network
"76104 Marsh Crescent
Dennishaven, SD 85034",1989-02-03,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",28396220507,upward-trending
"0003 Grant Lakes
Port Karafort, SD 60619",1989-05-23,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,83344513307,grid-enabled
"236 Smith Drive Suite 555
West Kimberlyton, KY 21978",1989-07-06,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",64890419671,background
"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742",1903-04-16,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,23005580487,challenge
"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894",1989-11-07,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,27052074771,coherent
"30601 Hawkins Highway
Morashire, TX 28976",1989-02-13,Cras pellentesque volutpat dui.,14800371520,neutral
"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798",1989-07-07,Aliquam erat volutpat. In congue.,75569924500,Programmable
"76582 Vanessa Oval
New Richard, NE 68819",1989-09-29,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",37349256497,encompassing
"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",1989-03-19,Suspendisse potenti.,12403580562,knowledge base
"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",1989-09-29,Phasellus sit amet erat.,40139478003,dynamic
"891 Bullock Ford
Amandachester, NJ 51431",1989-12-21,Cras pellentesque volutpat dui.,76657531985,solution
