col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
103,1,4,Port Ivan,2,0,1,7,0,0,1,7,6,10,0,0,0
431,1,3,Robertton,1,5,0,5,1,0,80,89,23,68,0,0,1
475,0,3,New Andrew,1,5,0,2,1,0,5,4,5,8,0,0,0
231,1,9,Lake Charleschester,1,5,0,11,1,0,9,7,21,20,1,1,0
400,1,3,Andreaberg,1,4,0,1,0,0,39,71,40,26,0,1,0
229,1,4,Evansstad,1,5,0,11,1,0,5,17,21,10,0,0,0
145,1,10,East Seanstad,1,4,0,9,1,0,70,75,55,11,1,0,1
394,1,3,South Rickychester,1,4,0,1,0,1,78,91,50,40,1,1,1
20,0,4,Scottstad,1,4,0,7,0,0,60,60,33,90,0,0,0
262,0,4,Stephanieland,2,1,0,6,1,1,21,27,52,34,1,1,0
245,0,4,Port Daniel,1,3,0,7,1,0,50,40,52,66,1,0,1
23,1,4,New Catherineberg,1,4,0,7,0,0,2,0,2,50,0,0,0
432,1,3,Hebertburgh,1,5,0,5,0,0,95,87,62,81,0,0,1
57,1,4,Reynoldsbury,1,4,0,8,0,0,5,2,6,5,1,1,0
159,0,4,Petersonhaven,1,4,1,10,1,0,62,68,48,80,1,1,1
27,1,4,West Steven,1,5,0,0,0,0,25,15,12,33,0,0,0
438,1,3,South Kariport,1,5,0,2,0,1,80,82,76,19,1,1,1
476,0,3,Port Hollymouth,1,5,0,5,0,0,50,77,14,28,0,0,1
224,1,4,East Kennethport,1,5,1,11,1,1,87,81,22,70,1,0,1
443,1,3,South Jasmine,1,5,0,6,1,1,70,76,65,70,1,1,0
364,1,2,Davisfort,2,0,0,0,0,0,80,95,21,28,1,1,1
384,0,2,New Kathleen,2,0,1,0,0,1,89,92,40,28,1,1,1
125,1,4,Crystaltown,2,0,1,7,0,0,12,30,0,17,0,1,0
230,1,1,West Nicoleton,1,5,0,11,1,1,51,42,12,29,0,0,0
165,0,6,West Raymondshire,2,0,1,4,1,1,72,65,73,66,1,1,1
291,0,3,Wallaceview,2,1,0,10,1,0,42,24,12,24,0,0,0
