col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,75,Support,350g Mat Condat Périgord,
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,82,Surface,45.90,cm?
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,84,Largeur (format ouvert),5.40,cm
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,83,Longueur (format ouvert),8.50,cm
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,80,Nb de couleurs recto,Quadri,
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,81,Nb de couleurs verso,Quadri,
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,85,Vernis recto,Acrylique satiné,
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,86,Vernis verso,Acrylique satiné,
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,96,type d'impression,Offset,
508983,141.13,23.13,118,37576,DFGHOP¨,romainbessuges+clientfinal2@gmail.com,GHJKLM,GHJKLM,,34135,MAUGUIO CEDEX,Jaber,El Sayid Diz,hjklm,40.66,6.66,34,Classique                                                                                                                                                                                                                                                      ,"8,5x5,4 cm simple",Carte,RBM,romainbessuges+printboxer2@gmail.com,GVHJKL,HBJNK?L,,33300,BORDEAUX,,,,,,,,,,97,Délai,J+4,
