col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
227318097,3,False,3332,1,0,86,2013-06-24,,4,10,0,,
319678567,1,True,3064,1,0,89,2013-09-23,,3,12,0,,
513119682,132,True,2722,1,7,110,2014-02-10,,6,11,0,,
541091112,132,False,2118,1,7,102,2014-02-27,,4,4,0,,
692826727,131,True,2517,1,0,53,2014-06-01,,1,4,0,,
791568225,1,True,2807,1,0,30,2014-07-22,,7,6,0,,
793917902,0,False,1797,1,0,18,2014-07-24,,1,9,0,,
795786033,1,False,2149,1,0,39,2014-07-25,,5,11,0,,
858372335,1,False,3385,1,7,45,2014-08-27,,4,13,2,,
888317616,129,False,947,1,0,45,2014-09-11,,2,2,0,,
888338018,2,True,3275,1,0,45,2014-09-11,,4,12,0,,
1545450586,129,False,2480,22,7,75,2015-06-11,,6,8,0,,
1568344454,4,False,2298,22,7,2,2015-06-20,,1,10,0,,
1682018642,1,True,1730,22,7,29,2015-08-03,,2,4,0,,
1792061438,0,False,2155,2,1,7,2015-09-13,12.0,1,4,0,,
1804820332,129,False,1951,5,0,6,2015-09-19,,4,6,0,,
3504311287,0,True,1362,2,1,75,2017-10-15,,6,3,0,,
3504364789,0,True,1446,2,1,111,2017-10-15,20.0,3,2,0,10.0,
3504412409,0,True,1591,2,1,64,2017-10-15,,2,5,0,,
3504445153,128,False,2639,2,1,71,2017-10-16,,3,14,0,,
3543285000,129,False,1135,2,1,84,2017-11-04,20.0,0,2,0,10.0,
3543366955,130,True,1623,2,1,85,2017-11-05,20.0,3,6,0,10.0,
3549150990,3,True,1233,2,1,112,2017-11-07,20.0,5,0,0,10.0,
3549190024,4,True,1784,2,1,75,2017-11-07,,8,8,0,,
3550838776,4,True,2551,2,1,112,2017-11-08,,2,12,0,,
3550899558,131,False,3462,2,1,112,2017-11-08,,2,7,0,,
3550968626,4,True,1871,2,1,3,2017-11-08,,1,7,0,,
3550998407,131,True,1503,2,1,75,2017-11-09,21.0,2,8,0,,
3551025486,4,False,1690,2,1,85,2017-11-09,,3,8,0,,
3554686341,4,False,1676,2,1,100,2017-11-11,,2,6,0,,
3584745809,130,True,1217,2,1,104,2017-11-27,,3,6,1,,
3622815718,129,False,1372,2,1,100,2017-12-16,,7,4,0,,
3622886423,130,False,1609,2,1,16,2017-12-16,,5,5,1,,
3622984469,129,False,1543,2,1,107,2017-12-16,21.0,10,3,0,10.0,
3625237450,130,False,2216,2,1,100,2017-12-17,,7,6,0,,
3625300015,2,True,2357,2,1,100,2017-12-17,,8,13,0,,
3655354090,131,False,1751,2,1,112,2018-01-02,21.0,13,2,0,10.0,
3655405916,0,True,2703,2,1,109,2018-01-02,,11,3,0,,
3655534446,128,False,2648,2,1,19,2018-01-02,,10,8,0,,
3657284824,0,True,1503,2,1,19,2018-01-03,21.0,9,1,0,10.0,
3657326201,132,True,2910,2,1,15,2018-01-03,21.0,11,3,0,10.0,
3662963396,0,True,1404,2,1,1,2018-01-06,,8,0,0,,
3662995180,132,False,1685,2,1,18,2018-01-06,21.0,2,4,0,10.0,
3663046211,1,True,2784,2,1,19,2018-01-06,,5,10,0,,
3663116681,0,False,2435,2,1,15,2018-01-06,21.0,13,8,1,10.0,
3668678186,128,False,1905,2,1,57,2018-01-08,21.0,7,4,0,10.0,
3668727917,128,False,784,2,1,38,2018-01-08,,9,0,0,,
3670377082,128,False,2193,2,1,65,2018-01-09,21.0,3,2,0,10.0,
3670430383,128,True,2153,2,1,65,2018-01-09,,4,6,1,,
3670470752,0,True,1685,2,1,104,2018-01-10,21.0,5,4,0,10.0,
3670500782,128,False,851,2,1,69,2018-01-10,21.0,4,2,0,,
3670525891,128,True,2344,2,1,13,2018-01-10,21.0,6,3,0,10.0,
3670567058,0,False,1966,2,1,102,2018-01-10,,2,9,1,,
3670660779,0,True,2359,2,1,13,2018-01-10,21.0,7,2,0,10.0,
3671661767,128,True,1220,2,1,65,2018-01-10,21.0,1,5,1,10.0,
3671728686,128,True,1563,2,1,69,2018-01-10,21.0,2,3,1,10.0,
3673789772,0,True,1224,2,1,78,2018-01-12,21.0,3,5,0,10.0,
3690042517,3,False,2591,2,1,26,2018-01-20,21.0,2,10,0,10.0,
3702658504,129,False,924,2,1,29,2018-01-27,21.0,2,0,0,,
3702740988,130,False,987,2,1,49,2018-01-27,21.0,2,1,0,10.0,
3702875601,3,True,1746,2,1,60,2018-01-27,,5,0,0,,
3702977294,130,False,2391,2,1,102,2018-01-27,21.0,1,1,0,10.0,
3705160594,131,False,1766,2,1,60,2018-01-28,,8,2,0,,
3705222117,1,False,2324,2,1,57,2018-01-28,,2,13,0,,
3705274482,131,True,3174,2,1,57,2018-01-28,,4,7,0,,
3715133018,1,True,1126,2,1,89,2018-02-03,,4,1,0,,
3715198822,129,False,1089,2,1,89,2018-02-03,21.0,3,0,0,10.0,
3715337641,129,False,989,2,1,84,2018-02-03,21.0,3,2,0,10.0,
3715395297,128,False,1897,2,1,107,2018-02-03,,2,7,0,,
3717609734,1,False,2385,2,1,107,2018-02-04,21.0,2,8,0,10.0,
3727243992,0,True,1543,2,1,16,2018-02-10,,6,6,0,,
3727322938,128,False,1019,2,1,62,2018-02-10,,7,2,0,,
3727431275,128,False,1630,2,1,89,2018-02-10,,3,4,0,,
3727545573,128,False,1486,2,1,60,2018-02-10,,3,4,0,,
3729620890,128,False,1824,2,1,103,2018-02-11,21.0,3,4,0,10.0,
3729795579,0,False,2561,2,1,107,2018-02-12,21.0,4,11,0,,
3952848238,1,True,1107,2,1,9,2018-06-15,,15,3,0,,
3952887198,2,True,1433,2,1,78,2018-06-15,21.0,7,2,0,10.0,
3953057227,1,True,1338,2,1,60,2018-06-15,21.0,4,1,0,10.0,
3953102232,2,True,1678,2,1,38,2018-06-15,21.0,3,5,0,10.0,
3954677406,3,False,3685,2,1,57,2018-06-15,21.0,2,6,1,,
3956748889,130,False,1357,2,1,16,2018-06-16,21.0,3,3,0,10.0,
