col0,col1,col2,col3
1,90,5/10/2020,student123
2,90,5/10/2020,student123
3,90,5/10/2020,student123
4,90,5/10/2020,student123
5,90,5/10/2020,student123
6,78,2020-05-11 15:30::43,studentIfCvEz
7,75,2020-05-11 15:30::48,studenthsztpz
8,80,2020-05-11 15:30::58,studentp97nL8
9,79,2020-05-11 15:31::03,studenthBhLK6
10,73,2020-05-11 15:31::07,studentOu952D
11,74,2020-05-11 15:31::17,studentuETjF2
12,74,2020-05-11 15:31::22,student4iACvK
13,79,2020-05-11 15:31::27,studenttKWGFB
14,81,2020-05-11 15:31::32,studentlNfxNc
15,81,2020-05-11 15:31::37,studentmRqNIx
16,72,2020-05-11 15:31::47,studentxM8Cob
17,74,2020-05-11 15:31::58,student9KxRLQ
18,74,2020-05-11 15:32::03,studenteJUVfa
19,80,2020-05-11 15:56::32,studentGeQlX2
20,79,2020-05-11 15:56::37,studentCkuANm
21,79,2020-05-11 15:56::42,studentTuRmCg
22,96,2020-05-11 15:56::47,studentfiGB4e
23,100,2020-05-11 15:56::52,studentD4sZ0e
24,97,2020-05-11 15:56::57,student9adRrT
25,82,2020-05-11 15:57::02,studentwVTAKB
26,80,2020-05-11 15:57::12,studentetsRTo
27,83,2020-05-11 15:57::17,student7uCdKh
28,98,2020-05-11 15:57::22,studenthiwqhZ
29,101,2020-05-11 15:57::27,student7kSMYu
30,101,2020-05-11 15:57::37,studentSxUmzB
31,100,2020-05-11 15:57::41,studentsatfg0
32,82,2020-05-11 15:57::51,student4HmW1k
33,83,2020-05-11 15:58::02,studentiPizP1
34,83,2020-05-11 15:58::07,studentXyJU86
35,83,2020-05-11 15:58::12,studentUeTLaE
36,81,2020-05-11 15:58::17,student9LuKgt
37,83,2020-05-11 15:58::27,student7BoWu3
38,87,2020-05-11 15:58::32,studentP7bcKK
39,86,2020-05-11 15:58::37,studentwOqtpy
40,85,2020-05-11 15:58::47,studentEANaAu
41,80,2020-05-11 15:58::52,studentK5VP4d
42,79,2020-05-11 15:58::57,student1VFX6t
43,80,2020-05-11 15:59::02,studentHWUOFj
44,79,2020-05-11 15:59::07,studentLA79v1
45,82,2020-05-11 15:59::17,student4yDVP1
46,78,2020-05-11 15:59::22,studentIpDGJq
47,75,2020-05-11 15:59::32,studentHwLTWB
48,75,2020-05-11 15:59::37,student9AW16L
49,76,2020-05-11 15:59::41,studentpArbh8
50,81,2020-05-11 15:59::46,studentFrImQF
51,82,2020-05-11 15:59::51,studentgIynfc
52,89,2020-05-11 15:59::56,studentGkPA0k
53,91,2020-05-11 16:00::02,studentby8v6H
54,97,2020-05-11 16:00::07,studentdHfDil
55,96,2020-05-11 16:00::27,student0qp6PU
