col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
200103680,OPMBNTFB0039,"Mi Max (Gold,128GB)(B Grade)",Norma Fisher,8500.0,1.0,0.0,8500.0,Other,MUMBAI,Maharashtra,Norma Fisher,Susheel Kamble,cashondelivery,kelleylisa@hotmail.com
200103743,NEWMOB00036,"Moto M (Gold, 64 GB)",Jorge Sullivan,10499.0,1.0,0.0,10499.0,New,NAGPUR,Maharashtra,Jorge Sullivan,Susheel Kamble,banktransfer,sean96@johnston-roberts.com
200103798,REFMOB0012,"Samsung Galaxy J7 Pro (Black, 64 GB) (Brand Refurbished Mobile)",Elizabeth Woods,12600.0,1.0,113.0,12487.0,RefurbishedMobiles,KOLHAPUR,Maharashtra,Elizabeth Woods,Susheel Kamble,billdesk_ccdc_net,salazardiane@jones-shelton.com
200103821,QCMBB000072,MOTOROLA E 2ND GEN (8GB),Susan Wagner,7498.0,5.0,0.0,7498.0,Preowned,MUMBAI,Maharashtra,Susan Wagner,Susheel Kamble,cashondelivery,kirbyrachael@vega.net
200103824,QCMBB000072,MOTOROLA E 2ND GEN (8GB),Peter Montgomery,2999.0,2.0,0.0,2999.0,Preowned,MUMBAI,Maharashtra,Peter Montgomery,Susheel Kamble,cashondelivery,pattylawrence@riley-hayes.com
200103824,QCMBB000095,OnePlus One (64GB),Theodore Mcgrath,4600.0,1.0,0.0,4600.0,Preowned,MUMBAI,Maharashtra,Theodore Mcgrath,Susheel Kamble,cashondelivery,chloe79@rogers.com
200103845,NEWMOB00412,VOW V105 (Black + Blue),Stephanie Collins,5253.0,10.0,0.0,5253.0,featurephones,NASIK,Maharashtra,Stephanie Collins,Susheel Kamble,cashondelivery,nathanjackson@cabrera-garcia.com
200103845,NEWMOB00454,VOW V104 (Black + Blue),Stephanie Sutton,5253.0,10.0,0.0,5253.0,featurephones,NASIK,Maharashtra,Stephanie Sutton,Susheel Kamble,cashondelivery,montoyacynthia@guzman.com
200103870,OPMBNTFB0059,Redmi Note 4 3GB Black 32GB,Brian Hamilton,6931.0,1.0,0.0,6931.0,Other,BHIWANDI,Maharashtra,Brian Hamilton,Susheel Kamble,cashondelivery,hdavis@jacobs.com
200103871,NEWMOB00412,VOW V105 (Black + Blue),Susan Levy,5253.0,10.0,0.0,5253.0,featurephones,KOLHAPUR,Maharashtra,Susan Levy,Susheel Kamble,cashondelivery,zclark@giles.net
200103887,QCMBB000110,SAMSUNG GALAXY GRAND (8GB),Sean Green,2200.0,1.0,0.0,2200.0,Preowned,PUNE,Maharashtra,Sean Green,Susheel Kamble,cashondelivery,huffchad@gmail.com
200103887,QCMBB000313,OnePlus One (16GB),Kimberly Smith,3500.0,1.0,0.0,3500.0,Preowned,PUNE,Maharashtra,Kimberly Smith,Susheel Kamble,cashondelivery,ryan08@yahoo.com
200103888,QCMBA000021,SAMSUNG GALAXY CORE PRIME (8GB) (A),Jennifer Summers,2200.0,1.0,0.0,2200.0,Preowned,PUNE,Maharashtra,Jennifer Summers,Susheel Kamble,cashondelivery,lyonspeter@howard-dennis.org
200103888,QCMBB000285,SAMSUNG GALAXY A7 DUOS (16GB),April Snyder,6500.0,1.0,0.0,6500.0,Preowned,PUNE,Maharashtra,April Snyder,Susheel Kamble,cashondelivery,tammybrown@moore.com
200103894,QCMBB000072,MOTOROLA E 2ND GEN (8GB),Dana Nguyen,1500.0,1.0,0.0,1500.0,Preowned,PUNE,Maharashtra,Dana Nguyen,Susheel Kamble,cashondelivery,alexandermaldonado@hotmail.com
200103894,QCMBB000138,SAMSUNG GALAXY S ADVANCE (8GB),Cheryl Bradley,1200.0,1.0,0.0,1200.0,Preowned,PUNE,Maharashtra,Cheryl Bradley,Susheel Kamble,cashondelivery,paul42@hotmail.com
200103894,QCMBB000149,SAMSUNG GALAXY S3 MINI (8GB),Walter Pratt,1500.0,1.0,0.0,1500.0,Preowned,PUNE,Maharashtra,Walter Pratt,Susheel Kamble,cashondelivery,vharmon@williams.info
200103894,QCMBB000178,SONY XPERIA M (4GB),Bobby Flores,1800.0,1.0,0.0,1800.0,Preowned,PUNE,Maharashtra,Bobby Flores,Susheel Kamble,cashondelivery,emily99@gmail.com
200103898,NEWMOB00376,"Swipe Elite Pro (32GB, 3GB RAM)",Tasha Rodriguez,5600.0,1.0,0.0,5600.0,New,PUNE,Maharashtra,Tasha Rodriguez,Susheel Kamble,cashondelivery,pgoodman@gmail.com
