col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
1,2,244,13,7,2,29,3,12,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0
2,3,331,10,10,8,19,4,5,1,0,2,1,0,0,1,0,0,0,0,2,2,2,0,0
summer,7,209,5,1,2,15,5,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
control,9,282,11,13,5,29,3,5,1,2,3,0,1,1,0,0,1,1,0,1,0,7,0,0
summer,10,297,4,11,27,13,7,7,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,262,4,4,5,30,7,10,1,2,1,0,0,0,1,0,0,0,0,0,4,1,1,1
2,13,251,7,6,4,23,3,7,0,0,5,1,0,0,2,1,0,0,0,1,7,1,0,0
1,14,329,3,12,9,27,9,9,4,0,4,1,1,0,0,0,0,0,0,0,6,1,0,0
summer,15,250,10,7,0,25,5,2,1,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0
2,18,190,1,6,1,36,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0
summer,19,313,9,9,9,18,5,8,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0
control,26,303,10,20,1,30,9,4,0,2,5,0,1,0,0,0,0,0,0,0,0,6,0,0
control,29,293,12,2,1,25,4,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1
control,42,164,15,6,1,22,7,1,2,2,1,0,1,0,0,1,0,0,0,5,0,1,0,0
1,59,355,8,10,5,13,10,5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1,62,226,8,11,7,17,8,6,2,1,3,0,0,0,0,0,0,0,0,0,4,2,0,0
previous,A,278,8,4,2,21,5,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
previous,B,239,7,3,0,22,5,3,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0
previous,C,294,11,6,1,17,4,3,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1
previous,D,221,9,5,1,24,4,1,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0
