col0,col1,col2,col3,col4,col5,col6
30,1,11,45,2018-12-18 10:08:27,1,1
35,1,11,1,2018-12-21 15:44:24,1,1
58,1,58,10,2018-12-27 09:06:34,1,1
64,1,11,10,2018-12-27 15:52:07,1,1
65,1,11,10,2018-12-27 16:00:10,1,1
66,1,11,10,2018-12-27 17:08:10,1,1
67,1,11,1,2018-12-28 05:15:56,1,1
68,1,11,1,2018-12-28 05:47:08,1,1
69,1,11,1,2018-12-28 06:23:04,1,1
71,1,11,1,2018-12-28 06:33:36,1,1
72,1,11,1,2018-12-28 06:42:12,1,1
73,1,71,7,0000-00-00 00:00:00,0,1
74,2,58,1,2018-12-30 05:09:08,1,1
75,1,71,1,2018-12-30 06:16:36,1,1
76,1,11,1,2018-12-30 06:24:33,1,1
78,1,11,1,2018-12-30 08:32:54,1,1
80,4,58,1,2018-12-30 08:47:05,1,1
81,3,58,2,2018-12-30 08:47:20,1,1
82,1,11,1,2018-12-31 09:37:30,1,1
83,1,150,1,2019-01-01 13:26:12,1,1
84,2,150,2,2019-01-01 13:26:27,1,1
85,3,150,3,2019-01-01 13:26:36,1,1
86,4,150,4,2019-01-01 13:26:49,1,1
87,5,150,5,2019-01-01 13:26:58,1,1
88,6,150,6,2019-01-01 13:27:06,1,1
89,1,11,1,2019-01-01 13:48:37,1,1
90,1,11,1,2019-01-02 12:08:41,1,1
91,1,11,1,2019-01-05 10:54:06,1,1
92,1,11,1,2019-01-05 10:55:43,1,1
93,1,11,1,2019-01-05 13:06:02,1,1
434,1,12,7,2019-01-05 15:08:00,1,1
435,2,12,8,2019-01-05 15:08:00,1,1
436,3,12,9,2019-01-05 15:08:00,1,1
437,4,12,10,2019-01-05 15:08:00,1,1
438,5,12,11,2019-01-05 15:08:00,1,1
439,6,12,12,2019-01-05 15:08:00,1,1
440,7,12,13,2019-01-05 15:08:00,1,1
441,8,12,14,2019-01-05 15:08:00,1,1
442,9,12,15,2019-01-05 15:08:00,1,1
443,10,12,16,2019-01-05 15:08:00,1,1
444,11,12,17,2019-01-05 15:08:00,1,1
445,12,12,18,2019-01-05 15:08:00,1,1
446,13,12,19,2019-01-05 15:08:00,1,1
447,14,12,20,2019-01-05 15:08:00,1,1
448,15,12,21,2019-01-05 15:08:00,1,1
449,16,12,22,2019-01-05 15:08:00,1,1
450,17,12,23,2019-01-05 15:08:00,1,1
451,18,12,24,2019-01-05 15:08:00,1,1
452,19,12,25,2019-01-05 15:08:00,1,1
453,20,12,26,2019-01-05 15:08:00,1,1
454,21,12,27,2019-01-05 15:08:00,1,1
455,22,12,28,2019-01-05 15:08:00,1,1
456,23,12,29,2019-01-05 15:08:00,1,1
457,24,12,30,2019-01-05 15:08:00,1,1
458,25,12,31,2019-01-05 15:08:00,1,1
459,26,12,32,2019-01-05 15:08:00,1,1
460,27,12,33,2019-01-05 15:08:00,1,1
461,28,12,34,2019-01-05 15:08:00,1,1
462,29,12,35,2019-01-05 15:08:00,1,1
463,30,12,36,2019-01-05 15:08:00,1,1
464,31,12,37,2019-01-05 15:08:00,1,1
465,32,12,38,2019-01-05 15:08:00,1,1
466,33,12,39,2019-01-05 15:08:00,1,1
467,34,12,40,2019-01-05 15:08:00,1,1
468,35,12,41,2019-01-05 15:08:00,1,1
469,36,12,42,2019-01-05 15:08:00,1,1
470,37,12,43,2019-01-05 15:08:00,1,1
471,38,12,44,2019-01-05 15:08:00,1,1
472,39,12,45,2019-01-05 15:08:00,1,1
473,40,12,46,2019-01-05 15:08:00,1,1
474,41,12,47,2019-01-05 15:08:00,1,1
475,42,12,48,2019-01-05 15:08:00,1,1
476,43,12,49,2019-01-05 15:08:00,1,1
477,44,12,50,2019-01-05 15:08:00,1,1
478,45,12,51,2019-01-05 15:08:00,1,1
479,46,12,52,2019-01-05 15:08:00,1,1
480,47,12,53,2019-01-05 15:08:00,1,1
481,48,12,54,2019-01-05 15:08:00,1,1
482,49,12,55,2019-01-05 15:08:00,1,1
483,50,12,56,2019-01-05 15:08:00,1,1
484,51,12,57,2019-01-05 15:08:00,1,1
485,52,12,58,2019-01-05 15:08:00,1,1
486,53,12,59,2019-01-05 15:08:00,1,1
487,54,12,60,2019-01-05 15:08:00,1,1
488,55,12,61,2019-01-05 15:08:00,1,1
489,56,12,62,2019-01-05 15:08:00,1,1
490,57,12,63,2019-01-05 15:08:00,1,1
491,58,12,64,2019-01-05 15:08:00,1,1
492,59,12,65,2019-01-05 15:08:00,1,1
493,60,12,66,2019-01-05 15:08:00,1,1
494,61,12,67,2019-01-05 15:08:00,1,1
495,62,12,68,2019-01-05 15:08:00,1,1
496,63,12,69,2019-01-05 15:08:00,1,1
497,64,12,70,2019-01-05 15:08:00,1,1
498,65,12,71,2019-01-05 15:08:00,1,1
499,66,12,72,2019-01-05 15:08:00,1,1
