col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
92012-01,Boulogne-Billancourt/Édouard Vaillant/81,81 avenue Édouard Vaillant,83409,Boulogne-Billancourt,"48.8344135, 2.2464756",Voirie,6,0,0
92012-12,Boulogne-Billancourt/Henri Martin/2,2 rue Henri Martin,77244,Boulogne-Billancourt,"48.8365078, 2.2524132",Voirie,6,0,0
92012-34,Boulogne-Billancourt/Meudon/40,40 rue de Meudon,23696,Boulogne-Billancourt,"48.8281027, 2.2422542",Voirie,6,0,0
92022-03,Chaville/Pavé des Gardes/33,33 route du Pavé des Gardes,84590,Chaville,"48.80551, 2.184925",Voirie,6,0,0
92022-04,Chaville/Roger Salengro/705,705 Avenue Roger Salengro,67639,Chaville,"48.8149125, 2.1935315",Voirie,6,0,0
92040-05,Issy-les-Moulineaux/Verdun/135,135 avenue de Verdun,04930,Issy-les-Moulineaux,"48.81855, 2.25291",Voirie,6,0,0
92040-08,Issy-les-Moulineaux/Îles/21,21 Boulevard des Îles,99813,Issy-les-Moulineaux,"48.8226736, 2.2498224",Voirie,6,0,0
92040-11,Issy-les-Moulineaux/Promenade du Verger/166,166 promenade du Verger,41930,Issy-les-Moulineaux,"48.81731, 2.27009",Voirie,6,0,0
92040-17,Issy-les-Moulineaux/Bara/28,28 Rue Bara,09891,Issy-les-Moulineaux,"48.8326967, 2.2682505",Voirie,6,0,0
92040-19,Issy-les-Moulineaux/Champ Chardon/44,44 Rue de Champ Chardon,25783,Issy-les-Moulineaux,"48.821914, 2.252089",Voirie,6,0,0
92048-01,Meudon/Ponceau/2,2 rue Ponceau,85488,Meudon,"48.8124566, 2.2378816",Voirie,4,0,0
92048-05,Meudon/Terre Neuve/3,3 bis rue Terre Neuve,60341,Meudon,"48.8077664, 2.2350182",Voirie,6,0,0
92048-07,Meudon/Jeanne Braconnier/3,3 rue Jeanne Braconnier,80571,Meudon-la-Forêt,"48.7886841, 2.2114032",Voirie,6,0,0
92048-08,Meudon/Maréchal Juin/18,18 avenue du Maréchal Juin,31790,Meudon-la-Forêt,"48.788083, 2.216266",Voirie,6,0,0
92072-13,Sèvres/Wolfenbüttel/1,1 Rue de Wolfenbüttel,60619,Sèvres,"48.812502, 2.213332",Voirie,6,0,0
92075-05,Vanves/Jean Jaurès/101,101 rue Jean Jaurès,68955,Vanves,"48.8258129, 2.2906328",Voirie,6,0,0
