col0,col1,col2,col3,col4,col5
asdfg,Biblioteca,Napoli,Via brombeis 42,"9533 Jessica Crescent
West Laura, NE 08652",3401234567.0
qwert,Biblioteca Comunale,Verona,Via Cavour 12,"309 Anthony Roads
New Maria, MO 12498",3402345678.0
zxcvb,Biblioteca bella,Bari,via Giuseppe Garibaldi 7,"90321 Clark Union
Lake Andrewchester, CT 34569",459876543.0
idStorico,idUtenti,idLibri,dataRitiro,"456 Bruce Mountain
New Craigfurt, KS 47497",
S0000,abcde,L0001,01/01/1903,"PSC 7923, Box 0225
APO AP 33359",
123fg,cs333,ssd00,10/01/2010,"207 Mccullough Well Suite 564
New Hannah, WA 10865",
dfgty,cv001,aaqww,12/12/2020,"423 Bell Heights
Brittanyberg, ME 51359",
S0002,cv001,ssdrr,12/09/2019,"93523 Dana Lane
Johnsonshire, WI 87296",
hjkgl,cs333,aaqww,1/10/2019,"1427 Odonnell Rapids
North Troyport, NH 07035",
S0003,ggggg,12345,15/08/2020,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",
S0004,cv001,L0000,07/05/2008,"76104 Marsh Crescent
Dennishaven, SD 85034",
lkasz,cv001,4567y,20/02/2018,"0003 Grant Lakes
Port Karafort, SD 60619",
S0005,cs333,zxxcx,20/04/2020,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978",
bhgvc,abcde,12345,5/04/2018,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742",
zsxdc,ggggg,aaqww,3/06/2019,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894",
mknjh,ggggg,ssd00,30/05/2019,"30601 Hawkins Highway
Morashire, TX 28976",
nbvcq,cd444,12345,9/10/2018,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798",
S0006,abcde,aaqww,17/02/2019,"76582 Vanessa Oval
New Richard, NE 68819",
S0007,abcde,L0001,01/07/2014 ,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",
S0008,abcde,12345,03/06/2015,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",
S0009,abcde,4567y,28/11/2012 ,"891 Bullock Ford
Amandachester, NJ 51431",
