col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
05/11/2014,Criterium,Men,Cat4/5,,,,,,,,
"Place,License",,,,,,,,,,,
"1,322076,Steve,LAWRENCE,Salt",Lake,"City,UT,00:00.0,Roosters",Bikers,Edge,,,,,,,
"2,152635,S.todd,WAHL,Salt",Lake,"City,UT,00:00.0,Cicada",Racing,Inc.,,,,,,,
"3,401087,Joe,LUNA,Harrisville,UT,00:00.0,roosters",bike,club,,,,,,,,,
"4,366305,Jon,LARSEN,Riverton,UT,00:00.0,Millcreek",Bicycles,,,,,,,,,,
"5,376089,Grayson,MILLARD,Holladay,UT,00:00.0,FFKR",Contender,Racing,,,,,,,,,
"6,263288,James,LECHTENBERG,Taylorsville,UT,00:00.0,FFKR",Contender,Racing,Team,,,,,,,,
"7,380238,Chris,EPPLEY,Spanish","Fork,UT,00:00.0,FFKR-",Contender,Racing,,,,,,,,
"8,267584,John,WARD,Sparks,NV,00:00.0,LiVe",Well,p/b,Bountiful,Bicycl,,,,,,,
"9,404706,Dustin,LAYTON,Magna,UT,00:00.0,SaltCycle-Intelitechs",,,,,,,,,,,
"10,431013,Tim,MASSUCCO,Stratton","Mountain,VT,00:00.0,Ski",Utah,|,PLAN,7,,,,,,
"11,0,Scott,SMITH,,,00:00.0,Team",Red,Rock,,,,,,,,,
"12,395765,Nathan,HANSEN,Saratoga","Springs,UT,00:00.0,SBR",Cycles,,,,,,,,,
"13,433508,Timothy,LEI,Ogden,UT,00:00.0,",,,,,,,,,,,
"14,361193,Grayson,GEARIN,Las","Vegas,NV,00:00.0,Carefast",P/B,Les,Rois,,,,,,,
"15,307324,Dylan,TODD,Las",Vegas,",NV,00:00.0,Velo",Vegas,p/b,Every,Kid,a,Bik,,,
"16,427784,Christian,MORENO,Provo,UT,00:00.0,UVU",Cycling,Team,,,,,,,,,
"17,378300,Matthew,LAI,Burlingame,CA,00:00.0,12/31/2014",,,,,,,,,,,
"DNS,367100,James,ALLEN,Davis,CA,00:00.0,SaltCycle-Intelitechs",,,,,,,,,,,
"DNS,365998,Kyle,ANDERSON,Sandy,UT,00:00.0,Ski",Utah,|,PLAN,7,,,,,,,
"DNS,388567,Daniel,BILONIC,Salt",Lake,"City,UT,00:00.0,roadbikerepair",,,,,,,,,
"DNS,415491,Jeff,HOGG,Clinton,UT,00:00.0,Team",Endurance360,,,,,,,,,,
"DNS,224051,Patrick,MORTON,Park","City,UT,00:00.0,AtTask",Canyon,Bicycles,,,,,,,,
"DNS,0,Tom,VAUGHN,,,00:00.0,",,,,,,,,,,,
"DNS,308066,Ronnie,BOUTTE,Layton,UT,00:00.0,Velosport",Racing,,,,,,,,,,
"DNS,375326,Kelly,PERKINS,Park","City,UT,00:00.0,Velosport",Racing,,,,,,,,,
"DNF,26520,Mike,OBLAD,Taylorsville,UT,00:00.0,Porcupine",Cycling,,,,,,,,,,
05/11/2014,Criterium,Men,Cat1/2/3/4/5,Master,40-99,,,,,,
"Place,License",,,,,,,,,,,
"1,4702,Joel,BRAZIL,Ketchum,ID,45:02.1,Audi/Kryki",,,,,,,,,,,
"2,91576,Andre,GONZALEZ,Lehi,UT,45:02.8,FFKR-Contender",Racing,,,,,,,,,,
"3,260377,Norman,FRYE,Salt",Lake,"City,UT,45:03.1,Ski",Utah/Plan,7,,,,,,,
