col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
6117,700641,Norma Fisher,"80160 Clayton Isle Apt. 513
East Linda, ND 59217",Arenas,PR,641,(787) 894-2875,General Acute Care Hospital,,Arecibo,72013,US,18.259661,-66.70652,622210,General Medical And Surgical Hospitals,http://www.gis.pr.gov/,,254,,72,,,,,9/6/2013
6301,3800739,Jorge Sullivan,"714 Mann Plaza Suite 839
Seanfurt, OK 32234",Yauco,PR,739,(787) 739-5555,General Acute Care Hospital,,Caguas,72025,US,18.176018,-66.135765,622210,General Medical And Surgical Hospitals,http://www.gis.pr.gov/,,69,,72,,,,,9/6/2013
6149,1600681,Elizabeth Woods,"09471 Erika Curve
North Megan, UT 71358",Mayaguez,PR,681,(787) 834-0050,General Acute Care Hospital,,Mayaguez,72097,US,18.203242,-67.141023,622210,General Medical And Surgical Hospitals,http://www.gis.pr.gov/,,141,,72,,,,,9/6/2013
6167,2000785,Susan Wagner,"339 Riley Mission Suite 515
South Brendamouth, ID 32356",Guayama,PR,785,(787) 864-0101,General Acute Care Hospital,86.0,Ponce,72113,US,17.981751,-66.104453,622210,General Medical And Surgical Hospitals,http://www.gis.pr.gov/,,91,,72,Non-profit,86.0,,,9/6/2013
6315,4200984,Peter Montgomery,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",Sabana Abajo,PR,984,(787) 757-1800,General Acute Care Hospital,,San Juan,72127,US,18.388472,-65.971899,622210,General Medical And Surgical Hospitals,http://www.gis.pr.gov/,,57,,72,,,,,9/6/2013
6307,4000791,Theodore Mcgrath,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",Humacao Pueblo,PR,791,(787) 852-0505,General Acute Care Hospital,,Caguas,72025,US,18.153753,-65.830378,622210,General Medical And Surgical Hospitals,http://www.gis.pr.gov/,,104,,72,,,,,9/6/2013
6237,2100785,Stephanie Collins,"87091 Gonzalez Knolls
Masseyshire, UT 88665",Guayama Pueblo,PR,785,(787) 864-4300,General Acute Care Hospital,115.0,Ponce,72113,US,17.973551,-66.114454,622210,General Medical And Surgical Hospitals,http://www.gis.pr.gov/,,93,,72,Non-profit,115.0,,,9/6/2013
6248,2500731,Stephanie Sutton,"225 Wilson Mills
North Thomas, OK 67164",Machuelo Arriba,PR,731,(787) 844-0101,General Acute Care Hospital,,Ponce,72113,US,18.034394,-66.594542,622210,General Medical And Surgical Hospitals,http://www.gis.pr.gov/,,166,,72,,,,,9/6/2013
1543,21031503,Brian Hamilton,"PSC 5642, Box 8071
APO AA 97365",Waycross,GA,31503,Not Available,Psychiatric Hospital,53.0,Ware,13299,US,31.245226,-82.392016,622210,General Medical And Surgical Hospitals,Georgia Department of Public Health,,213,,13,,53.0,,,4/1/2013
6327,4500939,Susan Levy,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",San Juan,PR,939,(787) 758-8383,General Acute Care Hospital,250.0,San Juan,72127,US,18.411822,-66.068722,622210,General Medical And Surgical Hospitals,http://www.gis.pr.gov/,,184,,72,Proprietary,250.0,,,9/6/2013
