col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
22,22.0,22.0,107,2004-05-27T13:45:13.000,107,2009-05-27T13:45:13.000,205,Orgs,Org note test with activity and attachment,,,,,0,0,False,0
200,,,107,2009-02-05T00:00:00.000,0,2001-02-23T00:00:00.000,200,Orgs,Talked to bob. said they needs this now,,,,,0,0,False,0
201,0.0,,0,2003-12-05T00:00:00.000,0,2001-02-23T00:00:00.000,458,ARDocs,MEMO TO PB,,,,,0,0,False,0
202,0.0,,0,2004-03-04T00:00:00.000,0,2001-03-22T00:00:00.000,459,ARDocs,"MEMO 1 TO PB, THRU RF",,,,,0,0,False,0
203,0.0,,107,2003-07-20T10:13:32.000,107,2001-07-30T10:13:32.000,459,ARDocs,To Shawanda for POD,,,,,0,0,False,0
204,0.0,,107,2003-09-04T10:19:37.000,107,2001-09-14T10:19:37.000,459,ARDocs,Nobody seems to be able to provide a POD,,,,,0,0,False,0
205,0.0,,107,2003-09-04T10:24:20.000,107,2001-09-14T10:24:20.000,459,ARDocs, DENIAL 1:  Proof of shipment enclosed.  Order shipped FOB Origin.  Please repay the deduction and address carton shrotage issues with your designated carrier.,,,,,0,0,False,0
206,0.0,,107,2004-05-27T13:45:13.000,107,2004-05-27T13:45:13.000,478,ARDocs,PTP for Nov and Dec 2003 invoices,,,,,0,0,False,0
4133385,0.0,,0,2003-12-05T00:00:00.000,0,2001-02-23T00:00:00.000,4017347,ARDocs,MEMO TO PB,,,,,0,0,False,0
4134197,0.0,,0,2004-03-04T00:00:00.000,0,2001-03-22T00:00:00.000,4019347,ARDocs,"MEMO 1 TO PB, THRU RF",,,,,0,0,False,0
4139837,0.0,,107,2008-12-19T00:00:00.000,107,2008-12-19T00:00:00.000,4019799,ARDocs,"Rec'd call from Grayson, she is giving this to Ann B & Jia.",,,,,0,0,False,0
4151225,0.0,,107,2003-07-20T10:13:32.000,107,2001-07-30T10:13:32.000,305,ARDocs,To Shawanda for POD,,,,,0,0,False,0
4157168,0.0,,107,2003-09-04T10:19:37.000,107,2001-09-14T10:19:37.000,4019347,ARDocs,Nobody seems to be able to provide a POD,,,,,0,0,False,0
4157171,0.0,,107,2003-09-04T10:24:20.000,107,2001-09-14T10:24:20.000,4019347,ARDocs, DENIAL 1:  Proof of shipment enclosed.  Order shipped FOB Origin.  Please repay the deduction and address carton shrotage issues with your designated carrier.,,,,,0,0,False,0
4171299,0.0,,107,2004-05-27T13:45:13.000,107,2004-05-27T13:45:13.000,7318100,ARDocs,PTP for Nov and Dec 2003 invoices,,,,,0,0,False,0
4171769,0.0,,107,2008-12-08T00:00:00.000,107,2008-12-08T00:00:00.000,7316745,ARDocs,"called Robert, lm",,,,,0,0,False,0
4171775,0.0,,107,2008-12-18T00:00:00.000,107,2008-12-18T00:00:00.000,7316741,ARDocs,"called Greg, lm",,,,,0,0,False,0
4171776,0.0,,107,2008-12-08T00:00:00.000,107,2008-12-08T00:00:00.000,7316745,ARDocs,"Robert Jones called in, Disputed- OI",,,,,0,0,False,0
4171893,0.0,,107,2008-12-20T00:00:00.000,107,2008-12-20T00:00:00.000,7316741,ARDocs,"tt Matt Johnson w/Albuquerque Factory, said not valid sales allowance",,,,,0,0,False,0
4176451,0.0,,107,2008-12-17T00:00:00.000,107,2008-12-17T00:00:00.000,7316765,ARDocs,LVM to Robert remind. new past due invoices.,,,,,0,0,False,0
