col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
113-4608397-3602635,25-Jul-19,31-Jul-19,PendingApproval, , , , , , , ,Seller,N,N,HM0728-1039,1,CR-MISSED_ESTIMATED_DELIVERY,Y,C-Returns,StandardRefund, , ,15.99,1, , , , , , , 
111-9280318-8285032,16-Jul-19,31-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0738-141,1,AMZ-PG-APP-TOO-SMALL,Y,C-Returns,StandardRefund, , ,15.99,1, , , , , ,15.99, 
111-5466489-9125012,26-Jul-19,29-Jul-19,Closed, , , , , , , ,Seller,N,N,HM0725-2739,1,CR-MISSED_ESTIMATED_DELIVERY,Y,C-Returns,StandardRefund, , ,16.99,1, , , , , , , 
111-3577250-9627457,21-Jun-19,29-Jul-19,Closed, , , , , , , ,Seller,N,N,HM0744-239,1,CR-DEFECTIVE,Y,C-Returns,StandardRefund, , ,14.99,1, , , , , ,14.99, 
111-5466489-9125012,26-Jul-19,29-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0725-2739,1,CR-ORDERED_WRONG_ITEM,Y,C-Returns,StandardRefund, , ,16.99,1, , , , , , , 
111-6860092-6293822,28-Mar-19,26-Jul-19,Closed, , , , , , , ,Seller,N,N,HM0722-H-40,1,CR-DEFECTIVE,N,C-Returns,StandardRefund, , ,15.99,1, , , , , ,15.99, 
112-8248001-8517028,8-Jul-19,25-Jul-19,PendingApproval, , , , , , , ,Seller,N,N,HM0731-Z-40,1,CR-MISSED_ESTIMATED_DELIVERY,Y,C-Returns,StandardRefund, , ,16.55,1, , , , , , , 
111-6834356-5028205,18-Jun-19,22-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0747-0141,1,AMZ-PG-APP-TOO-SMALL,Y,C-Returns,StandardRefund, , ,15.99,1, , , , , ,15.99, 
111-7781009-9605002,19-Jul-19,22-Jul-19,Closed, , , , , , , ,Seller,N,N,HM0701-H-40,1,CR-MISSED_ESTIMATED_DELIVERY,Y,C-Returns,StandardRefund, , ,14.99,1, , , , , ,14.99, 
114-6807346-4517039,5-Jul-19,22-Jul-19,PendingApproval, , , , , , , ,Customer,N,N,HM0728-1040,1,AMZ-PG-APP-STYLE,Y,C-Returns,StandardRefund, , ,15.99,1, , , , , , , 
