col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
102.100.100.57997,Sponge,BI_CC_030616_1,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,50,,,,,0,2017-12-21 07:09:20
102.100.100.57520,Sponge,BI_CC_150816_3,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,49,,,,,0,2017-12-21 07:09:20
102.100.100.57519,Sponge,BI_CC_150816_2,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,48,,,,,0,2017-12-21 07:09:20
102.100.100.57518,Sponge,BI_CC_150816_1,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,47,,,,,0,2017-12-21 07:09:20
102.100.100.57517,Sponge,BI_CC_070217_3,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,46,,,,,0,2017-12-21 07:09:20
102.100.100.57516,Sponge,BI_CC_070217_2,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,45,,,,,0,2017-12-21 07:09:20
102.100.100.57515,Sponge,BI_CC_070217_1,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,44,,,,,0,2017-12-21 07:09:20
102.100.100.57514,Sponge,BI_CC_061016_3,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,43,,,,,0,2017-12-21 07:09:20
102.100.100.57513,Sponge,BI_CC_061016_2,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,42,,,,,0,2017-12-21 07:09:20
102.100.100.57512,Sponge,BI_CC_061016_1,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,41,,,,,0,2017-12-21 07:09:20
102.100.100.57511,Sponge,BI_CC_050716_3,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,40,,,,,0,2017-12-21 07:09:20
102.100.100.57510,Sponge,BI_CC_050716_2,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,39,,,,,0,2017-12-21 07:09:20
102.100.100.57509,Sponge,BI_CC_050716_1,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,38,,,,,0,2017-12-21 07:09:20
102.100.100.57508,Sponge,BI_CC_050617_3,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,37,,,,,0,2017-12-21 07:09:20
102.100.100.37950,Sponge,BI_CC_050617_2,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,36,,,,,0,2017-12-21 07:09:20
102.100.100.37949,Sponge,BI_CC_050617_1,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,35,,,,,0,2017-12-21 07:09:20
102.100.100.37945,Sponge,BI_CC_050416_3,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,34,,,,,0,2017-12-21 07:09:20
102.100.100.37944,Sponge,BI_CC_050416_2,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,33,,,,,0,2017-12-21 07:09:20
102.100.100.37943,Sponge,BI_CC_050416_1,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,32,,,,,0,2017-12-21 07:09:20
102.100.100.37942,Sponge,BI_CC_030616_3,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,31,,,,,0,2017-12-21 07:09:20
102.100.100.37941,Sponge,BI_CC_030616_2,2017-11-15,2017-11-17,Jess Taylor,20019,False,,,yes,,,30,,,,,0,2017-12-21 07:09:20
102.100.100.36107,Sediment,TP_ZM_070716_3,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,29,,,,,0,2017-12-21 07:09:19
102.100.100.36106,Sediment,TP_ZM_070716_2,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,28,,,,,0,2017-12-21 07:09:19
102.100.100.36105,Sediment,TP_ZM_070716_1,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,27,,,,,0,2017-12-21 07:09:19
102.100.100.36104,Sediment,TP_ZM_140616_3,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,26,,,,,0,2017-12-21 07:09:19
102.100.100.36103,Sediment,TP_ZM_140616_2,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,25,,,,,0,2017-12-21 07:09:19
102.100.100.36102,Sediment,TP_ZM_140616_1,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,24,,,,,0,2017-12-21 07:09:19
102.100.100.36101,Sediment,TP_ZM_070616_3,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,23,,,,,0,2017-12-21 07:09:19
102.100.100.36100,Sediment,TP_ZM_070616_2,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,22,,,,,0,2017-12-21 07:09:19
102.100.100.36099,Sediment,TP_ZM_070616_1,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,21,,,,,0,2017-12-21 07:09:19
102.100.100.36098,Sediment,TP_ZM_030616_3,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,20,,,,,0,2017-12-21 07:09:19
102.100.100.36097,Sediment,TP_ZM_030616_2,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,19,,,,,0,2017-12-21 07:09:19
102.100.100.36096,Sediment,TP_ZM_030616_1,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,True,AGRF,,,,,18,,,,,0,2017-12-21 07:09:19
102.100.100.36095,Seagrass,TP_SL_070716_3,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,17,,,,,0,2017-12-21 07:09:19
102.100.100.36094,Seagrass,TP_SL_070716_2,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,16,,,,,0,2017-12-21 07:09:19
102.100.100.36093,Seagrass,TP_SL_070716_1,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,15,,,,,0,2017-12-21 07:09:19
102.100.100.36092,Seagrass,TP_SL_140616_3,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,14,,,,,0,2017-12-21 07:09:19
102.100.100.36091,Seagrass,TP_SL_140616_2,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,13,,,,,0,2017-12-21 07:09:19
102.100.100.36090,Seagrass,TP_SL_140616_1,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,12,,,,,0,2017-12-21 07:09:19
102.100.100.36089,Seagrass,TP_SL_070616_3,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,11,,,,,0,2017-12-21 07:09:19
102.100.100.36088,Seagrass,TP_SL_070616_2,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,10,,,,,0,2017-12-21 07:09:19
102.100.100.36087,Seagrass,TP_SL_070616_1,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,9,,,,,0,2017-12-21 07:09:19
102.100.100.36086,Seagrass,TP_SL_030616_3,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,8,,,,,0,2017-12-21 07:09:19
102.100.100.36085,Seagrass,TP_SL_030616_2,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,7,,,,,0,2017-12-21 07:09:19
102.100.100.36084,Seagrass,TP_SL_030616_1,2017-09-21,2016-09-21,Valentina Hurtado McCormick,20006,False,,,no,,,6,,,,,0,2017-12-21 07:09:19
102.100.100.34957,Sediment,BH_SE_140616_2R,2016-08-25,2016-08-25,Jess Taylor,20001,True,AGRF,2016-10-21,no,34957_1_wor_PE_200bp_MM_AGRF_CA5YNANXX_CAGATC,,5,,,,,0,2017-12-21 07:09:19
102.100.100.34956,Sediment,BI_SE_140616_3R,2016-08-25,2016-08-25,Jess Taylor,20001,True,AGRF,2016-10-21,no,34956_1_wor_PE_200bp_MM_AGRF_CA5YNANXX_GCCAAT,,4,,,,,0,2017-12-21 07:09:19
102.100.100.34955,Sponge,BI_CA_050716_1R,2016-08-25,2016-08-25,Jess Taylor,20001,True,AGRF,2016-10-21,yes,34955_1_wir_PE_200bp_MM_AGRF_CA5YNANXX_TTAGGC,,3,,,,,0,2017-12-21 07:09:19
102.100.100.34954,Sponge,BI_CA_050716_3R,2016-08-25,2016-08-25,Jess Taylor,20001,True,AGRF,2016-10-21,yes,34954_1_wir_PE_200bp_MM_AGRF_CA5YNANXX_CGATGT,,2,,,,,0,2017-12-21 07:09:19
102.100.100.34953,Sponge,SH_CA_140616_2R,2016-08-25,2016-08-25,Jess Taylor,20001,True,AGRF,2016-10-21,yes,34953_1_wir_PE_200bp_MM_AGRF_CA5YNANXX_ATCACG,,1,,,,,0,2017-12-21 07:09:19
