col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
0,0,55000000,tt0454921,307077295,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe",USA,Gabriele Muccino,"Biography, Drama",8.0,"370,364","English, Cantonese",Sony Pictures,PG-13,15 Dec 2006,117 min,The Pursuit of Happyness,2006,tt0454921
1,1,200000000,tt0383574,1065659812,"Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport",USA,Gore Verbinski,"Action, Adventure, Fantasy",7.3,"568,121","English, Turkish, Greek, Mandarin, French",Buena Vista,PG-13,07 Jul 2006,151 min,Pirates of the Caribbean: Dead Man's Chest,2006,tt0383574
2,2,120000000,tt0317219,461983149,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy",USA,"John Lasseter, Joe Ranft(co-director)","Animation, Comedy, Family",7.1,"292,502","English, Italian, Japanese, Yiddish",Buena Vista,G,09 Jun 2006,117 min,Cars,2006,tt0317219
3,3,54000000,tt0434409,132511035,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry","USA, UK, Germany",James McTeigue,"Action, Drama, Thriller",8.2,"870,474",English,Warner Bros. Pictures,R,17 Mar 2006,132 min,V for Vendetta,2005,tt0434409
4,4,35000000,tt0458352,326551094,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci","USA, France",David Frankel,"Comedy, Drama",6.8,"308,430","English, French",20th Century Fox,PG-13,30 Jun 2006,109 min,The Devil Wears Prada,2006,tt0458352
5,5,150000000,tt0381061,599045960,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench","UK, Czech Republic, USA, Germany, Bahamas, Italy",Martin Campbell,"Action, Adventure, Thriller",8.0,"504,713","English, French",Sony,PG-13,17 Nov 2006,144 min,Casino Royale,2006,tt0381061
6,6,40000000,tt0482571,109676311,"Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo","USA, UK",Christopher Nolan,"Drama, Mystery, Sci-Fi",8.5,"945,501",English,Buena Vista Pictures,PG-13,20 Oct 2006,130 min,The Prestige,2006,tt0482571
7,7,90000000,tt0407887,289847354,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg","USA, Hong Kong",Martin Scorsese,"Crime, Drama, Thriller",8.5,"966,913","English, Cantonese",Warner Bros. Pictures,R,06 Oct 2006,151 min,The Departed,2006,tt0407887
8,8,10000000,tt0489270,163876815,"Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh","USA, Canada",Darren Lynn Bousman,Horror,6.2,"152,583",English,Lionsgate Films,R,27 Oct 2006,108 min,Saw III,2006,tt0489270
9,9,110000000,tt0477347,574480841,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney","USA, UK",Shawn Levy,"Adventure, Comedy, Family",6.4,"258,200","English, Italian, Hebrew",20th Century Fox,PG,22 Dec 2006,108 min,Night at the Museum,2006,tt0477347
10,10,50000000,tt0401855,111340801,"Kate Beckinsale, Scott Speedman, Tony Curran, Derek Jacobi","USA, Canada, Hungary",Len Wiseman,"Action, Adventure, Fantasy",6.7,"170,206","English, French, Hungarian",Sony/Screen Gems,R,20 Jan 2006,106 min,Underworld: Evolution,2006,tt0401855
11,11,150000000,tt0317919,397850012,"Tom Cruise, Philip Seymour Hoffman, Ving Rhames, Billy Crudup","USA, Germany, China, Italy",J.J. Abrams,"Action, Adventure, Thriller",6.9,"276,546","English, Italian, Mandarin, Cantonese, German, Czech",Paramount Pictures,PG-13,05 May 2006,126 min,Mission: Impossible III,2006,tt0317919
12,12,125000000,tt0382625,767820459,"Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno","USA, Malta, France, UK",Ron Howard,"Mystery, Thriller",6.6,"345,677","English, French, Latin, Spanish",Sony Pictures,PG-13,19 May 2006,149 min,The Da Vinci Code,2006,tt0382625
13,13,50000000,tt0384537,97607453,"Radha Mitchell, Sean Bean, Laurie Holden, Deborah Kara Unger","Canada, France, Japan, USA",Christophe Gans,"Adventure, Horror, Mystery",6.6,"189,528",English,Sony Pictures,R,21 Apr 2006,125 min,Silent Hill,2006,tt0384537
14,14,100000000,tt0450259,170877916,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers","Germany, USA",Edward Zwick,"Adventure, Drama, Thriller",8.0,"430,965","English, Mende, Afrikaans",Warner Bros. Pictures,R,08 Dec 2006,143 min,Blood Diamond,2006,tt0450259
15,15,30000000,tt0420223,53653224,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza",USA,Marc Forster,"Comedy, Drama, Fantasy",7.6,"197,514",English,Sony Pictures,PG-13,10 Nov 2006,113 min,Stranger Than Fiction,2006,tt0420223
16,16,65000000,tt0416449,422610419,"Gerard Butler, Lena Headey, Dominic West, David Wenham",USA,Zack Snyder,"Action, Fantasy",7.7,"649,962",English,Warner Bros. Pictures,R,09 Mar 2007,117 min,300,2006,tt0416449
17,17,55000000,tt0450232,65664721,"Bruce Willis, Yasiin Bey, David Morse, Jenna Stern","USA, Germany",Richard Donner,"Action, Crime, Drama",6.6,"116,775","English, Spanish",Warner Bros.,PG-13,03 Mar 2006,102 min,16 Blocks,2006,tt0450232
18,18,85000000,tt0343737,59908565,"Matt Damon, Angelina Jolie, Alec Baldwin, Tammy Blanchard",USA,Robert De Niro,"Drama, History, Thriller",6.7,"90,420","English, Spanish, Russian, German, Lingala",Universal Pictures,R,22 Dec 2006,167 min,The Good Shepherd,2006,tt0343737
19,19,3500000,tt0804507,54947,"Asia Argento, Cristian Solimeno, Adam James, Moran Atias","Italy, USA",Dario Argento,Horror,5.1,"7,674","English, Italian",Weinstein Company,R,31 Oct 2007,102 min,Mother of Tears,2007,tt0804507
20,20,300000000,tt0449088,961000000,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",USA,Gore Verbinski,"Action, Adventure, Fantasy",7.1,"514,815",English,Buena Vista,PG-13,25 May 2007,169 min,Pirates of the Caribbean: At World's End,2007,tt0449088
21,21,150000000,tt0373889,938212738,"Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin","UK, USA",David Yates,"Adventure, Family, Fantasy",7.5,"399,002",English,Warner Bros. Pictures,PG-13,11 Jul 2007,138 min,Harry Potter and the Order of the Phoenix,2007,tt0373889
22,22,150000000,tt0480249,585349010,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield",USA,Francis Lawrence,"Drama, Horror, Sci-Fi",7.2,"582,915",English,Warner Bros. Pictures,PG-13,14 Dec 2007,101 min,I Am Legend,2007,tt0480249
