col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
boltaxe,boltaxe,Norma Fisher,"Coursing with electrical energy, this magical axe has been struck by lightning.",Greenf1re,Axes,"583 Wallace Ranch
Stewartbury, HI 25324","6582 Vanessa Oval
New Richard, NE 68819",Large,4.0,,,fireemblemaxe.
braveaxe,braveaxe,Jorge Sullivan,The wielder of this axe is emboldened and will attack twice when initiating combat.,Greenf1re,Axes,"471 Erika Curve
North Megan, UT 71358","7389 Alec Squares Suite 508
Port Jonathan, FL 50177",Large,4.0,,,.Icon
brokenaxe,brokenaxe,Elizabeth Woods,"After being completely consumed, any axe becomes this. They are still usable, but their low accuracy and might, coupled with a considerable increase of weight, render them useless.",Greenf1re,Axes,"339 Riley Mission Suite 515
South Brendamouth, ID 32356","18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",Large,4.0,,,
devilaxe,devilaxe,Susan Wagner,A diabolical axe that inflicts damage after combat.,Greenf1re,Axes,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189","891 Bullock Ford
Amandachester, NJ 51431",Large,4.0,,,
hammer,hammer,Peter Montgomery,"This hammer can pummel metal with astonishing force, making it effective against armored units.",Greenf1re,Axes,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961","02489 Cook Park
Sherriport, MT 50853",Large,4.0,,,
handaxe,handaxe,Theodore Mcgrath,A compact ranged axe that can be thrown at distant enemies.,Greenf1re,Axes,"87091 Gonzalez Knolls
Masseyshire, UT 88665","23450 Timothy Divide
Wuland, UT 20341",Medium,1.5,,,
hauteclere,hauteclere,Stephanie Collins,"An Empire Wyvern Corps axe, wielded in the War Of Heroes.",Greenf1re,Axes,"225 Wilson Mills
North Thomas, OK 67164","0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",Large,4.0,,,
ironaxe,ironaxe,Stephanie Sutton,A standard axe made of iron--simple but effective.,Greenf1re,Axes,"PSC 5642, Box 8071
APO AA 97365","1097 Santos Springs Suite 264
New Michelleborough, WY 51884",Large,4.0,,,
killeraxe,killeraxe,Brian Hamilton,"Deadly sharp, this axe boasts a high critical-hit rate.",Greenf1re,Axes,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742","5100 Scott Burg
East Clayton, SC 66353",Large,4.0,,,
mace,mace,Susan Levy,"A bludgeoning weapon that can ravage armor, this mace is effective against armored units.",Greenf1re,Axes,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085","412 Snow Manors Apt. 161
South Kimtown, NV 57004",Large,4.0,,,
rustedaxe,rustedaxe,Sean Green,"Can be forged into an Iron, Steel, Silver or Brave Axe or Hauteclere.",Greenf1re,Axes,"75470 Lopez Roads
Port Jessicatown, TX 55221","5415 David Square
West Michaeltown, IN 48447",Large,4.0,,,
shortaxe,shortaxe,Kimberly Smith,The light construction of this ranged axe makes it easy to throw at foes from afar.,Greenf1re,Axes,"08913 Charlene Flat
Joshuaburgh, NJ 52496","03104 Norris Rapids
Port Donald, DE 62982",Medium,1.5,,,
silveraxe,silveraxe,Jennifer Summers,An axe crafted from shining silver.,Greenf1re,Axes,"7142 Wilson Drives
Melissaton, IL 89760","03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915",Large,4.0,,,
steelaxe,steelaxe,April Snyder,A weighty steel axe that deals significant blows.,Greenf1re,Axes,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739","332 Watson Shore Apt. 290
Millerland, MT 39742",Large,4.0,,,
tomahawk,tomahawk,Dana Nguyen,The wielder of this brutal ranged axe can hurl it at enemies for deep impact.,Greenf1re,Axes,"9004 Edward Prairie
Michaelside, LA 15560","645 John Roads
Danahaven, MS 54060",Medium,1.5,,,
trainingaxe,trainingaxe,Cheryl Bradley,This simple axe is perfect for training purposes.,Greenf1re,Axes,"42814 Houston Hills
Rodriguezside, NJ 62629","3547 Stephanie Underpass Apt. 418
Port Jacqueline, HI 55774",Large,4.0,,,
ukonvasara,ukonvasara,Walter Pratt,Sacred Weapon (Crest of Gloucester) that restores HP every turn.,Greenf1re,Axes,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516","5825 Welch Corners
Fischerport, UT 59363",Large,4.0,,,
veninaxe,veninaxe,Bobby Flores,An axe that poisons foes.,Greenf1re,Axes,"8847 Kramer Station
South Christopher, KS 77208","41489 Roger Terrace
Davisfort, IN 71770",Large,4.0,,,
zoltanaxe,zoltanaxe,Tasha Rodriguez,An impressive axe forged by the legendary artisan Zoltan.,Greenf1re,Axes,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213","014 Aaron Locks Suite 714
Justinborough, CO 05147",Large,4.0,,,
