col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,A/MH/HSG/46,,"Ex-garage site at
Naseby Square/ Newcombe St.,   M'k't Harborough",Naseby Square,ETRS89 ,473341.8687,286571.5046,0.46,unknown ownership,Yes,not permissioned,,,,,11,,,,11,16.0,,,,2017 11 07,
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,A/MH/HSG/58,,"Former Travis Perkins site, Clarence Street, M'k't Harborough",Clarence Street,ETRS89 ,473879.307,287342.6224,0.38,not owned by a public authority,Yes,pending decision,,,,,44,"Sheltered housing scheme of 49 ap'tm'ts, communal facilities, access + parking",,,,,,,Application                                      (ref 17/00686/FUL) for erection of 44 retirement living apartments,2017 11 07,
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,A/MH/HSG/59,,"Former Harboro' Rubber site, 124 - 128, St Mary's Rd, M'k't Harborough ",Former Harboro' Rubber site,ETRS89 ,473928.2718,287241.1588,0.43,not owned by a public authority,Yes,pending decision,,,,,46,"10 x 3 bed townhouses, 19 x 2 bed + 17 x 1 bed ap'm'ts",Conversion of grade II listed flour mill to 337m2 of B1(a),,,,,,Application for 3 sites (ref 16/01663/FUL) for 73 houses & apartments + change of use of vacant flour mill to offices,2017 11 07,
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,,,West of footbridge Rockingham Road M'k't Harborough,Rockingham Road,ETRS89 ,,,0.14,not owned by a public authority,,pending decision,,,,,28,"7 storey ap'mt block  - 8 x 1 bed, 14 x 2 bed + 6 x 3 bed",,,,,,,Application for 3 sites (ref 16/01663/FUL) for 73 houses & apartments + change of use of vacant flour mill to offices,2017 11 07,
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,A/DB/HSG/03,,"Merrie Monk,       38 Station Road, Dunton Bassett","Merrie Monk, Dunton Bassett",ETRS89 ,455333.4901,290794.9707,0.18,not owned by a public authority,Yes,permissioned,,,,,2,,,,2,2.0,,,Permission                                       (ref 14/00367/FUL) for one pair of semi-detached dwellings ,2017 11 07,
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,,,"Old Station Yard, Rockingham Rd, n'r Great Easton","Old Station Yard, n'r Great Easton",ETRS89 ,,,0.96,not owned by a public authority,Yes,not permissioned,,,,,28,Constructiion of 4 business units + 19 dwellings + conversion of buildings to flats and shop/café,New dwellings proposed as part of mixed use devel'pm't ,,,,,,Permission (ref 13/00621/OUT) refused because  site removed from the settlement boundary in open countryside,2017 11 07,
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,RC014/10,,"Midland Handling Equipment Ltd., Stretton Road, Great Glen","Stretton Road, Great Glen",ETRS89 ,,,0.75,unknown ownership,,not permissioned,,,,,8,,,,8,8.0,,,Lapsed planning consent (ref. 05/01168/FUL) for 8 units.,2017 11 07,
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,,,"Land at          Fishers Farm, Main Street,  Foxton","Fishers Farm, Foxton",ETRS89 ,,,0.75,not owned by a public authority,,pending decision,,,https://pa2.harborough.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,12,Demolition of farm buildings and replacement by 12 dwellings ranging from 2 - 5 bedroom properties,,,,,,,Application                                      (ref 16/01459/OUT) for development of up to 12 dwellings ,2017 11 07,
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,,,"Garden Centre adjacent to            80 Dunton Road, Broughton Astley ","Garden Centre, Broughton Astley ",ETRS89 ,,,0.40.,not owned by a public authority,,pending decision,,,https://pa2.harborough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O0YCLBHWGJ000,,8,Current application (ref  17/01197/OUT) - demolition of garden centre and erection of up to 8 dwellings ,,, ,,Potentially subject to broken glass  ,,,2017 11 07,
http://opendatacommunities.org/id/district-council/harborough,Harborough District Council ,,,"Self Unlimited East Midlands Region, Melton Road, Shangton ","Melton Road, Shangton ",ETRS89 ,,,2.90.,not owned by a public authority,,permissioned,outline planning permission,2017 04 07,https://pa2.harborough.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,27,"Replace care village with        4 x 2 bed houses, 4 x 3 bed houses, 11 x 4 bed houses +  8 x 5 bed houses", ,,,,,,Permission                                          (ref 16/00034/OUT) for up to 27 dwellings with associated garages etc.,2017 11 07,
