col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60
Rachael_Winfree_Cucumis_melo_USA_2004,bar,Cucumis melo,,,USA,40.171578,-75.403945,,,,7,7,2004,,,,,,,,,,,,,,,,4,4.0,Chao1,only non-Apis bees,21,0,7,14,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,melissajacobson@hotmail.com
Rachael_Winfree_Cucumis_melo_USA_2004,del,Cucumis melo,,,USA,40.296256,-75.150598,,,,7,7,2004,,,,,,,,,,,,,,,,4,4.9,Chao1,only non-Apis bees,10,0,1,9,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,shannon51@yahoo.com
Rachael_Winfree_Cucumis_melo_USA_2004,ker,Cucumis melo,,,USA,40.341596,-74.767972,,,,7,7,2004,,,,,,,,,,,,,,,,2,2.333,Chao1,only non-Apis bees,3,0,3,0,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,vmatthews@sanchez.com
Rachael_Winfree_Cucumis_melo_USA_2004,lee,Cucumis melo,,,USA,40.266198,-74.563116,,,,7,7,2004,,,,,,,,,,,,,,,,2,2.5,Chao1,only non-Apis bees,2,0,0,2,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,nathanjackson@cabrera-garcia.com
Rachael_Winfree_Cucumis_melo_USA_2004,lit,Cucumis melo,,,USA,40.30949,-74.752612,,,,7,7,2004,,,,,,,,,,,,,,,,3,3.2,Chao1,only non-Apis bees,5,0,2,3,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,montoyacynthia@guzman.com
Rachael_Winfree_Cucumis_melo_USA_2004,map,Cucumis melo,,,USA,40.118056,-75.270109,,,,7,7,2004,,,,,,,,,,,,,,,,4,4.45,Chao1,only non-Apis bees,10,0,3,7,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,hdavis@jacobs.com
Rachael_Winfree_Cucumis_melo_USA_2004,non,Cucumis melo,,,USA,40.318046,-75.058363,,,,7,7,2004,,,,,,,,,,,,,,,,3,4.5,Chao1,only non-Apis bees,4,0,2,2,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,zclark@giles.net
Rachael_Winfree_Cucumis_melo_USA_2004,pen,Cucumis melo,,,USA,40.436941,-75.173595,,,,7,7,2004,,,,,,,,,,,,,,,,3,5.0,Chao1,only non-Apis bees,3,0,0,3,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,huffchad@gmail.com
Rachael_Winfree_Cucumis_melo_USA_2004,phi,Cucumis melo,,,USA,40.572263,-75.159815,,,,7,7,2004,,,,,,,,,,,,,,,,2,2.0,Chao1,only non-Apis bees,16,0,16,0,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,ryan08@yahoo.com
Rachael_Winfree_Cucumis_melo_USA_2004,ray,Cucumis melo,,,USA,40.318463,-75.374531,,,,7,7,2004,,,,,,,,,,,,,,,,2,2.5,Chao1,only non-Apis bees,2,0,0,2,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,lyonspeter@howard-dennis.org
Rachael_Winfree_Cucumis_melo_USA_2004,spr,Cucumis melo,,,USA,40.381194,-74.758451,,,,7,7,2004,,,,,,,,,,,,,,,,5,6.9,Chao1,only non-Apis bees,20,0,13,7,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,tammybrown@moore.com
Rachael_Winfree_Cucumis_melo_USA_2004,ter,Cucumis melo,,,USA,40.328383,-74.726315,,,,7,7,2004,,,,,,,,,,,,,,,,3,4.5,Chao1,only non-Apis bees,4,0,3,1,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,alexandermaldonado@hotmail.com
Rachael_Winfree_Cucumis_melo_USA_2004,tra,Cucumis melo,,,USA,40.565136,-75.184283,,,,7,7,2004,,,,,,,,,,,,,,,,9,25.875,Chao1,only non-Apis bees,16,0,5,11,0,0,0,0,0,0,0,50,30,,,,,,,,,,,,,10.1111/j.1365-2664.2007.01418.x,Rachael Winfree et al.,paul42@hotmail.com
