col0,col1,col2
Norma Fisher,"01868 Boyd Freeway
Lake Brittany, OR 36573",http://lattes.cnpq.br/7034695145815419
Jorge Sullivan,"59179 Bruce Gardens Apt. 413
Lauramouth, AR 13687",http://lattes.cnpq.br/6330226753478150
Elizabeth Woods,"98910 Cynthia Rest
South Christopherville, PA 03336",http://lattes.cnpq.br/3875508804189190
Susan Wagner,"173 Sharon Brooks
Oliverview, IN 09934",http://lattes.cnpq.br/4980733334423133
Peter Montgomery,"2087 Candace Squares Suite 345
Masseyshire, UT 88665",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4766402D0
Theodore Mcgrath,"225 Wilson Mills
North Thomas, OK 67164",http://lattes.cnpq.br/2454080922578802
Stephanie Collins,"PSC 5642, Box 8071
APO AA 97365",http://lattes.cnpq.br/9645936920781067
Stephanie Sutton,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",http://lattes.cnpq.br/3588751399951827
Brian Hamilton,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",http://lattes.cnpq.br/4709930180718377
Susan Levy,"75470 Lopez Roads
Port Jessicatown, TX 55221",http://lattes.cnpq.br/3218011472145166
Sean Green,"08913 Charlene Flat
Joshuaburgh, NJ 52496",http://lattes.cnpq.br/7044412874996212
Kimberly Smith,"7142 Wilson Drives
Melissaton, IL 89760",http://lattes.cnpq.br/8706886018508089
Jennifer Summers,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",http://lattes.cnpq.br/3602744905384157
April Snyder,"9004 Edward Prairie
Michaelside, LA 15560",http://lattes.cnpq.br/6060069950382721
Dana Nguyen,"42814 Houston Hills
Rodriguezside, NJ 62629",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4713477E6
Cheryl Bradley,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",http://lattes.cnpq.br/2228214699467756
Walter Pratt,"8847 Kramer Station
South Christopher, KS 77208",http://lattes.cnpq.br/5747335238812224
Bobby Flores,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",http://lattes.cnpq.br/0904955840329118
Tasha Rodriguez,"6582 Vanessa Oval
New Richard, NE 68819",http://lattes.cnpq.br/0413860259702700
Michelle Kelley,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4261824A8
Kimberly Maynard,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",http://lattes.cnpq.br/9007404555091852
Laurie Wallace,"891 Bullock Ford
Amandachester, NJ 51431",http://lattes.cnpq.br/1825250472184021
Janice Johnston,"02489 Cook Park
Sherriport, MT 50853",http://lattes.cnpq.br/6000312315728879
Collin Lopez,"23450 Timothy Divide
Wuland, UT 20341",http://lattes.cnpq.br/4420031367303105
Mary Alvarez,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",http://lattes.cnpq.br/1153231475774488
